Player,Year1,Year2,Year3,Retire,NextPercentile
Reggie Barlow,0.1557177615571776,0.4302884615384615,0.6082004555808656,0,0.6799065420560748
Jalen Richard,0.27151051625239,0.5087378640776699,0.7696629213483146,0,0.7826887661141805
Keith Krepfle,0.1258741258741259,0.321875,0.7012578616352201,0,0.8130563798219584
David Anderson,0.3083511777301927,0.5850622406639004,0.7690721649484537,0,0.7913223140495868
Bob Christian,0.1994609164420485,0.4609375,0.6222760290556901,0,0.4401913875598086
Paul Smith 2,0.2943925233644859,0.2833723653395784,0.401766004415011,0,0.3698347107438016
Percy Harvin,0.5371900826446281,0.8485477178423236,0.9623015873015872,0,0.9521988527724664
Roger Craig,0.2710027100271002,0.6750629722921915,0.912,0,0.915841584158416
Derek Hagan,0.2676659528907923,0.6203319502074689,0.7422680412371134,0,0.7107438016528925
Daniel Wilcox,0.1975560081466395,0.3844580777096114,0.5396145610278372,0,0.4771784232365145
Reggie Craig,0.0769230769230769,0.084375,0.1320754716981132,1,
Alshon Jeffery,0.401529636711281,0.7885375494071146,0.9601593625498008,0,0.976470588235294
Brandon Zylstra,0.2528089887640449,0.4880294659300184,0.6792792792792792,0,0.6924460431654677
Tim Spencer,0.1146666666666666,0.2995049504950495,0.6039933444259568,0,0.4346666666666666
Brent Jones,0.4126455906821963,0.3573333333333333,0.6994818652849741,0,0.7897574123989218
Jordan Norwood,0.3273809523809524,0.5219885277246654,0.5454545454545454,0,0.1872509960159362
Pat Beach,0.1891117478510028,0.3523035230352303,0.3954659949622166,0,0.3786666666666666
Tyron Johnson,0.4144144144144144,0.5,0.5819209039548022,1,
Drew Carter,0.263803680981595,0.588865096359743,0.8153526970954357,1,
Larry Bowie,0.0311004784688995,0.316301703163017,0.5264423076923077,1,
Maurice Carthon,0.096,0.1707920792079208,0.5424292845257903,0,0.3786666666666666
Derek Russell,0.3746770025839793,0.5522788203753352,0.7870619946091644,0,0.7994791666666666
Ron Johnson 5,0.89375,0.7736842105263158,0.9018691588785048,0,0.8468085106382979
Theotis Brown,0.2397820163487738,0.5096952908587258,0.5803814713896458,0,0.4756446991404011
Henry Ellard,0.2222222222222222,0.6624685138539043,0.888,0,0.9207920792079208
Russ Francis,0.6223776223776224,0.81875,0.8836477987421384,0,0.8664688427299704
Jeff Cothran,0.1145833333333333,0.2760290556900726,0.3851674641148325,1,
Tarik Cohen,0.3495145631067961,0.7415730337078652,0.8821362799263351,0,0.8108108108108109
Ricky Ervins,0.2532299741602067,0.4021447721179624,0.5390835579514824,0,0.5416666666666666
Dave Logan,0.275,0.5471698113207547,0.8100890207715133,0,0.9237057220708448
Alex Van Dyke,0.138755980861244,0.4428223844282238,0.5480769230769231,0,0.4191343963553531
Herschel Walker,0.556930693069307,0.8935108153078203,0.9333333333333332,0,0.8860103626943006
Arnold Morgado,0.0911949685534591,0.2136498516320474,0.3569482288828338,0,0.3074792243767313
Brad Hoover,0.0514018691588785,0.2529274004683841,0.4613686534216336,0,0.5268595041322314
Keith Mcdonald,0.3760399334442595,0.1733333333333333,0.4119170984455959,1,
Steve Smith 3,0.2412645590682196,0.4773333333333333,0.6217616580310881,0,0.6361185983827493
Henry Childs,0.3286713286713286,0.64375,0.8805031446540881,0,0.9465875370919882
Zach Line,0.0474308300395256,0.0597609561752988,0.3156862745098039,0,0.2944550669216061
Bryan Gilmore,0.2317880794701986,0.5392561983471075,0.6945010183299389,0,0.721881390593047
Jay Novacek,0.0186666666666666,0.0396039603960396,0.4858569051580699,0,0.6746666666666666
Deion Sanders,0.0025906735751295,0.0,0.2041343669250646,0,0.4262734584450402
Ken Clark,0.0215633423180593,0.1524547803617571,0.2788203753351206,1,
Wes Welker,0.3865030674846625,0.7558886509635975,0.9294605809128632,0,0.9690721649484536
Josh Huff,0.1294820717131474,0.4745098039215686,0.6500956022944551,1,
Bobby Jones,0.1127596439169139,0.4768392370572207,0.6149584487534626,0,0.7057220708446866
Tab Perry,0.1554192229038855,0.3790149892933618,0.5933609958506224,1,
Johnnie Mcdaniel,0.3558052434456928,0.3111888111888112,0.578125,0,0.5125786163522013
Melvin Baker,0.3745318352059925,0.479020979020979,0.53125,1,
Freddie Martino,0.0398406374501992,0.0235294117647058,0.3059273422562141,0,0.5475728155339806
Kellen Winslow,0.1731160896130346,0.1758691206543967,0.6509635974304069,0,0.8278008298755186
Tom Bailey,0.1842105263157894,0.3037383177570093,0.4212765957446808,0,0.3857677902621723
Michael Irvin,0.5173333333333333,0.7772020725388601,0.8840970350404312,0,0.917312661498708
Eric Bieniemy,0.0884718498659517,0.105121293800539,0.296875,0,0.4794188861985472
Bill Jones,0.2506738544474393,0.4521963824289405,0.4557640750670241,1,
Logan Mankins,0.0539419087136929,0.0391752577319587,0.0619834710743801,0,0.0082987551867219
Laveranues Coles,0.4392523364485981,0.8032786885245902,0.9624724061810156,0,0.9855371900826446
Leon Perry,0.149584487534626,0.2125340599455041,0.166189111747851,1,
John Mcmakin,0.3878504672897196,0.5829787234042553,0.5955056179775281,0,0.527972027972028
Todd Spencer,0.0373333333333333,0.0569306930693069,0.4608985024958402,1,
Ron Morris,0.6173044925124792,0.7653333333333333,0.8782383419689119,0,0.8706199460916442
Michael Pittman,0.2847380410022779,0.5280373831775701,0.6791569086651054,0,0.7682119205298014
Kevin Dyson,0.3197115384615384,0.7312072892938497,0.8037383177570093,0,0.9016393442622952
Wes Chandler,0.4718100890207715,0.8446866485013624,0.9722991689750692,0,0.983651226158038
Craig Davis,0.2717842323651452,0.5010309278350515,0.6694214876033058,0,0.6908713692946058
Dante Rosario,0.3381742738589212,0.5814432989690722,0.7892561983471075,0,0.7593360995850622
Cameron Batson,0.1928838951310861,0.1878453038674033,0.427027027027027,0,0.3848920863309352
Rodney Hampton,0.1913746630727762,0.4005167958656331,0.5844504021447721,0,0.6307277628032345
Lamar Gordon,0.3841059602649007,0.5103305785123967,0.5723014256619144,0,0.3353783231083844
