Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Retire,NextPercentile
Mack Strong,0.1285714285714285,0.4379084967320261,0.4647887323943662,0.5666666666666667,0.4868421052631579,0.4782608695652174,0.432258064516129,0.5,0.6887417218543046,0.7784810126582279,0.6826347305389222,0.6298701298701299,0.6143790849673203,0,0.6490066225165563
Larry Centers,0.0821917808219178,0.4338235294117647,0.8507462686567164,0.9142857142857144,0.954248366013072,0.943661971830986,0.9133333333333332,0.9276315789473684,0.8881987577639752,0.8903225806451613,0.910958904109589,0.9072847682119204,0.8354430379746836,1,
Brian Hoyer,0.0828025477707006,0.0714285714285714,0.0816326530612244,0.2830188679245283,0.3928571428571428,0.3450292397660818,0.217877094972067,0.0268817204301075,0.0218579234972677,0.0053191489361702,0.0103092783505154,0.2883720930232558,0.2752293577981651,0,0.2647058823529412
Franco Harris,0.5462962962962963,0.7355371900826446,0.9640287769784172,0.9571428571428572,0.9738562091503268,0.9490445859872612,0.945121951219512,0.9651162790697676,0.9476744186046512,0.927710843373494,0.9272727272727272,0.8734177215189873,0.7160493827160493,1,
Marcus Allen,0.8484848484848485,0.8860759493670886,1.0,0.9870967741935484,0.9941520467836256,0.9818181818181818,0.922077922077922,0.8831168831168831,0.8289473684210527,0.7328767123287672,0.7720588235294118,0.8880597014925373,0.9071428571428573,0,0.934640522875817
Emmitt Smith,0.4013157894736842,0.9178082191780822,0.9852941176470588,1.0,1.0,0.9934640522875816,0.9929577464788732,0.9933333333333332,0.9671052631578948,0.968944099378882,0.9548387096774194,0.9246575342465754,0.8543046357615894,0,0.759493670886076
Mosi Tatupu,0.0182926829268292,0.1104651162790697,0.2151162790697674,0.5783132530120482,0.7393939393939394,0.810126582278481,0.7222222222222222,0.6967741935483871,0.6374269005847953,0.7527272727272727,0.551948051948052,0.487012987012987,0.4078947368421052,1,
Adrian Peterson,0.6622516556291391,0.8903225806451613,0.9808917197452228,0.9805194805194806,0.9727891156462584,1.0,1.0,0.9824561403508772,0.9162011173184358,0.7204301075268817,0.6338797814207651,0.5797872340425532,0.7783505154639175,0,0.9023255813953488
Fred Mcafee,0.2260273972602739,0.4044117647058823,0.4925373134328358,0.4428571428571428,0.4705882352941176,0.3873239436619718,0.38,0.4144736842105263,0.3726708074534161,0.6838709677419355,0.4931506849315068,0.7880794701986755,0.7848101265822784,0,0.9221556886227544
Cullen Bryant,0.0503597122302158,0.45,0.5294117647058824,0.6369426751592356,0.6158536585365854,0.6976744186046512,0.8837209302325582,0.891566265060241,0.6727272727272727,0.3734177215189873,0.2654320987654321,0.2129032258064516,0.1345029239766081,0,0.5127272727272727
Marshawn Lynch,0.4701986754966887,0.8129032258064516,0.8980891719745223,0.7337662337662337,0.7755102040816326,0.9119496855345912,0.9583333333333334,0.9941520467836256,0.9720670391061452,0.8763440860215054,0.6830601092896175,0.7021276595744681,0.7680412371134021,1,
Keith Byars,0.2163742690058479,0.68,0.8181818181818182,0.9025974025974026,0.9473684210526316,0.9315068493150684,0.9044117647058824,0.9552238805970148,0.9357142857142856,0.9411764705882352,0.7394366197183099,0.6466666666666666,0.8026315789473685,1,
