Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Retire,NextPercentile
Hoby Brenner,0.1743869209809264,0.4412607449856733,0.7317073170731707,0.8765743073047859,0.9066666666666666,0.8688118811881188,0.8868552412645591,0.7253333333333334,0.7253886010362695,0.6792452830188679,0.7157622739018088,0.6407506702412868,0,0.6738544474393531
Tony Gonzalez,0.3503649635036496,0.5913461538461539,0.8291571753986332,0.9135514018691588,0.9718969555035128,0.9713024282560706,0.9710743801652892,0.9837067209775968,0.98159509202454,0.9700214132762311,0.9647302904564315,0.981443298969072,0,0.9793388429752066
Frank Gore,0.1574642126789366,0.5032119914346895,0.7551867219917012,0.8103092783505155,0.8285123966942148,0.8153526970954357,0.7619047619047619,0.6978967495219885,0.6343873517786561,0.6195219123505976,0.6098039215686275,0.7380497131931166,0,0.7495145631067961
Johnnie Morton,0.2265625,0.6561743341404358,0.8492822966507177,0.9172749391727494,0.9423076923076924,0.9772209567198178,0.9626168224299064,0.9648711943793912,0.9205298013245032,0.9359504132231404,0.8981670061099797,0.8813905930470347,1,
Mark Bruener,0.3196125907990315,0.5287081339712919,0.6447688564476886,0.6201923076923077,0.5763097949886105,0.6588785046728972,0.6487119437939111,0.6048565121412803,0.4752066115702479,0.4562118126272912,0.4417177914110429,0.5096359743040685,0,0.3547717842323651
Santana Moss,0.3395784543325527,0.695364238410596,0.9049586776859504,0.9531568228105908,0.9877300613496932,0.9850107066381156,0.9688796680497924,0.9463917525773196,0.9421487603305784,0.95850622406639,0.9345238095238096,0.9235181644359464,0,0.8715415019762845
Brandon Stokley,0.3690205011389522,0.6378504672897196,0.8056206088992974,0.8167770419426048,0.7975206611570248,0.8859470468431772,0.9141104294478528,0.8907922912205567,0.8568464730290456,0.843298969072165,0.9111570247933884,0.8651452282157677,0,0.7261904761904762
Muhsin Muhammad,0.3971291866028708,0.656934306569343,0.8413461538461539,0.908883826879271,0.955607476635514,0.927400468384075,0.9183222958057397,0.871900826446281,0.955193482688391,0.9406952965235174,0.9593147751605996,0.921161825726141,0,0.9257731958762888
Jackie Harris,0.1509433962264151,0.4573643410852713,0.7024128686327078,0.8355795148247979,0.8697916666666666,0.8498789346246973,0.7703349282296651,0.7201946472019465,0.7668269230769231,0.7744874715261959,0.7663551401869159,0.7377049180327869,1,
Curtis Conway,0.3018867924528302,0.6979166666666666,0.9394673123486684,0.9617224880382776,0.948905109489051,0.8966346153846154,0.835990888382688,0.8598130841121495,0.8992974238875878,0.9514348785871964,0.944214876033058,0.8920570264765784,1,
Ottis Anderson,0.3678474114441417,0.5872576177285319,0.6948228882833788,0.5931232091690545,0.6693766937669376,0.7481108312342569,0.7706666666666667,0.6262376237623762,0.5607321131447587,0.1706666666666666,0.3601036269430052,0.4986522911051212,0,0.524547803617571
Cliff Branch,0.1355140186915887,0.5404255319148936,0.951310861423221,0.993006993006993,1.0,0.9968553459119496,0.9881305637982196,0.9591280653950952,0.969529085872576,0.9564032697547684,0.968481375358166,0.97289972899729,0,0.9496221662468514
Thurman Thomas,0.1786666666666666,0.6139896373056994,0.8059299191374663,0.8863049095607235,0.8552278820375335,0.8301886792452831,0.7942708333333334,0.7602905569007264,0.7488038277511961,0.6861313868613139,0.6971153846153846,0.6355353075170843,0,0.616822429906542
Haven Moses,0.925,0.9210526315789472,0.9345794392523364,0.948936170212766,0.9250936329588016,0.9405594405594404,0.9375,0.9276729559748428,0.940652818991098,0.9618528610354224,0.9418282548476454,0.8719346049046321,1,
Walter Payton,0.4160839160839161,0.56875,0.7452830188679245,0.8189910979228486,0.8528610354223434,0.853185595567867,0.6839237057220708,0.7106017191977078,0.7479674796747967,0.7858942065491183,0.728,0.7202970297029703,0,0.831946755407654
Ed Mccaffrey,0.2377260981912144,0.5951742627345844,0.7654986522911051,0.796875,0.7796610169491526,0.8325358851674641,0.8759124087591241,0.9278846153846154,0.9681093394077448,0.9906542056074766,0.9484777517564404,0.9536423841059604,0,0.8409090909090909
Kevin Faulk,0.1184510250569476,0.3785046728971962,0.5480093676814989,0.6512141280353201,0.7231404958677686,0.745417515274949,0.6993865030674846,0.6895074946466809,0.7385892116182573,0.8268041237113402,0.8223140495867769,0.7676348547717843,0,0.5654761904761905
Rodney Holman,0.1862464183381088,0.3712737127371274,0.5541561712846348,0.6933333333333334,0.806930693069307,0.9118136439267888,0.8586666666666667,0.9067357512953368,0.9029649595687332,0.9018087855297158,0.8310991957104558,0.7250673854447439,0,0.6328125
Tony Richardson,0.2296650717703349,0.4233576642335766,0.4735576923076923,0.4373576309794988,0.4252336448598131,0.629976580796253,0.6467991169977925,0.6177685950413223,0.5336048879837068,0.4969325153374233,0.556745182012848,0.5954356846473029,0,0.4432989690721649
A J Green,0.621031746031746,0.9120458891013384,0.9940711462450592,0.9880478087649402,0.9941176470588236,0.9789674952198852,0.9864077669902912,0.947565543071161,0.8268876611418048,0.7081081081081081,0.7877697841726619,0.8832391713747646,1,
