Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Year13,Year14,Year15,Year16,Year17,Year18,Retire,NextPercentile
Jerry Rice,0.5333333333333333,0.9257425742574258,1.0,1.0,1.0,1.0,1.0,1.0,0.9973045822102424,0.9973958333333334,1.0,1.0,0.951338199513382,0.9182692307692308,0.8906605922551253,0.9485981308411215,0.9461358313817332,0.9690949227373068,0,0.9648760330578512
