player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Tommy Thompson,214,116,54.2,1727,8.1,16,7.5,11,5.1,75,N/A,N/A,84.4,,
Sammy Baugh,255,145,56.9,1903,7.5,18,7.1,14,5.5,76,N/A,N/A,81.2,,
Johnny Lujack,312,162,51.9,2658,8.5,23,7.4,22,7.0,81,N/A,N/A,76.0,,
Charlie Conerly,305,152,49.8,2138,7.0,17,5.6,20,6.6,85,N/A,N/A,64.1,,
Bob Waterfield,296,154,52.0,2168,7.3,17,5.7,24,8.1,71,N/A,N/A,61.3,,
Bobby Layne,299,155,51.8,1796,6.0,9,3.0,18,6.0,69,N/A,N/A,55.3,,
Earl Girard,175,62,35.4,881,5.0,4,2.3,12,6.9,50,N/A,N/A,31.6,,
