player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Sid Luckman,202,110,54.5,2194,10.9,28,13.9,12,5.9,66,N/A,N/A,107.5,,
Sammy Baugh,239,133,55.6,1754,7.3,23,9.6,19,8.0,72,N/A,N/A,78.0,,
