player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Frank Filchock,147,84,57.1,1139,7.8,13,8.8,9,6.1,61,N/A,N/A,86.0,,
Sid Luckman,143,71,49.6,1018,7.1,11,7.7,12,8.4,86,N/A,N/A,63.8,,
Sammy Baugh,146,82,56.2,849,5.8,4,2.7,8,5.5,71,N/A,N/A,59.4,,
Frankie Sinkwich,148,58,39.2,1060,7.2,12,8.1,20,13.5,57,N/A,N/A,52.0,,
Irv Comp,177,80,45.2,1159,6.5,12,6.8,21,11.9,55,N/A,N/A,50.0,,
