player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Sammy Baugh,182,128,70.3,1669,9.2,11,6.0,4,2.2,70,N/A,N/A,109.9,,
Sid Luckman,217,117,53.9,1727,8.0,14,6.5,10,4.6,65,N/A,N/A,82.5,,
Bob Waterfield,171,89,52.0,1609,9.4,14,8.2,17,9.9,84,N/A,N/A,72.4,,
Paul Christman,219,89,40.6,1147,5.2,5,2.3,12,5.5,70,N/A,N/A,42.6,,
