player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Cecil Isbell,268,146,54.5,2021,7.5,24,9.0,14,5.2,73,N/A,N/A,87.0,,
Sammy Baugh,225,132,58.7,1524,6.8,16,7.1,11,4.9,53,N/A,N/A,82.5,,
Tommy Thompson,203,95,46.8,1410,7.0,8,3.9,16,7.9,65,N/A,N/A,50.3,,
Bud Schwenk,295,126,42.7,1360,4.6,6,2.0,27,9.2,69,N/A,N/A,25.5,,
