player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Tommy Thompson,246,141,57.3,1965,8.0,25,10.2,11,4.5,70,N/A,N/A,98.4,,
Charlie Conerly,299,162,54.2,2175,7.3,22,7.4,13,4.3,65,N/A,N/A,84.0,,
Jim Hardy,211,112,53.1,1390,6.6,14,6.6,7,3.3,69,N/A,N/A,82.1,,
Sammy Baugh,315,185,58.7,2599,8.2,22,7.0,23,7.3,86,N/A,N/A,78.3,,
Bob Waterfield,180,87,48.3,1354,7.5,14,7.8,18,10.0,80,N/A,N/A,60.0,,
Fred Enke,221,100,45.2,1328,6.0,11,5.0,17,7.7,51,N/A,N/A,49.4,,
Jack Jacobs,184,82,44.6,848,4.6,5,2.7,21,11.4,64,N/A,N/A,27.9,,
