player name,attempts,completions,completion %,passing yards,yards per attempt,touchdowns,touchdown %,interceptions,interception %,Long,Sacks,Sack loss yards,QB rating,,
Cecil Isbell,206,117,56.8,1479,7.2,15,7.3,11,5.3,56,N/A,N/A,81.4,,
Sammy Baugh,193,106,54.9,1236,6.4,10,5.2,19,9.8,55,N/A,N/A,52.2,,
Tommy Thompson,162,86,53.1,959,5.9,8,4.9,14,8.6,50,N/A,N/A,51.4,,
Parker Hall,190,84,44.2,863,4.5,7,3.7,19,10.0,39,N/A,N/A,30.5,,
