Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Lem Barney,3,36,12.0,27,0
Ray Perkins,3,36,12.0,18,0
Tom Barrington,7,33,4.71,17,1
Bill Munson,7,31,4.43,13,0
Milt Morin,2,30,15.0,22,0
J.R. Wilburn,2,29,14.5,35,0
Dick Gordon,2,28,14.0,22,0
Ronnie Blye,8,25,3.13,11,0
Ralph Kurek,8,24,3.0,6,0
Charley Taylor,3,24,8.0,18,0
Johnny Unitas,11,23,2.09,13,0
Paul Warfield,2,23,11.5,16,0
Tommy Davis,2,21,10.5,16,0
Jim Lindsey,6,21,3.5,10,1
Claxton Welch,6,21,3.5,6,0
Pettis Norman,5,20,4.0,21,0
Virgil Carter,4,19,4.75,11,0
Henry Dyer,6,18,3.0,9,0
Billy Kilmer,11,18,1.64,12,0
Bobby Joe Green,1,17,17.0,17,0
Bob Hayes,4,17,4.25,8,0
Jim Hart,7,16,2.29,10,2
George Mira,3,16,5.33,6,0
Bob Wallace,4,16,4.0,15,0
Edd Hargett,5,15,3.0,11,0
Billy Harris,6,13,2.17,5,0
Al Dodd,3,12,4.0,9,0
Rich Houston,1,11,11.0,11,0
Tony Lorick,5,11,2.2,6,0
Lance Rentzel,2,11,5.5,14,0
Harold Jackson,2,10,5.0,6,0
Bob Lee,3,9,3.0,7,0
Homer Jones,3,8,2.67,9,0
Jerry Smith,3,8,2.67,6,0
Harry Wilson,4,7,1.75,4,0
Gary McDermott,7,6,0.86,3,0
Larry Walton,2,6,3.0,17,0
Bill Bradley,1,5,5.0,5,0
Bob Campbell,1,5,5.0,5,0
Gary Lewis,4,5,1.25,4,0
Ed Meador,1,5,5.0,5,0
Austin Denney,1,4,4.0,4,0
Dave Dunaway,1,4,4.0,4,0
Dave Kopay,3,4,1.33,3,0
Earl McCullouch,1,4,4.0,4,0
Gene Moore,2,4,2.0,2,0
Gerry Allen,1,3,3.0,3,0
Mike Bragg,1,3,3.0,3,0
John Mackey,2,3,1.5,7,0
Gary Wood,1,3,3.0,3,0
Norm Snead,8,2,0.25,5,2
Dick Bass,1,1,1.0,1,0
Izzy Lang,1,1,1.0,1,0
Dave Williams,1,1,1.0,1,0
Larry Conjar,1,0,0.0,0,0
Harry Jones,1,0,0.0,0,0
Jerry Rhome,1,0,0.0,0,0
Jackie Smith,4,0,0.0,9,0
Milt Plum,1,0
Jeff Stanciel,4,4,0
Karl Sweetan,1,0
Craig Baynham,3,2,0
Ben Hawkins,1,0
Eddie Hinton,1,0
Ray Poage,1,0
Gary Cuozzo,3,2,0
John Gilliam,1,0
Gene Washington,1,0
Joe Don Looney,3,4,0
Don Horn,3,2,1
Charlie Sanders,1,0
Bill Nelsen,5,3,0
