Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Bill Dudley,146,604,4.14,41,2
Pat Harder,106,545,5.14,55,4
Steve Van Buren,116,529,4.56,58,5
Tony Canadeo,122,476,3.9,27,0
Hugh Gallarneau,112,476,4.25,52,6
Ted Fritsch,128,444,3.47,32,9
Johnny Grigas,84,426,5.07,59,2
Walt Schlinkman,97,379,3.91,44,2
Frank Filchock,98,371,3.79,70,2
Fred Gehrke,71,371,5.23,53,3
Bill Paschal,117,362,3.09,30,4
Bill Osmanski,78,343,4.4,20,5
Elmer Angsman,48,328,6.83,61,2
Dante Magnani,68,277,4.07,32,0
George Franck,43,270,6.28,46,0
Dick Todd,41,266,6.49,29,3
Frank Reagan,62,246,3.97,52,2
Tom Harmon,51,241,4.73,84,2
Babe Dimancheff,57,238,4.18,24,0
Sal Rosato,62,238,3.84,21,2
Pat West,40,226,5.65,72,1
Bosh Pritchard,42,218,5.19,68,3
Tony Compagno,67,217,3.24,23,1
Eddie Saenz,55,213,3.87,12,1
Mike Holovak,55,211,3.84,22,3
Marshall Goldberg,43,210,4.88,32,3
Jack Banta,44,209,4.75,25,0
Camp Wilson,64,207,3.23,15,3
Joe Osmanski,55,201,3.65,19,2
Jack Jenkins,64,200,3.13,15,1
Frank Seno,62,191,3.08,27,0
Jimmy Strausbaugh,37,183,4.95,29,3
Bill Dutton,53,169,3.19,38,2
Steve Bagarus,53,168,3.17,18,0
Frank Akins,41,166,4.05,16,0
Bob Hoffman,43,162,3.77,19,3
Cliff Aberson,48,161,3.35,13,0
Merle Hapes,56,161,2.88,26,5
Gil Steinke,38,154,4.05,40,1
Bob Davis,41,143,3.49,21,0
Merl Condit,46,141,3.07,23,1
Jack Wilson,19,120,6.32,35,0
Bruce Smith,22,119,5.41,36,0
Kenny Washington,23,114,4.96,19,1
Steve Lach,42,111,2.64,14,5
Russ Craft,27,108,4.0,24,0
Ernie Steele,31,108,3.48,43,1
Don Perkins,34,105,3.09,36,0
Noah Mullins,20,102,5.1,45,0
Jim Gillette,30,99,3.3,46,1
Jim Gaffney,25,96,3.84,12,0
Dick Schweidler,20,94,4.7,27,3
Tom Farmer,28,90,3.21,17,1
Jim Castiglia,39,87,2.23,14,1
Jim Callahan,52,86,1.65,40,2
Abe Karnofsky,36,84,2.33,35,1
Lloyd Reese,18,84,4.67,16,2
Boley Dancewicz,14,81,5.79,41,0
Ward Cuff,13,78,6.0,26,1
Mike Micka,20,76,3.8,19,0
Bob Forte,17,73,4.29,20,0
Mickey Sanzotta,6,72,12.0,51,0
Howard Maley,13,67,5.15,42,0
Dave Ryan,71,65,0.92,27,1
Irv Comp,61,62,1.02,29,1
Wilbur Moore,15,62,4.13,19,0
Johnny Clement,43,60,1.4,13,1
Jim Youel,16,60,3.75,36,1
Gary Famiglietti,23,54,2.35,13,4
Bob Westfall,28,54,1.93,9,1
George McAfee,14,53,3.79,14,0
Dick Poillon,25,45,1.8,8,1
Frank Maznicki,19,43,2.26,9,0
Bob Nussbaumer,29,43,1.48,16,0
Roy Zimmerman,23,43,1.87,12,1
Joe Muha,12,41,3.42,16,0
Howie Livingston,10,38,3.8,18,0
Jack Jacobs,18,34,1.89,9,0
Roy McKay,21,34,1.62,9,1
Jack Doolan,12,33,2.75,24,0
Jack Hinkle,18,33,1.83,8,0
Pete Kmetovic,5,30,6.0,27,0
Ray McLean,16,29,1.81,11,1
Lou Abbruzzi,6,26,4.33,10,0
Al Couppee,3,22,7.33,17,0
Bob Cifers,8,18,2.25,6,0
Jimmy Johnston,6,18,3.0,11,0
Steve Sucic,7,18,2.57,9,0
Ben Kish,6,13,2.17,4,0
Elliott Ormsbee,4,12,3.0,11,0
Ivan Schottel,4,12,3.0,5,0
Bill Montgomery,8,11,1.38,6,0
Bill Blackburn,1,10,10.0,10,0
Allie Sherman,21,8,0.38,12,0
Ernie Bonelli,6,7,1.17,4,0
Elmer Madarik,8,7,0.88,4,0
Harold Crisler,4,6,1.5,6,0
Ray Mallouf,4,6,1.5,18,0
Dave Brown,9,5,0.56,8,0
Val Jansante,2,5,2.5,5,0
Buster Ramsey,1,5,5.0,5,0
George Sutch,5,4,0.8,4,0
Chuck DeShane,2,3,1.5,2,0
Steve Filipowicz,2,3,1.5,2,1
Walt Gorinski,1,3,3.0,3,0
Jim Jones,3,3,1.0,4,0
Hank Soar,1,3,3.0,3,0
Joe Hoague,1,2,2.0,2,0
Dick Humbert,1,2,2.0,2,0
Walt Rankin,5,1,0.2,5,0
Paul Sarringhaus,2,1,0.5,1,0
Gene Spangler,1,1,1.0,1,0
Al Drulis,1,0,0.0,0,0
Bob Margarita,4,0,0.0,2,0
Mal Kutner,1,0
Rudy Mucha,1,0
Bob DeFruiter,2,0,0
Max Kielbasa,2,1,0
Larry Craig,1,0
Sam Goldman,2,0
Rudy Romboli,1,0
Ralph Ruthstrom,2,1,0
Mel Bleeker,6,6,0
Cullen Rogers,6,4,0
Tom Farris,12,6,0
Jim Hardy,6,6,0
Herm Rohrig,14,15,0
Emery Nix,8,3,0
Joel McCoy,19,15,0
Bill deCorrevont,8,0
Bob Waterfield,16,6,1
Paul Christman,28,6,3
Sammy Baugh,18,13,1
Sid Luckman,25,25,0
Tommy Thompson,34,6,0
Paul Governali,33,4,2
