Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Jim Brown,257,1527,5.94,65,17
Alan Ameche,171,791,4.63,28,8
Joe Perry,125,758,6.06,73,4
Tom Tracy,169,714,4.22,64,5
Jon Arnett,133,683,5.14,57,6
Rick Casares,176,651,3.7,64,2
Willie Galimore,130,619,4.76,36,8
Lenny Moore,82,598,7.29,73,7
Billy Ray Barnes,156,551,3.53,70,7
Ollie Matson,129,505,3.91,55,5
Johnny Olszewski,98,505,5.15,45,2
Bobby Mitchell,80,500,6.25,63,1
Don Bosseler,109,475,4.36,23,4
Tommy Wilson,73,475,6.51,82,9
Frank Gifford,115,468,4.07,33,8
Mel Triplett,118,466,3.95,24,1
Hugh McElhenny,113,451,3.99,34,6
Joe Marconi,89,428,4.81,45,1
Alex Webster,100,398,3.98,54,3
L.G. Dupre,95,390,4.11,39,3
Clarence Peaks,115,386,3.36,23,3
Tobin Rote,77,351,4.56,27,3
Tank Younger,88,344,3.91,36,3
Ed Sutton,93,335,3.6,18,3
Phil King,83,316,3.81,38,1
Paul Hornung,69,310,4.49,55,2
Lew Carpenter,73,308,4.22,30,2
Howie Ferguson,59,268,4.54,29,1
John Henry Johnson,56,254,4.54,19,0
M.C. Reynolds,48,252,5.25,50,0
Jim Taylor,52,247,4.75,25,1
Don McIlhenny,74,239,3.23,36,1
Johnny Morris,52,239,4.6,32,2
John David Crow,52,221,4.25,83,2
Gene Gedman,92,209,2.27,17,4
J.D. Smith,26,209,8.04,80,3
Howard Cassady,45,198,4.4,33,0
Ken Webb,56,172,3.07,22,2
Joe Childress,50,170,3.4,30,0
Jim Podoley,48,169,3.52,9,0
Sid Watson,46,166,3.61,23,0
Jim Pace,52,161,3.1,34,2
Jack Call,37,154,4.16,35,0
Bobby Layne,40,154,3.85,21,3
Joe Francis,24,153,6.38,20,1
Johnny Unitas,33,139,4.21,28,3
Dan Lewis,25,131,5.24,20,0
James Caroline,33,121,3.67,19,0
Mal Hammack,35,121,3.46,15,1
Bart Starr,25,113,4.52,20,1
Milt Plum,37,107,2.89,22,4
Leo Elter,37,104,2.81,18,2
Dick Christy,38,101,2.66,19,0
Ed Brown,32,94,2.94,28,3
Billy Wells,24,92,3.83,12,1
Billy Wade,42,90,2.14,22,2
Dick James,24,88,3.67,14,1
Bert Zagers,27,82,3.04,16,1
Earl Morrall,11,80,7.27,40,0
Ralph Guglielmi,17,74,4.35,17,0
Lamar McHan,17,65,3.82,32,1
Leroy Bolden,15,55,3.67,15,0
Merrill Douglas,10,53,5.3,18,0
Jimmy Sears,17,51,3.0,13,0
Don Maynard,12,45,3.75,14,0
Frank Ryan,5,45,9.0,12,0
Dean Philpott,12,44,3.67,7,0
Walt Kowalczyk,17,43,2.53,17,1
Lenny Lyles,22,41,1.86,27,1
Y.A. Tittle,22,35,1.59,12,2
Eddie LeBaron,12,30,2.5,13,0
Billy Lott,4,30,7.5,12,0
Joe Scudero,5,30,6.0,9,0
Jim Shanley,23,30,1.3,5,0
Billy Reynolds,10,29,2.9,11,1
Billy Pricer,10,26,2.6,4,1
Ray Mathews,4,24,6.0,14,0
Brad Myers,9,23,2.56,15,0
Al Carmichael,9,21,2.33,8,0
Ray Renfro,3,17,5.67,12,0
Bobby Watkins,3,17,5.67,9,0
Rudy Bukich,2,16,8.0,23,0
Don Chandler,1,15,15.0,15,0
Babe Parilli,8,15,1.88,5,0
Jim Ringo,0,13,0.0,13,0
Ron Waller,3,13,4.33,2,0
Abe Woodson,2,12,6.0,9,0
Bobby Gordon,2,10,5.0,12,0
Gene Babb,7,9,1.29,4,0
Max McGee,1,9,9.0,9,0
Ed Modzelewski,3,8,2.67,3,0
Jimmy Orr,1,8,8.0,8,0
Larry Krutko,4,6,1.5,5,0
Billy Atkins,1,5,5.0,5,0
Norm Van Brocklin,8,5,0.63,2,1
Don Heinrich,5,4,0.8,6,1
Jim Salsbury,0,3,0.0,3,0
Preston Carpenter,3,2,0.67,22,0
Yale Lary,1,2,2.0,2,0
Bobby Freeman,2,1,0.5,9,0
Sonny Jurgensen,1,1,1.0,1,0
Dave Middleton,2,1,0.5,2,0
Jim Ninowski,2,1,0.5,7,0
Zeke Bratkowski,3,0,0.0,2,0
King Hill,1,0,0.0,0,0
Al Romine,1,0,0.0,0,0
Len Dawson,2,1,0
George Shaw,5,3,1
Tommy McDonald,3,5,0
Pete Retzlaff,1,0
Ray Brown,1,0
John Brodie,11,6,1
Charlie Conerly,12,11,0
