Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Joe Perry,192,1018,5.3,51,10
Dan Towler,152,879,5.78,73,7
Skeets Quinlan,97,705,7.27,74,4
Charlie Justice,115,616,5.36,43,2
Fran Rogel,137,527,3.85,58,2
John Huzvar,119,515,4.33,36,4
Hugh McElhenny,112,503,4.49,33,3
Breezy Reid,95,492,5.18,43,3
Bob Hoernschemeyer,101,482,4.77,49,7
George Taliaferro,102,479,4.7,50,2
Lynn Chandnois,123,470,3.82,38,3
Don Johnson,83,439,5.29,66,5
Charlie Trippi,97,433,4.46,21,0
Johnny Olszewski,106,386,3.64,34,4
Joe Arenas,72,380,5.28,60,6
Ray Renfro,60,352,5.87,58,4
Tank Younger,84,350,4.17,39,8
Jerry Williams,61,345,5.66,48,3
Harry Jagade,86,344,4.0,23,4
Bobby Layne,87,343,3.94,23,0
Doak Walker,66,337,5.11,50,2
Frank Ziegler,83,320,3.86,52,5
Billy Reynolds,72,313,4.35,16,3
Fred Morrison,95,307,3.23,17,2
Fred Cone,92,301,3.27,41,5
Sonny Grandelius,108,278,2.57,31,1
Leon Heath,76,266,3.5,43,4
Ray Mathews,65,260,4.0,31,2
Gene Gedman,83,255,3.07,27,3
Julie Rykovich,73,251,3.44,19,0
Paul Barry,56,218,3.89,22,0
Kyle Rote,63,213,3.38,18,1
Eddie Price,101,206,2.04,15,2
Al Carmichael,49,199,4.06,41,1
Billy Cross,51,196,3.84,56,1
Ken Carpenter,46,195,4.24,30,3
Tobin Rote,33,180,5.45,21,0
Billy Mixon,25,176,7.04,33,1
Babe Parilli,42,171,4.07,19,4
Ollie Cline,42,169,4.02,31,0
Billy Stone,72,169,2.35,28,2
Marion Motley,32,161,5.03,34,0
Jim Parmer,38,158,4.16,15,2
Frank Gifford,50,157,3.14,15,2
John Dottley,58,150,2.59,12,1
Otto Graham,43,143,3.33,21,6
Buck McPhail,53,138,2.6,30,0
Buddy Young,40,135,3.38,24,0
Howie Ferguson,52,134,2.58,12,0
Hal Giancanelli,44,131,2.98,30,1
Leon Campbell,22,130,5.91,39,0
Eddie Macon,40,130,3.25,17,1
Brad Myers,40,124,3.1,31,3
Toy Ledbetter,41,120,2.93,32,1
Don Paul,16,114,7.13,36,0
Jim Brandt,42,106,2.52,9,3
Pete Schabarum,18,104,5.78,23,0
Johnny Papit,17,102,6.0,21,1
Jack Scarbath,22,98,4.45,40,0
John Hoffman,32,95,2.97,34,3
Eddie LeBaron,21,95,4.52,27,2
Charlie Conerly,24,91,3.79,24,0
Fred Enke,28,91,3.25,25,0
John Brewer,17,85,5.0,19,1
Leo Elter,26,81,3.12,10,0
Earl Girard,19,73,3.84,17,0
Sam Baker,17,72,4.24,32,1
Bobby Jack Floyd,16,70,4.38,16,0
Tom Calvin,13,65,5.0,15,0
George Blanda,24,62,2.58,16,0
Buford Long,20,58,2.9,21,0
Adrian Burk,8,54,6.75,32,3
Tommy Kalmanir,16,53,3.31,32,0
Bob Smith,6,51,8.5,30,0
Al Pollard,23,44,1.91,11,0
Sherman Howard,7,42,6.0,34,0
Y.A. Tittle,14,41,2.93,14,6
Don Barton,7,40,5.71,14,0
Larry Coutre,22,39,1.77,8,0
Tom Dublinski,6,39,6.5,17,0
Ed Mioduszewski,3,33,11.0,25,0
Byron Bailey,13,29,2.23,13,0
Tony Curcillo,8,29,3.63,12,0
Tom McCormick,20,29,1.45,8,0
Rudy Bukich,14,28,2.0,17,1
Dub Jones,31,28,0.9,10,0
Chuck Drazenovich,11,27,2.45,9,1
Bill Mackrides,14,27,1.93,4,1
Randy Clay,16,26,1.63,6,0
Vitamin Smith,8,26,3.25,21,0
J.R. Boone,7,24,3.43,24,0
Lew Carpenter,7,24,3.43,13,0
Bobby Thomason,9,23,2.56,20,1
Pat Harder,8,21,2.63,10,0
Yale Lary,1,21,21.0,21,0
Gib Dawson,5,18,3.6,18,0
Tommy O'Connell,7,16,2.29,17,0
Bill Dudley,5,15,3.0,7,0
Ted Marchibroda,1,15,15.0,15,0
Jack Del Bello,14,14,1.0,9,0
Jim Root,26,12,0.46,19,1
Merwin Hodel,5,11,2.2,6,0
Norm Van Brocklin,8,11,1.38,6,0
Jim Monachino,4,10,2.5,5,0
Ray Nagel,4,8,2.0,6,0
Wally Triplett,3,8,2.67,16,0
Jack Cloud,3,7,2.33,5,0
Clarence Avinger,5,6,1.2,5,0
George Ratterman,2,6,3.0,3,0
Bob Stringer,1,5,5.0,5,0
Lowell Wagner,1,4,4.0,4,0
Harry Dowda,1,3,3.0,3,0
Hal Ledyard,1,3,3.0,3,0
Leon Hart,1,2,2.0,2,0
Woodley Lewis,2,2,1.0,5,0
Ken Bahnsen,1,1,1.0,1,0
Arnie Galiffa,5,1,0.2,7,0
Steve Romanik,2,1,0.5,1,1
Carl Taseff,1,1,1.0,1,1
Jim Finks,12,0,0.0,4,2
Hall Haynes,2,0,0.0,4,0
Jack Spinks,6,0,0.0,7,0
Bob Gambold,2,0,0
Willie Carter,2,2,0
Al Campana,2,0,0
Jack Christiansen,0,0.0,0
Elroy Hirsch,1,0
Clive Rush,1,0
Abe Gibron,0,0.0,0
Jim Powers,3,0,0
