Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Alan Ameche,213,961,4.51,79,9
Howie Ferguson,192,859,4.47,57,4
Fred Morrison,156,824,5.28,56,3
Ron Waller,151,716,4.74,55,7
Joe Perry,156,701,4.49,42,2
Rick Casares,125,672,5.38,81,4
Tank Younger,138,644,4.67,54,5
Alex Webster,128,634,4.95,71,5
Ed Modzelewski,185,619,3.35,25,6
Fran Rogel,168,588,3.5,19,2
Bobby Watkins,110,553,5.03,33,8
Lew Carpenter,137,543,3.96,49,6
Ollie Matson,109,475,4.36,54,1
John Hoffman,94,454,4.83,47,0
Vic Janowicz,93,397,4.27,33,4
Bert Zagers,89,395,4.44,41,2
Hal Giancanelli,97,385,3.97,20,2
Bobby Epps,95,375,3.95,24,2
Leo Elter,97,361,3.72,33,3
Lynn Chandnois,105,353,3.36,23,5
Frank Gifford,86,351,4.08,49,3
L.G. Dupre,88,338,3.84,60,1
Dave Mann,87,336,3.86,65,4
Tobin Rote,74,332,4.49,49,5
Hugh McElhenny,90,327,3.63,44,4
Johnny Olszewski,84,326,3.88,41,1
Harry Jagade,72,309,4.29,51,2
Breezy Reid,83,303,3.65,28,2
George Shaw,68,301,4.43,37,3
Dale Atkeson,77,300,3.9,45,1
Rob Goode,83,297,3.58,36,0
Dicky Moegle,41,235,5.73,39,5
Joe Johnson,49,210,4.29,21,0
Jim Monachino,46,207,4.5,34,2
Ed Brown,43,203,4.72,32,2
Dave Middleton,59,201,3.41,16,2
Lamar McHan,56,194,3.46,38,2
Eddie LeBaron,37,190,5.14,25,4
Ray Mathews,57,187,3.28,23,1
Maurice Bassett,38,174,4.58,30,3
Bill Stits,46,165,3.59,15,0
Mal Hammack,51,160,3.14,17,2
Leon Hart,35,159,4.54,21,0
Joe Arenas,37,150,4.05,30,0
Larry Morris,40,148,3.7,22,1
Jerry Norton,36,144,4.0,23,1
Bob Smith,37,142,3.84,31,1
Mel Triplett,34,138,4.06,19,0
Dan Towler,43,137,3.19,14,3
Adrian Burk,36,132,3.67,30,2
Jim Parmer,34,129,3.79,36,1
Otto Graham,68,121,1.78,36,6
Ted Wegert,26,120,4.62,36,2
Jimmy Carr,30,115,3.83,41,0
Y.A. Tittle,23,114,4.96,35,0
Bobby Layne,31,111,3.58,19,0
Bob Hoernschemeyer,36,109,3.03,10,1
Eddie Price,30,109,3.63,29,0
Veryl Switzer,16,101,6.31,38,0
Corky Taylor,26,95,3.65,13,0
Doak Walker,23,95,4.13,51,2
Ray Renfro,29,90,3.1,14,0
Buddy Young,32,87,2.72,25,1
Bob Williams,13,79,6.08,19,0
Jim Finks,35,76,2.17,9,4
Skeets Quinlan,15,70,4.67,12,0
John Henry Johnson,19,69,3.63,12,1
Dick Bielski,28,67,2.39,8,1
Harry Gilmer,15,67,4.47,19,0
Tom McCormick,16,66,4.13,14,1
Bud Laughlin,20,58,2.9,14,0
George Blanda,15,54,3.6,10,2
Ron Drzewiecki,10,54,5.4,19,1
Ralph Guglielmi,18,51,2.83,17,1
Al Dorow,8,49,6.13,19,0
Toy Ledbetter,21,48,2.29,7,0
Kyle Rote,10,46,4.6,14,0
Al Carmichael,6,45,7.5,20,0
Dub Jones,10,44,4.4,13,0
Billy Wade,11,43,3.91,14,0
Leon Campbell,18,42,2.33,27,0
Dick Young,17,39,2.29,10,0
Carroll Hardy,15,37,2.47,14,0
Harry Hugasian,12,34,2.83,15,0
Burrell Shields,10,34,3.4,14,0
Sid Watson,29,31,1.07,15,0
Joe Heap,8,29,3.63,16,0
Bobby Thomason,17,29,1.71,20,0
Earl Girard,10,27,2.7,10,0
Lem Harkey,6,27,4.5,15,0
Joe Scudero,6,27,4.5,13,0
Fred Cone,12,25,2.08,14,0
Norm Van Brocklin,11,24,2.18,9,0
Gary Kerkorian,6,20,3.33,12,1
Frank Bernardi,8,17,2.13,20,0
Dean Renfro,4,13,3.25,5,0
Les Goble,7,11,1.57,5,0
Charlie Conerly,12,10,0.83,12,0
Henry Mosley,3,10,3.33,4,0
Johnny Petitbon,3,10,3.33,7,0
Paul Held,1,8,8.0,8,0
Marion Motley,2,8,4.0,8,0
George Ratterman,6,8,1.33,10,1
Walter Bryan,2,4,2.0,8,0
Don Heinrich,7,4,0.57,5,2
Tommy James,1,2,2.0,2,0
Royce Womble,4,2,0.5,4,0
Henry Ford,2,1,0.5,1,0
Don Johnson,3,1,0.33,4,0
Pete Perini,2,0,0.0,1,0
Larrye Weaver,3,0,0.0,2,0
Ted Marchibroda,6,8,1
George Taliaferro,3,0,0
Bobby Clatterbuck,1,0
Bobby Walston,1,0
Maury Duncan,1,0
Ralph Goldston,14,7,0
Ogden Compton,6,5,0
Horace Gillom,1,0
