Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Joe Perry,173,1049,6.06,58,8
John Henry Johnson,129,681,5.28,38,9
Tank Younger,91,610,6.7,75,8
Dan Towler,149,599,4.02,24,11
Maurice Bassett,144,588,4.08,22,6
Eddie Price,135,555,4.11,47,2
Billy Wells,100,516,5.16,88,3
Hugh McElhenny,64,515,8.05,60,6
Breezy Reid,99,507,5.12,69,5
Ollie Matson,101,506,5.01,79,4
Harry Jagade,157,498,3.17,46,3
Skeets Quinlan,82,490,5.98,35,4
Lew Carpenter,104,476,4.58,60,3
Rob Goode,108,462,4.28,44,0
Fran Rogel,111,415,3.74,16,1
Jim Parmer,119,408,3.43,24,0
Bill Bowman,96,397,4.14,61,2
Frank Gifford,66,368,5.58,30,2
Johnny Olszewski,106,352,3.32,23,1
Buddy Young,70,311,4.44,57,2
Billy Stone,79,306,3.87,23,3
Zollie Toth,86,303,3.52,15,1
Tobin Rote,67,301,4.49,30,8
Chet Hanulak,59,296,5.02,24,4
Howie Ferguson,83,276,3.33,25,0
Charlie Justice,56,254,4.54,50,1
Bob Hoernschemeyer,94,242,2.57,35,2
Ray Mathews,80,242,3.03,24,2
Toy Ledbetter,81,241,2.98,14,1
Doak Walker,32,240,7.5,38,1
Johnny Lattner,69,237,3.43,17,5
Fred Morrison,54,234,4.33,26,2
Dub Jones,51,231,4.53,24,0
Carl Taseff,41,228,5.56,32,0
Billy Wade,28,190,6.79,35,1
Jerry Williams,47,183,3.89,33,1
Billy Reynolds,64,180,2.81,33,2
John Hoffman,39,178,4.56,19,1
Dale Atkeson,68,176,2.59,14,2
Royce Womble,60,174,2.9,24,0
Tom McCormick,48,173,3.6,16,0
Herb Johnson,42,168,4.0,26,1
Emmett King,57,167,2.93,17,0
George Taliaferro,48,157,3.27,29,0
Paul Barry,50,156,3.12,26,0
Lamar McHan,34,152,4.47,18,1
Charlie Trippi,18,152,8.44,57,1
Ray Renfro,29,151,5.21,35,0
Lynn Chandnois,45,147,3.27,15,1
Al Carmichael,33,130,3.94,23,0
Neil Worden,58,128,2.21,12,1
Bobby Layne,30,119,3.97,34,2
Al Dorow,34,117,3.44,14,3
Otto Graham,63,114,1.81,14,8
Dom Moselle,29,114,3.93,14,1
Bobby Epps,30,110,3.67,11,0
Charlie Conerly,24,107,4.46,24,1
Buford Long,32,106,3.31,11,1
Jim Brandt,19,82,4.32,20,1
Pete Schabarum,21,79,3.76,16,1
Joe Arenas,11,77,7.0,26,0
Tom Dublinski,21,76,3.62,15,1
Woodley Lewis,26,72,2.77,18,0
Y.A. Tittle,28,68,2.43,10,4
Kyle Rote,30,59,1.97,14,0
Veryl Switzer,15,59,3.93,33,0
Bill Bredde,13,57,4.38,14,1
Tom Calvin,12,57,4.75,8,0
Leo Elter,13,54,4.15,12,0
Hal Giancanelli,33,47,1.42,11,0
Bobby Thomason,10,45,4.5,19,0
Les Goble,30,42,1.4,8,1
George Blanda,19,41,2.16,19,0
Leon Campbell,18,38,2.11,24,0
Ed Brown,9,36,4.0,18,0
Earl Girard,9,36,4.0,16,0
Gary Kerkorian,22,36,1.64,11,1
Jack Scarbath,17,36,2.12,6,0
Zeke Bratkowski,15,35,2.33,19,1
Cotton Davidson,11,31,2.82,15,0
Joe Johnson,7,31,4.43,10,0
Wayne Berry,1,30,30.0,30,0
John Huzvar,19,29,1.53,6,0
Burrell Shields,7,28,4.0,13,0
George Brancato,2,26,13.0,18,0
Cloyce Box,1,20,20.0,20,0
Harry Gilmer,6,19,3.17,11,0
Billy Mixon,7,19,2.71,7,0
Joe Scudero,21,19,0.9,12,0
Adrian Burk,15,18,1.2,15,0
Fred Cone,15,18,1.2,11,0
Warren Lahr,3,18,6.0,14,0
Frank Cassara,3,17,5.67,10,0
Jim Finks,9,17,1.89,6,0
Don Johnson,7,16,2.29,11,0
Vic Janowicz,6,13,2.17,3,0
Pete Perini,4,11,2.75,4,0
Tom Fears,1,10,10.0,10,0
Max McGee,1,9,9.0,9,0
Billy Anderson,3,8,2.67,6,0
Ralph Felton,3,8,2.67,5,0
Chuck Drazenovich,8,6,0.75,3,0
Elroy Hirsch,1,6,6.0,6,0
Fred Enke,5,3,0.6,5,0
Paul Held,3,3,1.0,3,0
Don Shula,2,3,1.5,3,0
Arnie Galiffa,1,2,2.0,2,0
Steve Romanik,7,2,0.29,4,1
Jim Cason,2,1,0.5,3,0
Dick Kercher,3,1,0.33,2,0
Bob Smith,3,1,0.33,1,0
Billy Tidwell,1,1,1.0,1,0
Don Heinrich,1,0,0.0,0,0
Pete Pihos,1,0
Bobby Garrett,1,0
Jerry Norton,1,0
Bill Jessup,1,0
Pete Brown,1,0
Tommy James,1,0
Don Kindt,10,10,0
Norm Van Brocklin,6,5,0
George Ratterman,8,2,1
Bobby Clatterbuck,19,3,1
