Player Name,Attempts,Yards,Yards Per Attempt,Long,Touchdowns
Steve Van Buren,217,1008,4.65,45,13
Johnny Clement,129,670,5.19,43,4
Tony Canadeo,103,464,4.5,35,2
Kenny Washington,60,444,7.4,92,5
Walt Schlinkman,115,439,3.82,20,2
Jim Castiglia,104,426,4.1,33,5
Elmer Angsman,110,412,3.75,18,7
Camp Wilson,89,412,4.63,48,0
Charlie Trippi,83,401,4.83,41,2
Steve Lach,120,372,3.1,19,8
Pat Harder,113,371,3.28,45,7
Bob Cifers,87,356,4.09,41,0
Joe Osmanski,64,328,5.13,24,1
Tom Harmon,60,306,5.1,32,1
Fred Gehrke,59,304,5.15,29,0
Bill Dudley,80,302,3.78,28,2
Sal Rosato,74,297,4.01,20,0
Gene Roberts,86,296,3.44,46,1
Bosh Pritchard,69,294,4.26,31,1
Bruce Smith,47,288,6.13,37,1
Mike Holovak,51,281,5.51,52,1
Don Kindt,61,266,4.36,48,2
Ed Cody,56,263,4.7,32,2
Bill Paschal,78,263,3.37,23,2
Ted Fritsch,68,247,3.63,48,6
George Gulyanics,35,212,6.06,46,4
Frank Seno,69,212,3.07,22,0
George McAfee,63,209,3.32,39,3
Jim Gillette,50,207,4.14,26,0
Jack Banta,40,193,4.83,23,1
Bob Fenimore,53,189,3.57,13,1
Dante Magnani,48,178,3.71,27,0
Pat McHugh,22,171,7.77,41,1
Jimmy Blumenstock,54,168,3.11,25,2
Walt Slater,46,167,3.63,19,0
Pat West,42,162,3.86,21,2
Bob Hoffman,42,159,3.79,20,3
Marshall Goldberg,51,155,3.04,10,0
Paul Governali,40,151,3.78,28,2
Bill deCorrevont,29,149,5.14,27,1
Boley Dancewicz,47,145,3.09,41,1
Clyde LeForce,18,143,7.94,32,0
Gordon Paschka,48,143,2.98,15,2
Eddie Saenz,51,143,2.8,18,0
Ernie Steele,26,138,5.31,49,1
Bob Nussbaumer,43,136,3.16,47,0
Howard Maley,32,132,4.13,27,0
Frank Minini,26,132,5.08,33,2
Bob Westfall,34,132,3.88,18,1
Tony Compagno,34,126,3.71,13,2
Dick Hoerner,30,124,4.13,23,2
Babe Dimancheff,30,116,3.87,14,0
Mel Bleeker,23,111,4.83,35,0
Joe Muha,27,107,3.96,28,1
Jerry Cowhig,25,104,4.16,21,0
Art Macioszczyk,30,104,3.47,11,0
Dick Poillon,28,104,3.71,21,2
Joe Margucci,26,97,3.73,26,1
Gonzalo Morales,29,96,3.31,18,0
George Franck,24,93,3.88,25,0
Hugh Gallarneau,39,89,2.28,8,6
Howie Livingston,19,87,4.58,43,0
Sid Luckman,10,86,8.6,40,1
Paul White,22,85,3.86,52,1
Bob Forte,29,80,2.76,12,0
Frank Maznicki,34,77,2.26,17,0
Joe Golding,26,71,2.73,15,1
Les Horvath,18,68,3.78,25,0
Jack Jacobs,18,64,3.56,15,1
George Cheverko,19,63,3.32,20,0
Jim Mello,33,62,1.88,9,0
Bob Sullivan,21,61,2.9,14,0
Bob Wiese,20,61,3.05,21,0
Ray McLean,10,58,5.8,24,0
Noah Mullins,9,55,6.11,41,0
Jack Jenkins,16,54,3.38,9,0
Johnny Grigas,27,52,1.93,13,0
Tommy Thompson,23,52,2.26,16,2
Rudy Romboli,23,50,2.17,15,0
Gil Steinke,16,50,3.13,15,0
Sammy Baugh,25,47,1.88,19,2
Irv Comp,5,46,9.2,34,0
Noble Doss,11,45,4.09,20,0
Dick Todd,10,45,4.5,12,0
Jim Youel,10,44,4.4,19,1
Bill Osmanski,10,37,3.7,15,0
Red Cochran,14,36,2.57,9,1
Vic Schwall,12,33,2.75,16,0
Tom Farmer,15,29,1.93,9,1
Elmer Madarik,19,29,1.53,9,1
Roy Zimmerman,13,28,2.15,10,1
John Poto,6,27,4.5,11,1
Jerry Niles,8,24,3.0,20,0
Pete Kmetovic,14,23,1.64,6,0
Charles Smith,9,23,2.56,12,0
Frank Reagan,14,22,1.57,20,0
Herm Rohrig,7,22,3.14,6,0
Allie Sherman,17,17,1.0,16,1
Eddie Allen,12,16,1.33,7,0
Steve Bagarus,3,15,5.0,10,0
John Cannady,1,14,14.0,14,0
Ken Keuper,6,14,2.33,8,0
Ray Mallouf,5,13,2.6,17,0
Jeff Burkett,1,11,11.0,11,0
Paul Christman,8,11,1.38,3,2
Roy McKay,3,11,3.67,5,0
Art Faircloth,10,9,0.9,7,0
Ward Cuff,1,7,7.0,7,0
Tommy Mont,1,7,7.0,7,0
Hugh Taylor,1,7,7.0,7,0
Joe Watt,11,7,0.64,7,0
Bob Waterfield,3,6,2.0,4,1
Dave Brown,6,5,0.83,3,0
Paul Davis,4,5,1.25,6,0
Ralph Ruthstrom,2,5,2.5,4,0
Gene Hubka,2,4,2.0,3,0
Walt Rankin,3,4,1.33,2,0
Nick Sacrinty,4,4,1.0,5,0
Charlie Seabright,1,4,4.0,4,0
Bill Chipley,1,3,3.0,3,0
Steve Sucic,3,3,1.0,2,0
Jack Wilson,3,3,1.0,4,0
Joe Glamp,1,2,2.0,2,0
Jack Hinkle,1,2,2.0,2,0
Bill O'Brien,1,2,2.0,2,0
Ken Reese,3,1,0.33,5,0
Bill Hillman,2,0,0.0,4,0
Russ Craft,5,4,0
Clyde Goodnight,1,0
Tommy James,2,2,0
Ben Kish,3,1,0
George Wilde,4,2,0
Bob DeFruiter,1,0
Gene Wilson,1,0
Tom Farris,1,0
Mike Micka,1,0
Jim Hardy,3,7,0
Bill Mackrides,7,2,1
