Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Stephen Gostkowski,16,40/40,36/40,0/0,10/12,16/16,9/11,1/1,50,148
David Akers,16,45/45,33/40,2/2,11/11,10/12,8/10,2/5,51,144
John Carney,15,38/38,35/38,0/0,15/15,14/15,5/7,1/1,51,143
Matt Bryant,16,35/36,32/38,0/0,12/12,15/15,5/8,0/3,49,131
John Kasay,16,46/46,28/31,0/0,7/7,9/9,11/12,1/3,50,130
Jason Elam,16,42/42,29/31,0/0,11/11,7/8,10/10,1/2,50,129
Rob Bironas,16,40/40,29/33,0/0,6/6,7/7,15/19,1/1,51,127
Mason Crosby,16,46/46,27/34,1/1,8/8,10/13,5/6,3/6,53,127
Ryan Longwell,16,40/40,29/34,0/0,10/10,7/9,6/9,6/6,54,127
Nate Kaeding,16,46/46,27/32,0/0,13/13,10/10,3/8,1/1,57,127
Rian Lindell,16,34/34,30/38,1/1,7/8,11/11,10/15,1/3,53,124
Kris Brown,16,37/37,29/33,0/0,9/10,10/10,8/10,2/3,53,124
Matt Stover,16,41/41,27/33,0/0,11/11,11/12,5/9,0/1,47,122
Joe Nedney,16,34/34,29/33,0/0,9/9,10/10,8/11,2/3,53,121
Neil Rackers,16,44/44,25/28,0/0,9/9,9/11,6/6,1/2,54,119
Robbie Gould,16,41/41,26/29,0/0,6/6,12/12,8/11,0/0,48,119
Jeff Reed,16,36/37,27/31,1/1,9/9,8/9,8/10,1/2,53,117
Matt Prater,16,39/40,25/34,0/0,7/8,8/9,5/11,5/6,56,114
Josh Brown,16,19/19,31/36,0/0,8/8,7/7,10/13,6/8,54,112
Jay Feely,15,39/39,24/28,0/0,9/9,9/12,4/5,2/2,55,111
Phil Dawson,16,18/18,30/36,0/0,10/10,12/14,5/6,3/6,56,108
Adam Vinatieri,16,43/43,20/25,0/0,3/3,11/13,4/7,2/2,52,103
Dan Carpenter,16,40/40,21/25,0/0,4/4,7/7,9/13,1/1,50,103
Shaun Suisham,16,25/25,26/36,0/0,7/7,7/9,11/16,1/4,50,103
Nick Folk,16,42/42,20/22,0/0,1/1,7/8,10/11,2/2,52,102
Olindo Mare,16,30/30,24/27,0/0,7/7,9/10,5/6,3/4,51,102
Sebastian Janikowski,16,25/26,24/30,0/0,11/11,8/8,2/4,3/7,57,97
Josh Scobee,16,33/33,19/25,0/0,7/7,3/6,5/7,4/5,53,90
Jason Hanson,16,25/26,21/22,0/0,3/3,4/5,6/6,8/8,56,88
Shayne Graham,14,15/15,21/24,1/1,5/5,6/7,9/11,0/0,45,78
Garrett Hartley,8,28/28,13/13,0/0,5/5,4/4,4/4,0/0,47,67
Connor Barth,10,24/24,10/12,0/0,6/6,3/4,1/1,0/1,45,54
Martin Gramatica,5,16/16,6/10,0/0,0/0,3/3,2/5,1/2,53,34
Nick Novak,6,7/7,6/10,0/0,3/3,1/3,2/3,0/1,43,25
Taylor Mehlhaff,3,9/10,3/4,0/0,1/1,1/2,1/1,0/0,44,18
Dave Rayner,2,3/3,1/1,0/0,1/1,0/0,0/0,0/0,26,6
Lawrence Tynes,2,3/3,1/1,1/1,0/0,0/0,0/0,0/0,19,6
Stephen Hauschka,8,0/0,1/2,0/0,0/0,0/0,0/0,1/2,54,3
Mike Nugent,1,2/2,0/1,0/0,0/0,0/1,0/0,0/0,0,2
