Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Greg Zuerlein,14,44/46,38/40,1/1,8/8,11/12,12/12,6/7,56,158
Stephen Gostkowski,16,45/47,37/40,0/0,16/16,9/9,8/11,4/4,62,156
Robbie Gould,16,28/30,39/41,0/0,7/8,11/11,17/18,4/4,52,145
Chris Boswell,16,37/39,35/38,0/0,10/10,12/14,9/10,4/4,53,142
Harrison Butker,13,28/28,38/42,0/0,8/8,16/17,10/12,4/5,53,142
Justin Tucker,16,39/39,34/37,0/0,7/7,11/11,11/12,5/7,57,141
Wil Lutz,16,47/50,31/36,0/0,10/10,4/5,13/16,4/5,53,140
Matt Bryant,16,35/35,34/39,1/1,6/6,10/13,9/10,8/9,57,137
Ryan Succop,16,31/33,35/42,0/0,10/10,7/7,16/20,2/5,52,136
Kai Forbath,16,34/39,32/38,0/0,8/8,12/14,6/7,6/9,53,130
Matt Prater,16,40/41,30/35,2/2,4/4,10/10,7/8,7/11,58,130
Graham Gano,16,34/37,29/30,0/0,8/8,11/11,10/10,0/1,48,121
Phil Dawson,16,23/26,32/40,1/1,7/7,10/14,10/13,4/5,57,119
Jake Elliott,15,39/42,26/31,0/0,5/5,4/7,12/13,5/6,61,117
Stephen Hauschka,16,29/29,29/33,0/0,6/6,9/9,7/9,7/9,56,116
Adam Vinatieri,15,22/24,29/34,0/0,11/11,7/10,6/7,5/6,54,109
Chandler Catanzaro,16,29/29,25/30,1/1,6/6,4/4,12/17,2/2,57,104
Blair Walsh,16,37/38,21/29,0/0,6/6,7/10,8/12,0/1,49,100
Brandon McManus,16,27/27,24/32,0/0,6/8,11/12,4/6,3/6,53,99
Ka'imi Fairbairn,16,32/35,20/25,0/0,3/4,8/10,6/7,3/4,55,92
Cody Parkey,16,26/29,21/23,0/0,6/6,8/8,6/7,1/2,54,89
Randy Bullock,15,31/33,18/20,0/0,6/6,7/8,4/5,1/1,51,85
Giorgio Tavecchio,16,33/34,16/21,0/0,5/5,5/7,3/5,3/4,53,81
Josh Lambo,10,22/24,19/20,0/0,2/2,11/11,4/5,2/2,56,79
Mason Crosby,16,33/35,15/19,0/0,8/8,2/4,4/4,1/3,50,78
Patrick Murray,12,21/22,19/23,0/0,5/5,8/8,4/5,2/5,50,78
Aldrick Rosas,16,20/23,18/25,0/0,8/8,3/5,4/9,3/3,52,74
Dan Bailey,12,26/28,15/20,1/1,3/4,4/5,4/5,3/5,56,71
Zane Gonzalez,16,25/26,15/20,0/0,5/5,4/6,4/6,2/3,54,70
Dustin Hopkins,8,18/19,14/17,1/1,7/7,2/2,4/5,0/2,49,60
Nick Rose,10,23/26,11/14,0/0,6/6,3/4,1/2,1/2,55,56
Connor Barth,10,17/17,11/16,1/1,4/4,0/0,5/9,1/2,54,50
Jason Myers,6,15/17,11/15,0/0,4/4,2/3,5/5,0/3,47,48
Mike Nugent,8,15/17,11/13,0/0,3/3,3/4,4/5,1/1,55,48
Nick Novak,7,17/18,9/13,0/0,4/4,4/5,0/2,1/2,50,44
Cairo Santos,5,14/14,4/5,0/0,0/0,4/4,0/0,0/1,39,26
Travis Coons,3,5/6,7/8,0/0,4/4,2/3,1/1,0/0,40,26
Nick Folk,4,7/9,6/11,0/0,2/2,1/2,2/5,1/2,50,25
Younghoe Koo,4,9/9,3/6,0/0,2/2,0/0,1/4,0/0,41,18
Caleb Sturgis,1,1/2,3/3,0/0,0/0,1/1,1/1,1/1,50,10
Sam Ficken,2,4/5,2/3,0/0,2/2,0/1,0/0,0/0,23,10
Jeff Heath,15,2/3,0/0,0/0,0/0,0/0,0/0,0/0,0,2
Marshall Koehn,1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0,1
Drew Kaser,16,1/3,0/0,0/0,0/0,0/0,0/0,0/0,0,1
