Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Garo Yepremian,14,33/33,28/40,7/7,8/8,6/11,7/12,0/2,48,117
Curt Knight,14,27/27,29/49,10/12,6/9,8/14,3/11,2/3,52,114
Jan Stenerud,14,32/32,26/44,12/13,5/9,4/8,4/9,1/5,54,110
Errol Mann,14,37/37,22/37,6/6,8/9,7/15,1/3,0/4,49,103
Bruce Gossett,14,32/32,23/36,7/7,5/5,6/13,5/11,0/0,48,101
Jim O'Brien,14,35/36,20/29,4/4,7/8,3/4,5/11,1/2,50,95
Jim Turner,14,18/18,25/38,8/9,3/5,8/11,6/12,0/1,49,93
David Ray,14,37/37,18/29,6/7,6/8,2/3,4/10,0/1,49,91
Horst Muhlmann,14,31/31,20/36,6/6,5/8,4/9,4/10,1/3,51,91
Fred Cox,14,25/25,22/32,9/9,4/8,6/7,3/8,0/0,47,91
Dennis Partee,14,36/37,17/29,5/5,6/6,1/3,4/12,1/3,50,87
Jim Bakken,14,24/24,21/32,5/5,8/13,5/6,3/8,0/0,45,87
George Blanda,14,41/42,15/22,4/4,5/7,4/7,2/3,0/1,42,86
Mike Clark,12,47/47,13/25,5/5,4/6,0/1,4/12,0/1,48,86
Don Cockroft,14,34/34,15/28,2/3,6/6,6/9,1/9,0/1,40,79
Roy Gerela,14,27/27,17/27,5/6,5/7,4/7,3/6,0/1,45,78
Mark Moseley,12,25/27,16/26,0/0,8/9,2/4,6/10,0/3,44,73
Charlie Durkee,12,24/25,16/23,6/6,4/4,6/9,0/3,0/1,38,72
Bill Bell,14,29/33,13/21,4/4,5/7,3/5,1/5,0/0,41,68
Charlie Gogolak,14,28/28,12/21,1/1,1/3,6/7,3/7,1/3,51,64
Mac Percival,14,18/18,15/33,4/6,1/3,5/11,5/11,0/2,45,63
Bobby Howfield,14,25/26,8/19,1/1,1/3,5/7,1/7,0/1,42,49
Tom Dempsey,5,13/14,12/17,0/0,6/7,1/2,2/3,3/5,54,49
Pete Gogolak,14,30/30,6/17,1/1,3/3,2/7,0/6,0/0,37,48
Lou Michaels,10,19/20,8/14,3/3,2/5,2/4,1/2,0/0,44,43
John Leypoldt,8,12/12,9/15,3/3,0/2,1/1,5/6,0/3,49,39
Happy Feller,9,10/10,6/20,1/2,2/5,2/7,0/4,1/2,50,28
Tim Webster,4,8/8,6/11,2/2,4/5,0/1,0/2,0/1,28,26
Grant Guthrie,6,8/9,3/10,0/0,0/1,1/2,1/5,1/2,51,17
Toni Fritsch,2,2/2,5/8,1/1,3/3,0/1,1/3,0/0,46,17
Skip Butler,2,5/6,1/5,0/1,0/0,1/2,0/2,0/0,32,8
Dave Conway,1,5/5,0/1,0/0,0/0,0/0,0/1,0/0,0,5
Braden Beck,2,1/2,1/2,1/1,0/0,0/1,0/0,0/0,15,4
Wayne Walker,14,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0,2
Bob Stein,14,0/0,0/1,0/0,0/0,0/1,0/0,0/0,0,0
