Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Mike Vanderjagt,16,43/43,34/38,2/2,10/10,11/13,10/11,1/2,53,145
Olindo Mare,16,27/27,39/46,1/1,9/9,17/17,9/14,3/5,54,144
Todd Peterson,16,32/32,34/40,1/1,10/10,8/11,14/16,1/2,51,134
Mike Hollis,16,37/37,31/38,0/0,12/13,8/9,10/15,1/1,50,130
Jeff Wilkins,16,64/64,20/28,1/1,5/5,6/7,7/11,1/4,51,124
Jason Elam,16,29/29,29/36,1/1,8/8,7/8,8/11,5/8,55,116
Matt Stover,16,32/32,28/33,4/4,9/9,6/8,7/7,2/5,50,116
John Carney,16,22/23,31/36,2/2,13/13,6/8,9/12,1/1,50,115
Brett Conway,16,49/50,22/32,0/0,7/9,6/7,6/7,3/9,51,115
Ryan Longwell,16,38/38,25/30,0/0,8/9,8/9,8/10,1/2,50,113
Pete Stoyanovich,16,45/45,21/28,1/1,7/7,5/6,7/13,1/1,51,108
John Hall,16,27/29,27/33,0/0,3/4,17/17,7/12,0/0,48,108
Steve Christie,16,33/33,25/34,2/2,10/10,7/10,3/9,3/3,52,108
Adam Vinatieri,16,29/30,26/33,1/1,14/14,5/7,5/9,1/2,51,107
Jason Hanson,16,28/29,26/32,0/0,8/8,4/4,10/12,4/8,52,106
Al Del Greco,16,43/43,21/25,1/1,8/8,7/9,4/6,1/1,50,106
Martin Gramatica,16,25/25,27/32,0/0,8/8,10/12,6/8,3/4,53,106
Kris Brown,16,30/31,25/29,2/2,5/5,9/10,8/11,1/1,51,105
Gary Anderson,16,46/46,19/30,0/0,6/8,9/11,4/9,0/2,44,103
John Kasay,13,33/33,22/25,1/1,8/8,6/6,5/6,2/4,52,99
Wade Richey,16,30/31,21/23,1/1,7/7,7/8,5/6,1/1,52,93
Doug Brien,16,20/21,24/29,0/0,9/11,6/7,7/9,2/2,52,92
Michael Husted,13,30/30,20/31,2/2,3/3,7/11,8/12,0/3,49,90
Richie Cunningham,15,44/45,15/25,0/0,6/8,5/6,4/10,0/1,47,89
Chris Jacke,16,26/26,19/27,0/0,5/5,10/12,4/7,0/3,49,83
Doug Pelfrey,16,27/27,18/27,1/1,9/11,7/12,0/2,1/1,50,81
Norm Johnson,15,25/25,18/25,0/0,8/9,5/8,5/6,0/2,49,79
Morten Andersen,16,34/34,15/21,1/1,5/5,5/8,4/6,0/1,49,79
Cary Blanchard,10,19/19,18/21,0/0,7/7,2/4,9/10,0/0,48,73
Chris Boniol,10,17/18,11/18,0/0,6/6,2/6,3/5,0/1,46,50
Phil Dawson,15,23/24,8/12,0/0,2/2,3/5,3/5,0/0,49,47
Eddie Murray,4,10/10,7/9,0/0,3/3,3/4,1/2,0/0,40,31
Brad Daluiso,6,9/9,7/9,0/0,4/4,3/3,0/2,0/0,36,30
Joe Nedney,3,13/13,5/7,0/0,2/2,2/2,0/1,1/2,52,28
Brian Gowins,2,3/3,4/6,0/0,3/3,0/0,1/2,0/1,43,15
Jeff Jaeger,3,7/7,2/8,0/0,0/0,0/2,1/5,1/1,52,13
David Akers,16,2/2,3/6,0/0,0/0,0/0,2/3,1/3,53,11
Jaret Holmes,3,0/0,2/2,0/0,0/0,2/2,0/0,0/0,39,6
