Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Stephen Gostkowski,16,51/51,35/37,1/1,11/11,10/11,12/13,1/1,53,156
Cody Parkey,16,54/54,32/36,0/0,10/10,14/16,4/6,4/4,54,150
Adam Vinatieri,16,50/50,30/31,0/0,10/10,10/10,7/8,3/3,53,140
Stephen Hauschka,16,41/41,31/37,0/0,10/10,10/10,9/13,2/4,58,134
Mason Crosby,16,53/55,27/33,0/0,7/7,11/12,5/7,4/7,55,134
Dan Carpenter,16,31/32,34/38,0/0,9/9,12/13,7/8,6/8,58,133
Shaun Suisham,16,45/45,29/32,0/0,12/13,6/6,10/10,1/3,53,132
Dan Bailey,16,56/56,25/29,0/0,6/6,6/7,8/9,5/7,56,131
Randy Bullock,16,40/40,30/35,0/0,6/7,13/15,7/8,4/5,55,130
Justin Tucker,16,42/42,29/34,0/0,10/10,11/11,4/4,4/9,55,129
Caleb Sturgis,16,41/41,29/37,1/1,12/12,7/8,6/10,3/6,53,128
Matt Bryant,16,40/40,29/32,0/0,10/10,4/4,8/8,7/10,54,127
Graham Gano,16,34/34,29/35,0/0,7/7,12/13,9/12,1/3,53,121
Nick Folk,16,23/23,32/39,0/0,13/13,7/7,9/13,3/6,55,119
Mike Nugent,16,39/39,26/33,0/0,6/6,10/12,10/12,0/3,49,117
Josh Brown,16,44/44,24/26,1/1,6/7,9/9,4/5,4/4,53,116
Chandler Catanzaro,16,27/27,29/33,0/0,5/5,12/14,10/11,2/3,51,114
Cairo Santos,16,38/38,25/30,1/1,10/10,6/7,7/10,1/2,53,113
Phil Dawson,16,33/33,25/31,0/0,6/6,8/9,5/7,6/9,55,108
Blair Walsh,16,29/29,26/35,2/2,4/5,8/10,7/9,5/9,55,107
Nick Novak,16,40/40,22/26,1/1,6/6,8/9,4/6,3/4,52,106
Greg Zuerlein,16,34/35,24/30,1/1,6/7,10/12,2/3,5/7,56,106
Shayne Graham,16,46/47,19/22,0/0,6/6,9/9,3/5,1/2,50,103
Kai Forbath,16,31/32,24/27,0/0,11/11,6/7,7/8,0/1,49,103
Billy Cundiff,13,28/28,22/29,0/0,6/6,10/13,5/7,1/3,52,94
Patrick Murray,16,31/31,20/24,0/0,2/3,7/8,6/7,5/6,55,91
Sebastian Janikowski,16,28/28,19/22,0/0,2/2,5/5,9/10,3/5,57,85
Ryan Succop,16,27/27,19/22,0/0,5/5,7/7,5/8,2/2,51,84
Matt Prater,11,21/21,21/26,0/0,8/8,4/5,6/8,3/5,52,84
Josh Scobee,16,23/23,20/26,0/0,3/3,7/8,7/9,3/6,53,83
Brandon McManus,15,41/41,9/13,0/0,5/5,2/3,2/3,0/2,44,68
Connor Barth,5,15/15,15/16,2/2,4/4,5/5,3/4,1/1,50,60
Robbie Gould,12,28/29,9/12,0/0,4/4,2/3,3/4,0/1,45,55
Nate Freese,3,6/6,3/7,0/0,2/2,1/1,0/4,0/0,30,15
Jay Feely,4,5/6,3/4,0/0,1/1,1/1,1/2,0/0,48,14
Garrett Hartley,2,2/2,3/3,0/0,0/0,2/2,1/1,0/0,43,11
Alex Henery,2,5/5,1/5,0/0,0/0,0/0,0/2,1/3,51,8
