Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Stephen Gostkowski,16,66/66,29/35,0/0,8/8,10/12,9/13,2/2,53,153
Lawrence Tynes,16,46/46,33/39,0/0,11/11,14/16,7/9,1/3,50,145
Matt Bryant,16,44/44,33/38,1/1,8/9,10/11,10/13,4/4,55,143
Blair Walsh,16,36/36,35/38,0/0,10/10,8/9,7/9,10/10,56,141
Shayne Graham,16,45/45,31/38,1/1,8/8,11/11,7/9,4/9,51,138
Jason Hanson,16,38/38,32/36,1/1,3/3,10/10,16/19,2/3,53,134
Matt Prater,16,55/55,26/32,1/1,7/7,10/11,5/9,3/4,53,133
Justin Tucker,16,42/42,30/33,0/0,8/8,8/8,10/13,4/4,56,132
David Akers,16,44/44,29/42,1/1,8/9,11/13,7/13,2/6,63,131
Dan Bailey,16,37/37,29/31,1/1,5/5,13/13,7/7,3/5,51,124
Connor Barth,15,39/39,28/33,0/0,7/7,3/4,12/13,6/9,57,123
Shaun Suisham,16,34/34,28/31,0/0,7/8,8/8,12/12,1/3,52,118
Sebastian Janikowski,16,25/25,31/34,1/1,9/9,10/10,5/5,6/9,57,118
Stephen Hauschka,16,46/48,24/27,1/1,7/7,10/10,5/5,1/4,52,118
Phil Dawson,16,29/29,29/31,0/0,8/9,8/9,6/6,7/7,53,116
Adam Vinatieri,16,37/37,26/33,1/1,8/8,4/7,9/10,4/7,53,115
Mason Crosby,16,50/50,21/33,0/0,5/5,5/7,9/12,2/9,54,113
Garrett Hartley,16,57/57,18/22,0/0,9/9,4/6,2/3,3/4,53,111
Rob Bironas,16,35/35,25/31,0/0,6/6,13/13,5/10,1/2,53,110
Alex Henery,16,25/26,27/31,0/0,8/9,8/9,11/12,0/1,49,106
Rian Lindell,16,39/39,21/24,1/1,3/3,10/11,6/7,1/2,50,102
Ryan Succop,16,17/17,28/34,0/0,4/5,12/15,10/12,2/2,52,101
Jay Feely,16,25/25,25/28,0/0,6/6,9/10,8/10,2/2,61,100
Robbie Gould,13,33/33,21/25,0/0,7/7,5/7,7/9,2/2,54,96
Greg Zuerlein,16,26/26,23/31,1/1,4/4,4/6,7/7,7/13,60,95
Josh Scobee,16,18/19,25/28,1/1,4/4,8/8,11/13,1/2,50,93
Nick Folk,16,30/30,21/27,0/0,7/8,6/8,5/7,3/4,54,93
Dan Carpenter,14,26/26,22/27,0/0,3/3,9/9,8/10,2/5,53,92
Mike Nugent,12,35/35,19/23,2/2,5/5,5/5,6/9,1/2,55,92
Nick Novak,13,33/33,18/20,1/1,5/5,6/6,4/4,2/4,51,87
Kai Forbath,11,33/34,17/18,0/0,3/3,2/3,11/11,1/1,50,84
Graham Gano,6,20/21,9/11,0/0,3/3,3/3,2/3,1/2,51,47
Justin Medlock,10,23/23,7/10,0/0,2/2,3/3,2/4,0/1,45,44
Josh Brown,4,8/8,11/12,0/0,3/3,4/4,3/3,1/2,52,41
Billy Cundiff,5,17/17,7/12,0/0,1/1,3/5,3/4,0/2,45,38
Nate Kaeding,5,9/9,8/10,1/1,3/3,0/0,4/6,0/0,45,33
Olindo Mare,3,7/7,6/8,0/0,2/3,3/3,1/2,0/0,40,25
