Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Mike Cofer,16,49/51,29/36,3/3,8/8,8/9,10/15,0/1,47,136
Chip Lohmiller,16,41/41,29/40,2/2,11/11,13/15,3/11,0/1,48,128
Rich Karlis,13,27/28,31/39,3/3,14/15,5/6,8/12,1/3,51,120
Mike Lansford,16,51/51,23/30,1/1,7/8,7/7,8/10,0/4,48,120
David Treadwell,16,39/40,27/33,3/3,13/14,8/8,3/7,0/1,46,120
Tony Zendejas,16,40/40,25/37,1/1,8/9,9/14,5/11,2/2,52,115
Scott Norwood,16,46/47,23/30,0/0,5/6,8/9,10/15,0/0,48,115
Chris Jacke,16,42/42,22/28,1/1,9/9,4/6,7/9,1/3,52,108
Nick Lowery,16,34/35,24/33,1/1,6/6,10/14,6/9,1/3,50,106
Morten Andersen,16,44/45,20/29,0/0,7/8,10/11,3/6,0/4,49,104
Jeff Jaeger,16,34/34,23/34,1/1,8/10,8/9,5/12,1/2,50,103
Donald Igwebuike,16,33/35,22/28,0/0,9/9,6/6,5/10,2/3,53,99
Eddie Murray,16,36/36,20/21,0/0,3/3,8/9,8/8,1/1,50,96
Pete Stoyanovich,16,38/39,19/26,1/1,8/8,5/6,4/8,1/3,59,95
Dean Biasucci,16,31/32,21/27,2/2,6/6,9/10,3/5,1/4,55,94
Greg Davis,15,25/28,23/34,0/0,6/6,8/12,7/14,2/2,52,94
Gary Anderson,16,28/28,21/30,2/2,5/5,5/8,9/15,0/0,49,91
Matt Bahr,16,40/40,16/24,0/0,5/5,6/8,4/9,1/2,50,88
Kevin Butler,16,43/45,15/19,0/0,6/6,6/7,3/5,0/1,46,88
Raul Allegre,10,23/24,20/26,0/0,6/6,8/9,5/9,1/2,52,83
Al Del Greco,16,28/29,18/26,0/0,7/7,5/6,5/11,1/2,50,82
Chris Bahr,16,29/30,17/25,0/0,6/6,6/9,4/6,1/4,53,80
Luis Zendejas,15,33/33,14/24,1/1,3/3,4/6,6/12,0/2,47,75
Jim Breech,12,37/38,12/14,0/0,9/9,3/4,0/1,0/0,38,73
Norm Johnson,16,27/27,15/25,1/1,6/7,3/4,4/8,1/5,50,72
Pat Leahy,16,29/30,14/21,1/1,6/7,3/4,4/8,0/1,46,71
Roger Ruzek,14,28/29,13/22,2/2,3/4,6/10,2/5,0/1,46,67
Paul McFadden,9,18/18,15/20,1/1,4/4,6/7,2/6,2/2,54,63
Jason Staurovsky,7,14/14,14/17,0/0,4/4,5/7,4/5,1/1,50,56
Bjorn Nittmo,6,12/13,9/12,0/0,4/5,5/5,0/2,0/0,39,39
Jim Gallery,4,13/13,2/6,0/0,1/1,0/1,1/4,0/0,47,19
Steve DeLine,3,3/3,3/7,0/0,0/0,1/2,2/5,0/0,49,12
Teddy Garcia,3,8/8,1/5,0/0,0/0,1/4,0/0,0/1,35,11
Chris Miller,15,0/0,1/1,0/0,1/1,0/0,0/0,0/0,25,3
Lee Johnson,16,0/1,0/0,0/0,0/0,0/0,0/0,0/0,0,0
