Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Harrison Butker,16,45/48,34/38,0/0,9/9,9/10,13/13,3/6,56,147
Wil Lutz,16,48/49,32/36,1/1,9/9,6/6,13/15,3/5,58,144
Justin Tucker,16,57/59,28/29,0/0,8/8,9/9,10/11,1/1,51,141
Zane Gonzalez,16,34/35,31/35,0/0,12/12,12/13,5/8,2/2,54,127
Matt Gay,16,43/48,27/35,0/0,6/6,5/7,11/14,5/8,58,124
Dan Bailey,16,40/44,27/29,0/0,10/10,9/9,5/7,3/3,50,121
Josh Lambo,16,19/20,33/34,0/0,12/12,9/9,8/9,4/4,56,118
Chris Boswell,16,28/28,29/31,1/1,11/11,7/7,9/10,1/2,51,115
Greg Zuerlein,16,42/42,24/33,0/0,7/7,7/8,5/11,5/7,58,114
Matt Prater,16,35/36,26/31,0/0,11/11,2/3,6/9,7/8,56,113
Brandon McManus,16,25/26,29/34,0/0,6/6,9/9,10/12,4/7,53,112
Robbie Gould,13,41/42,23/31,0/0,9/9,8/10,6/8,0/4,47,110
Jason Myers,16,40/44,23/28,0/0,6/6,11/11,4/7,2/4,54,109
Mason Crosby,16,40/41,22/24,1/1,2/2,11/11,7/8,1/2,54,106
Joey Slye,16,31/35,25/32,0/0,4/5,5/5,8/11,8/11,55,106
Austin Seibert,16,30/35,25/29,0/0,6/6,9/9,9/12,1/2,53,105
Randy Bullock,16,24/25,27/31,0/0,10/10,6/6,10/12,1/3,57,105
Jake Elliott,16,35/37,22/26,0/0,7/7,8/8,5/7,2/4,53,101
Ka'imi Fairbairn,16,40/45,20/25,0/0,5/5,8/8,4/6,3/6,54,100
Jason Sanders,16,29/30,23/30,0/0,7/7,8/9,5/9,3/5,54,98
Brett Maher,13,36/36,20/30,0/0,9/9,6/8,1/5,4/8,63,96
Dustin Hopkins,16,21/22,25/30,0/0,7/8,8/9,8/10,2/3,53,96
Eddy Pineiro,16,27/29,23/28,1/1,8/8,9/10,3/7,2/2,53,96
Stephen Hauschka,16,30/32,22/28,0/0,5/5,7/8,9/10,1/5,51,96
Daniel Carlson,16,34/36,19/26,0/0,8/8,5/6,6/10,0/2,48,91
Younghoe Koo,8,15/16,23/26,0/0,6/6,9/10,7/9,1/1,50,84
Chase McLaughlin,11,26/26,18/23,1/1,5/5,4/4,5/10,3/3,50,80
Sam Ficken,15,23/26,19/27,0/0,2/2,7/8,7/11,3/6,54,80
Adam Vinatieri,12,22/28,17/25,0/0,6/7,6/6,3/7,2/5,55,73
Aldrick Rosas,16,35/39,12/17,0/0,6/6,5/6,1/4,0/1,45,71
Michael Badgley,8,19/19,13/16,0/0,5/5,2/2,6/8,0/1,49,58
Nick Folk,7,12/12,14/17,1/1,5/5,3/3,4/7,1/1,51,54
Kai Forbath,4,11/12,11/11,0/0,2/2,1/1,7/7,1/1,50,44
Matt Bryant,7,14/15,9/14,0/0,1/1,3/4,3/3,2/6,52,41
Stephen Gostkowski,4,11/15,7/8,0/0,3/3,3/3,1/2,0/0,41,32
Mike Nugent,4,15/16,5/8,0/0,3/4,2/3,0/1,0/0,37,30
Ty Long,16,9/9,7/9,0/0,0/0,2/3,4/5,1/1,51,30
Ryan Succop,6,24/25,1/6,0/0,0/0,1/1,0/4,0/1,31,27
Cairo Santos,5,12/12,4/9,0/0,0/0,1/3,2/3,1/3,53,24
Cody Parkey,3,5/6,3/3,0/0,0/0,0/0,2/2,1/1,51,14
Greg Joseph,2,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0,9
Kaare Vedvik,1,0/1,0/1,0/0,0/0,0/0,0/1,0/0,0,0
