Player Name,Receptions,Yards,Average,Long,Touchdowns
Raymond Berry,11,167,15.18,40,1
Ron Smith,11,227,20.64,60,0
Gary Barnes,10,154,15.4,44,1
Bob Crespino,10,125,12.5,24,1
Marv Fleming,10,126,12.6,19,1
Jim Gibbons,10,107,10.7,21,0
Ray McDonald,10,60,6.0,18,0
Tom Moore,10,74,7.4,21,0
Pat Studstill,10,162,16.2,37,2
Steve Thurlow,10,95,9.5,25,0
John Burrell,9,95,10.56,23,0
Frank Clarke,9,119,13.22,23,1
Pete Gent,9,88,9.78,16,1
Fred Hill,9,144,16.0,57,0
Chet Anderson,8,141,17.63,48,2
Taz Anderson,8,99,12.38,21,1
Vern Burke,8,84,10.5,21,0
Pete Larson,8,45,5.63,13,0
Bob Long,8,96,12.0,21,0
Randy Minniear,8,49,6.13,21,1
Bucky Pope,8,152,19.0,48,2
Tom Watkins,8,93,11.63,27,1
Jim Jones,7,138,19.71,34,0
Amos Marsh,7,103,14.71,35,1
Milt Morin,7,90,12.86,21,0
Del Shofner,7,146,20.86,33,1
Monty Stickles,7,86,12.29,19,0
Bill Triplett,7,69,9.86,16,0
Larry Conjar,6,68,11.33,27,0
Willis Crenshaw,6,30,5.0,12,0
Ron Goodwin,6,65,10.83,23,0
Bob Grim,6,108,18.0,26,1
Nick Pietrosante,6,56,9.33,23,0
Ralph Kurek,5,30,6.0,8,0
Andy Livingston,5,62,12.4,38,0
Travis Williams,5,80,16.0,29,1
Tom Barrington,4,50,12.5,29,0
Cannonball Butler,4,23,5.75,13,0
Ron Kramer,4,40,10.0,16,0
Jim Lindsey,4,36,9.0,21,0
Don McCall,4,75,18.75,34,1
Ron Rector,4,13,3.25,9,0
Willie Asbury,3,52,17.33,21,0
Craig Baynham,3,13,4.33,17,0
Allen Brown,3,43,14.33,17,0
Charlie Brown,3,23,7.67,9,0
Bob Jones,3,80,26.67,51,1
Harry Jones,3,32,10.67,23,0
Max McGee,3,33,11.0,13,0
Clifton McNeil,3,33,11.0,23,2
Jimmy Orr,3,72,24.0,55,1
Roy Shivers,3,15,5.0,14,0
Les Shy,3,36,12.0,19,0
Walt Garrison,2,17,8.5,14,0
Jimmy Hester,2,10,5.0,7,0
Dave Kopay,2,11,5.5,11,0
Chip Myers,2,13,6.5,8,0
Dave Pivec,2,2,1.0,2,1
Bill Tucker,2,22,11.0,12,0
Harry Wilson,2,20,10.0,12,0
Don Alley,1,11,11.0,11,0
Eppie Barney,1,3,3.0,3,0
Charlie Bivins,1,24,24.0,24,0
Marshall Cropper,1,11,11.0,11,0
Scott Eaton,1,18,18.0,18,0
Willie Ellison,1,18,18.0,18,0
Chris Hanburger,1,1,1.0,1,0
Joe Don Looney,1,12,12.0,12,0
Jim Mankins,1,11,11.0,11,0
Jerry Marion,1,16,16.0,16,0
Chuck Mercein,1,6,6.0,6,0
Dave Olerich,1,2,2.0,2,0
Pat Richter,1,31,31.0,31,0
Terry Stoepel,1,6,6.0,6,0
Bill Thornton,1,9,9.0,9,0
Chuck Walton,1,0
