Player Name,Receptions,Yards,Average,Long,Touchdowns
Jim Benton,63,981,15.57,57,6
Harold Crisler,32,385,12.03,62,5
Steve Bagarus,31,438,14.13,51,3
Jack Ferrante,28,451,16.11,48,4
Billy Dewell,27,643,23.81,82,7
Mal Kutner,27,634,23.48,63,5
Jim Poole,24,307,12.79,31,3
John Greene,22,289,13.14,88,2
Frank Liebel,20,360,18.0,57,4
Dick Humbert,18,191,10.61,22,3
Ken Kavanaugh,18,337,18.72,38,5
Steve Pritko,18,185,10.28,29,2
Marshall Goldberg,17,152,8.94,22,1
Jack Matheson,17,178,10.47,33,0
Ray McLean,17,348,20.47,48,2
Bob Westfall,17,142,8.35,24,0
Clyde Goodnight,16,308,19.25,51,1
Nolan Luhn,16,224,14.0,36,2
Ted Cremer,15,179,11.93,39,0
Sam Goldman,15,154,10.27,27,0
Jim Keane,14,331,23.64,42,3
Dante Magnani,14,156,11.14,38,1
Bosh Pritchard,14,309,22.07,59,3
Hugh Gallarneau,12,185,15.42,36,1
Eddie Saenz,12,242,20.17,66,3
Frank Seno,12,124,10.33,27,1
Jim Castiglia,11,51,4.64,23,0
Don Currivan,11,262,23.82,60,4
Fred Gehrke,11,83,7.55,21,2
Pat Harder,11,128,11.64,24,1
George Wilson,11,104,9.45,17,1
Bob Davis,10,150,15.0,37,1
Bill deCorrevont,10,278,27.8,72,2
Tom Harmon,10,199,19.9,45,2
Val Jansante,10,136,13.6,34,1
George McAfee,10,137,13.7,25,3
Charley Mehelich,10,116,11.6,35,0
Bob Nussbaumer,10,143,14.3,35,0
Jim Lee Howell,9,141,15.67,33,0
Bill Paschal,9,78,8.67,35,2
Jim Peebles,9,164,18.22,35,1
Jack Banta,8,81,10.13,32,1
Larry Cabrelli,8,98,12.25,38,1
Tony Compagno,8,101,12.63,36,0
Ed Frutig,8,72,9.0,17,2
Ray Hamilton,8,92,11.5,16,0
Red Hickey,8,213,26.63,60,3
Abe Karnofsky,8,139,17.38,56,1
Dick Todd,8,107,13.38,23,2
Steve Filipowicz,7,84,12.0,29,1
Jim Gaffney,7,85,12.14,41,1
Dick Poillon,7,114,16.29,33,0
Nick Scollard,7,78,11.14,19,1
Ed Sprinkle,7,124,17.71,34,2
Camp Wilson,7,62,8.86,26,0
Tony Bova,6,171,28.5,37,0
Ed Cifers,6,61,10.17,14,0
Tom Farmer,6,17,2.83,13,0
George Franck,6,137,22.83,50,1
Johnny Kovatch,6,67,11.17,23,0
Jack Lookabaugh,6,67,11.17,19,0
Elmer Madarik,6,38,6.33,20,0
Doug Turley,6,105,17.5,25,0
Steve Van Buren,6,75,12.5,33,0
Kenny Washington,6,83,13.83,20,0
Ward Cuff,5,82,16.4,39,1
Babe Dimancheff,5,121,24.2,45,1
Jim Gillette,5,96,19.2,60,1
Ernie Steele,5,69,13.8,24,0
Gil Steinke,5,107,21.4,32,2
Jimmy Strausbaugh,5,56,11.2,21,0
