Player Name,Receptions,Yards,Average,Long,Touchdowns
Lenny Moore,21,472,22.48,74,3
Dave Kopay,20,135,6.75,30,2
Rich Kreitling,20,185,9.25,22,2
J.W. Lockett,20,204,10.2,29,2
Joe Marconi,20,181,9.05,29,3
Jerry Reichow,20,284,14.2,51,2
Nick Pietrosante,19,152,8.0,20,0
Alex Webster,19,199,10.47,40,0
Hal Bedsole,18,295,16.39,43,5
John Henry Johnson,17,69,4.06,21,1
Ollie Matson,17,242,14.24,32,1
Tom Moore,17,140,8.24,33,2
Red Phillips,17,245,14.41,33,2
Clendon Thomas,17,334,19.65,49,1
Timmy Brown,15,244,16.27,87,5
Ronnie Bull,15,35,2.33,9,0
Amos Marsh,15,131,8.73,32,0
Don Perkins,15,155,10.33,37,0
Ben Wilson,15,116,7.73,30,1
Rick Casares,14,113,8.07,51,2
Jerry Hill,14,113,8.07,27,1
Ernie Wheelwright,14,204,14.57,33,3
Don Lisbon,13,104,8.0,39,1
Joe Childress,12,203,16.92,46,2
Bob Crespino,12,165,13.75,27,0
Dick Hoak,12,137,11.42,22,3
Dick James,12,101,8.42,34,1
Clarence Peaks,12,113,9.42,41,0
Charlie Bivins,11,59,5.36,21,1
Clarence Childs,11,97,8.82,24,0
Buddy Dial,11,178,16.18,41,0
Billy Kilmer,11,136,12.36,35,0
Dan Lewis,11,129,11.73,92,1
Tony Lorick,11,164,14.91,59,0
Jim Kelly,10,186,18.6,27,1
Tom Matte,10,169,16.9,30,0
Gordon Smith,10,211,21.1,44,1
Tom Watkins,10,125,12.5,37,1
Dick Bass,9,83,9.22,24,0
Prentice Gautt,9,72,8.0,15,1
Paul Hornung,9,98,10.89,40,0
Jim Stiger,9,85,9.44,31,1
Pervis Atkins,8,35,4.38,10,0
Terry Baker,8,92,11.5,31,0
Willis Crenshaw,8,58,7.25,19,0
Red Mack,8,169,21.13,53,1
John Powers,8,193,24.13,42,0
Taz Anderson,7,60,8.57,13,0
Gary Lewis,7,73,10.43,47,0
Pat Studstill,7,102,14.57,27,1
Bill Thornton,7,43,6.14,19,0
Steve Thurlow,7,74,10.57,17,1
Butch Wilson,7,86,12.29,20,1
Don Bosseler,6,56,9.33,18,0
John Burrell,6,113,18.83,43,0
Izzy Lang,6,69,11.5,23,0
Paul Martha,6,145,24.17,54,0
Elijah Pitts,6,38,6.33,22,0
Lee Folkins,5,41,8.2,11,0
Rudy Johnson,5,21,4.2,12,0
Hugh McElhenny,5,16,3.2,27,0
Kay McFarland,5,67,13.4,33,0
Gary Barnes,4,61,15.25,33,0
Marv Fleming,4,36,9.0,10,0
Roger Gill,4,58,14.5,29,0
Homer Jones,4,82,20.5,30,0
Phil King,4,32,8.0,13,1
Clifton McNeil,4,69,17.25,28,1
Dale Messer,4,72,18.0,28,0
R.C. Owens,4,45,11.25,14,0
Pat Richter,4,49,12.25,16,0
Nick Ryder,4,30,7.5,23,1
Ralph Smith,4,35,8.75,12,0
Tom Woodeshick,4,12,3.0,8,0
Tom Hutchinson,3,24,8.0,12,0
Billy Martin,3,93,31.0,68,0
Willie Richardson,3,42,14.0,16,0
Duane Allen,2,29,14.5,19,1
Perry Lee Dunn,2,30,15.0,18,0
Alex Hawkins,2,42,21.0,27,1
Bill McWatters,2,1,0
Neal Petties,2,20,10.0,15,1
Carver Shannon,2,4,2.0,10,0
Tom Tracy,2,25,12.5,24,0
Warren Wells,2,21,10.5,13,0
Willie Brown,1,19,19.0,19,0
Bill Butler,1,58,58.0,58,0
Claude Crabb,1,14,14.0,14,0
Ted Dean,1,23,23.0,23,0
Joe Hernandez,1,18,18.0,18,0
Bob Jeter,1,23,23.0,23,0
Andy Livingston,1,0,0.0,0,0
Chuck Logan,1,7,7.0,7,0
Bob Long,1,19,19.0,19,0
Joe Don Looney,1,1,1.0,1,1
Billy Martin,1,9,9.0,9,0
Hugh McInnis,1,15,15.0,15,0
Tom Michel,1,14,14.0,14,0
Bob Poole,1,8,8.0,8,0
Walter Roberts,1,24,24.0,24,1
Theron Sapp,1,44,44.0,44,0
Larry Vargo,1,13,13.0,13,0
