Player Name,Receptions,Yards,Average,Long,Touchdowns
Mac Speedie,62,911,14.69,50,5
Bud Grant,56,997,17.8,84,7
Elbie Nickel,55,884,16.07,54,9
Gordie Soltau,55,774,14.07,49,7
Don Stonesifer,54,617,11.43,26,0
Billy Howton,53,1231,23.23,90,13
Tom Fears,48,600,12.5,36,6
Dub Jones,43,651,15.14,63,4
Cloyce Box,42,924,22.0,77,15
Hugh Taylor,41,961,23.44,70,12
Gene Schroeder,39,660,16.92,56,6
Bob Carey,36,539,14.97,61,1
Ray Mathews,33,543,16.45,50,5
Leon Hart,32,376,11.75,24,4
Dick Wilkins,32,416,13.0,42,3
Bob Mann,30,517,17.23,42,6
Lynn Chandnois,28,370,13.21,48,2
Hugh McElhenny,26,367,14.12,77,3
Bill Stribling,26,399,15.35,55,5
Bobby Walston,26,469,18.04,65,3
J.R. Boone,25,461,18.44,53,1
Elroy Hirsch,25,590,23.6,84,4
Leon Heath,23,146,6.35,27,1
Billy Wilson,23,304,13.22,40,3
Buddy Young,22,269,12.23,45,2
Gene Brito,21,270,12.86,28,2
Dante Lavelli,21,336,16.0,41,4
Bob McChesney,21,430,20.48,72,6
Kyle Rote,21,240,11.43,26,2
George Taliaferro,21,244,11.62,78,1
Bill McColl,20,277,13.85,30,2
Ray Pelfrey,20,264,13.2,48,2
Jim Keane,18,191,10.61,29,1
Billy Cross,17,234,13.76,56,2
Earl Girard,17,316,18.59,39,2
Bob Hoernschemeyer,17,139,8.18,28,0
Bill Swiacki,17,213,12.53,26,1
Ken Carpenter,16,136,8.5,41,1
Chuck Hunsinger,16,170,10.63,30,2
Julie Rykovich,16,283,17.69,42,1
Vitamin Smith,16,254,15.88,56,3
Harry Gilmer,15,143,9.53,37,1
Joe Perry,15,81,5.4,17,0
Pat Harder,14,142,10.14,22,1
Skeets Quinlan,14,265,18.93,80,2
Joe Scott,14,251,17.93,35,1
John Huzvar,13,37,2.85,12,0
Marion Motley,13,213,16.38,68,2
Don Stevens,13,174,13.38,39,0
Billy Stone,13,283,21.77,59,2
Zollie Toth,13,54,4.15,20,0
Carl Elliott,12,114,9.5,15,1
Dick Hensley,12,217,18.08,60,2
Pete Pihos,12,219,18.25,47,1
Breezy Reid,12,250,20.83,81,2
Fran Rogel,12,140,11.67,26,0
Bob White,12,173,14.42,60,2
Tank Younger,12,73,6.08,12,0
Cliff Anderson,11,191,17.36,30,2
Bobby Jack Floyd,11,129,11.73,44,0
Sherman Howard,11,219,19.91,57,3
Charlie Justice,11,106,9.64,15,1
Ollie Matson,11,187,17.0,47,3
Ed Modzelewski,11,109,9.91,23,0
Eddie Price,11,36,3.27,14,0
Dan Towler,11,68,6.18,13,0
Doak Walker,11,90,8.18,18,0
Jim Doran,10,147,14.7,31,1
Dick Hoerner,10,172,17.2,54,0
Fred Morrison,10,129,12.9,39,1
Tony Canadeo,9,86,9.56,21,1
John Dottley,9,113,12.56,25,1
Harry Jagade,9,203,22.56,47,1
George Sulima,9,176,19.56,69,1
Stan Williams,9,123,13.67,32,0
Fred Cone,8,98,12.25,37,1
Eddie Macon,8,25,3.13,20,0
Al Pollard,8,59,7.38,14,0
Wilford White,8,152,19.0,49,0
Frank Ziegler,8,120,15.0,37,2
Ralph Pasquariello,7,46,6.57,10,0
Bill Wightkin,7,120,17.14,29,2
Gene Felker,6,63,10.5,17,1
Bill Jessup,6,108,18.0,58,1
Bob Wilkinson,6,148,24.67,70,2
Joe Arenas,5,47,9.4,14,1
John Brewer,5,19,3.8,12,0
Babe Dimancheff,5,69,13.8,41,1
Frank Gifford,5,36,7.2,11,0
Johnny Karras,5,63,12.6,29,1
Bill Reichardt,5,18,3.6,12,0
Charlie Trippi,5,66,13.2,21,0
Bennie Aldridge,4,22,5.5,16,1
Elmer Angsman,4,22,5.5,9,1
Darrel Brewster,4,117,29.25,47,1
Bob Celeri,4,37,9.25,13,1
Chuck Drazenovich,4,62,15.5,20,0
Horace Gillom,4,45,11.25,21,1
Bob Hudson,4,40,10.0,19,0
Kelley Mote,4,45,11.25,19,0
Don Paul,4,32,8.0,11,1
Joe Sulaitis,4,31,7.75,16,0
Ebert Van Buren,4,73,18.25,38,0
John Amberg,3,40,13.33,18,0
Billy Baggett,3,41,13.67,27,1
Jack Butler,3,37,12.33,20,2
Jack Christiansen,3,32,10.67,11,0
Harry Dowda,3,20,6.67,12,1
Dan Edwards,3,22,7.33,13,0
Tom Keane,3,73,24.33,47,0
Johnny Papit,3,71,23.67,39,1
Ray Ramsey,3,27,9.0,13,0
Byron Bailey,2,28,14.0,24,0
Paul Barry,2,43,21.5,25,1
Bibbles Bawel,2,60,30.0,52,0
George Buksar,2,3,1.5,3,0
Tom Calvin,2,4,2.0,6,0
Leon Campbell,2,1,0.5,3,0
Sam Cathcart,2,15,7.5,13,0
Ollie Cline,2,45,22.5,30,0
Billy Cox,2,19,9.5,13,0
Pete D'Alonzo,2,4,2.0,10,0
Fred Enke,2,19,9.5,18,0
Ralph Goldston,2,12,6.0,8,0
Jack Myers,2,1,0.5,3,0
Jim Parmer,2,10,5.0,8,0
Barney Poole,2,23,11.5,15,0
Emil Sitko,2,16,8.0,10,0
Jack Spinks,2,22,11.0,23,0
Joe Tereshinski,2,19,9.5,11,0
Bruno Banducci,1,0
Al Campana,1,3,3.0,3,0
Tex Coulter,1,9,9.0,9,0
Neil Ferris,1,8,8.0,8,0
Ed Henke,1,13,13.0,13,0
John Hoffman,1,9,9.0,9,0
Lou Karras,1,0
Gino Marchetti,1,17,17.0,17,1
Lindy Pearson,1,16,16.0,16,0
Johnny Petitbon,1,11,11.0,11,0
Ray Renfro,1,8,8.0,8,0
Tobin Rote,1,28,28.0,28,1
Clyde Scott,1,21,21.0,21,0
Bob Smith,1,18,18.0,18,0
Ed Sprinkle,1,2,2.0,2,1
Bob Stringer,1,4,4.0,4,0
Johnny Strzykalski,1,4,4.0,4,0
Bob Sykes,1,5,5.0,5,0
George Thomas,1,8,8.0,8,0
Bulldog Turner,1,2,2.0,2,0
Lowell Wagner,1,6,6.0,6,0
Bob Waterfield,1,5,5.0,5,0
Johnny Williams,1,13,13.0,13,0
John Wozniak,1,0
George Hughes,0,2,0.0,2,0
