Player Name,Receptions,Yards,Average,Long,Touchdowns
Dave Parks,80,1344,16.8,53,12
Tommy McDonald,67,1036,15.46,51,9
Pete Retzlaff,66,1190,18.03,78,10
Bobby Mitchell,60,867,14.45,80,6
Bernie Casey,59,765,12.97,59,8
Raymond Berry,58,739,12.74,40,7
Bobby Joe Conrad,58,909,15.67,71,5
Johnny Morris,53,846,15.96,80,4
Sonny Randle,51,845,16.57,72,9
Timmy Brown,50,682,13.64,45,3
Gary Collins,50,884,17.68,67,10
Paul Flatley,50,896,17.92,58,7
Bob Hayes,46,1003,21.8,82,12
Jimmy Orr,45,847,18.82,57,10
Boyd Dowler,44,610,13.86,47,4
Marlin McKeever,44,542,12.32,47,4
Bill Brown,41,503,12.27,47,1
Frank Clarke,41,682,16.63,53,4
Joe Morrison,41,574,14.0,46,4
Jackie Smith,41,648,15.8,70,2
Gary Ballman,40,859,21.48,87,5
John Mackey,40,814,20.35,68,7
Charley Taylor,40,577,14.43,69,3
Jack Snow,38,559,14.71,60,3
Mike Ditka,36,454,12.61,44,2
Monty Stickles,35,343,9.8,22,1
Jim Brown,34,328,9.65,32,4
Ken Willard,32,253,7.91,29,4
Ray Poage,31,612,19.74,63,5
Earl Gros,29,271,9.34,37,2
Gale Sayers,29,507,17.48,80,6
John David Crow,28,493,17.61,54,7
Pat Studstill,28,389,13.89,55,3
Lenny Moore,27,414,15.33,52,3
Aaron Thomas,27,631,23.37,71,5
Homer Jones,26,709,27.27,89,6
Bill Triplett,26,256,9.85,37,1
Ernie Green,25,298,11.92,69,2
Dan Lewis,25,276,11.04,37,2
Mike Lind,25,236,9.44,39,1
Clendon Thomas,25,431,17.24,80,1
Terry Barr,24,433,18.04,61,3
Tucker Frederickson,24,177,7.38,31,1
Preston Carpenter,23,298,12.96,36,0
Willis Crenshaw,23,232,10.09,78,1
Terry Baker,22,210,9.55,38,2
Tommy Mason,22,321,14.59,72,1
Del Shofner,22,388,17.64,49,2
Gordon Smith,22,431,19.59,49,5
Dick Bass,21,230,10.95,36,2
Jim Jones,21,350,16.67,54,4
Gail Cogdill,20,247,12.35,33,0
Carroll Dale,20,382,19.1,77,2
Jerry Hill,20,112,5.6,20,0
Jim Taylor,20,207,10.35,41,0
Dick Hoak,19,228,12.0,48,1
Paul Hornung,19,336,17.68,65,3
Jerry Smith,19,257,13.53,54,2
Angelo Coia,18,240,13.33,45,3
Ron Goodwin,18,252,14.0,35,1
Les Josephson,18,169,9.39,30,0
Ron Kramer,18,206,11.44,23,1
Nick Pietrosante,18,163,9.06,54,0
Buddy Dial,17,283,16.65,46,1
Amos Marsh,17,159,9.35,48,2
Ronnie Bull,16,186,11.63,41,1
Pete Gent,16,233,14.56,20,2
Pat Richter,16,189,11.81,35,2
Walter Roberts,16,314,19.63,80,4
Glenn Glass,15,201,13.4,41,0
Tom Hall,15,287,19.13,69,2
Tony Lorick,15,184,12.27,49,2
Red Phillips,15,185,12.33,43,1
Marv Fleming,14,141,10.07,31,2
Don Perkins,14,142,10.14,27,0
Johnny Brewer,13,174,13.38,25,1
Dick Gordon,13,279,21.46,51,3
Roy Jefferson,13,287,22.08,50,1
Bob Long,13,304,23.38,62,4
Jon Arnett,12,114,9.5,30,0
Jim Gibbons,12,111,9.25,24,2
Phil King,12,96,8.0,25,1
Andy Livingston,12,134,11.17,30,0
Joe Don Looney,12,109,9.08,47,1
Tom Matte,12,131,10.92,15,0
Dave Kopay,11,147,13.36,44,1
Paul Martha,11,171,15.55,39,0
Pettis Norman,11,110,10.0,21,3
Elijah Pitts,11,182,16.55,80,1
Gary Lewis,10,25,2.5,12,0
Max McGee,10,154,15.4,37,1
Cannonball Butler,9,117,13.0,43,1
Billy Gambrell,9,171,19.0,59,2
Prentice Gautt,9,128,14.22,54,0
George Hughley,9,93,10.33,27,1
Leroy Kelly,9,122,13.56,52,0
Dan Reeves,9,210,23.33,47,1
Steve Thurlow,9,54,6.0,30,1
Ben Wilson,9,110,12.22,38,0
Bill Anderson,8,105,13.13,27,1
Hal Bedsole,8,123,15.38,36,3
Perry Lee Dunn,8,74,9.25,22,1
John Henderson,8,140,17.5,31,1
Kay McFarland,8,106,13.25,35,1
Bob Crespino,7,57,8.14,15,4
Tom Moore,7,87,12.43,31,1
Tom Hutchinson,6,113,18.83,24,2
Smith Reed,6,42,7.0,16,0
Billy Truax,6,108,18.0,59,1
Tom Woodeshick,6,86,14.33,60,0
Lee Folkins,5,58,11.6,16,0
Tom Nowatzke,5,45,9.0,22,1
J.D. Smith,5,10,2.0,5,1
Tom Watkins,5,53,10.6,28,0
Charlie Bivins,4,108,27.0,52,2
Willie Brown,4,91,22.75,37,1
John Hilton,4,32,8.0,12,0
Ernie Koy,4,22,5.5,9,0
Joe Marconi,4,43,10.75,29,0
