Player Name,Receptions,Yards,Average,Long,Touchdowns
Pete Pihos,63,1049,16.65,59,10
Elbie Nickel,62,743,11.98,40,4
Elroy Hirsch,61,941,15.43,70,4
Don Stonesifer,56,684,12.21,46,2
Jim Dooley,53,841,15.87,72,4
Billy Wilson,51,840,16.47,61,10
Dante Lavelli,45,783,17.4,55,6
Lynn Chandnois,43,412,9.58,55,0
Gern Nagler,43,610,14.19,41,6
Gordie Soltau,43,620,14.42,54,6
Bobby Walston,41,750,18.29,62,5
Ray Renfro,39,722,18.51,70,4
Bill McColl,36,453,12.58,55,4
Dan Edwards,35,312,8.91,32,3
Hugh Taylor,35,703,20.09,71,8
Billy Stone,34,376,11.06,51,4
Darrel Brewster,32,632,19.75,45,4
Jerry Williams,31,438,14.13,40,1
Hugh McElhenny,30,474,15.8,71,2
Doak Walker,30,502,16.73,83,3
John Hoffman,28,341,12.18,40,1
Ray Mathews,27,346,12.81,77,4
Eddie Price,26,233,8.96,31,1
Kyle Rote,26,440,16.92,75,5
Leon Hart,25,472,18.88,49,7
Billy Howton,25,463,18.52,80,4
Bob Boyd,24,548,22.83,70,4
Dub Jones,24,373,15.54,58,0
Mel Embree,23,272,11.83,24,1
Tom Fears,23,278,12.09,31,4
Bob Hoernschemeyer,23,282,12.26,35,2
Bob Mann,23,327,14.22,45,2
Charlie Justice,22,434,19.73,54,2
Johnny Olszewski,21,210,10.0,77,1
Hal Giancanelli,20,346,17.3,47,5
Harry Jagade,20,193,9.65,37,0
George Taliaferro,20,346,17.3,54,2
Tank Younger,20,259,12.95,48,1
Joe Perry,19,191,10.05,60,3
Fran Rogel,19,95,5.0,19,0
Fred Cone,18,165,9.17,30,1
Frank Gifford,18,292,16.22,49,4
Cliff Anderson,17,266,15.65,32,0
Ed Barker,17,172,10.12,22,1
Billy Cross,17,285,16.76,51,1
Ray Pelfrey,17,233,13.71,60,3
Skeets Quinlan,17,260,15.29,59,2
Cloyce Box,16,403,25.19,97,2
Dorne Dibble,16,274,17.13,47,3
Fred Morrison,16,214,13.38,44,0
Don Paul,16,167,10.44,27,2
Bill Stribling,16,175,10.94,19,0
Howie Ferguson,15,86,5.73,23,0
Sonny Grandelius,15,80,5.33,26,0
Frank Ziegler,15,211,14.07,43,0
Paul Dekker,14,182,13.0,34,1
Gene Gedman,14,121,8.64,25,0
Buford Long,14,220,15.71,55,2
Jim Parmer,14,89,6.36,45,0
Clive Rush,14,190,13.57,24,0
Carl Elliott,13,150,11.54,19,0
Toy Ledbetter,13,137,10.54,34,2
Al Carmichael,12,131,10.92,52,0
Don Johnson,12,227,18.92,41,2
Ray Ramsey,12,118,9.83,20,0
Buddy Young,12,201,16.75,49,3
Fran Polsfoot,11,164,14.91,66,0
Dan Towler,11,125,11.36,49,1
Charlie Trippi,11,87,7.91,21,2
Joe Arenas,10,113,11.3,38,1
Monte Brethauer,10,133,13.3,25,0
Ollie Cline,10,126,12.6,28,1
Buck McPhail,10,38,3.8,45,0
Breezy Reid,10,100,10.0,26,0
Pete Schabarum,10,96,9.6,31,0
George Sulima,10,131,13.1,17,0
Ken Carpenter,9,109,12.11,32,2
Bobby Jack Floyd,9,63,7.0,16,0
Billy Reynolds,9,120,13.33,55,0
Byron Bailey,8,119,14.88,50,0
Paul Barry,8,70,8.75,18,0
Harry Babcock,7,59,8.43,13,0
Horace Gillom,7,80,11.43,23,0
Al Pollard,7,33,4.71,24,0
Julie Rykovich,7,73,10.43,39,1
J.R. Boone,6,55,9.17,18,1
Jim Doran,6,75,12.5,30,0
John Huzvar,6,55,9.17,30,1
Eddie Macon,6,24,4.0,10,2
Marion Motley,6,47,7.83,23,0
Vitamin Smith,6,151,25.17,54,3
Leon Campbell,5,74,14.8,47,0
Randy Clay,5,51,10.2,33,1
John Dottley,5,21,4.2,8,0
Leon Heath,5,45,9.0,17,0
Tom McCormick,5,72,14.4,20,0
John Brewer,4,43,10.75,16,0
Tom Calvin,4,28,7.0,16,0
Dick Hensley,4,117,29.25,50,0
Lloyd Lowe,4,34,8.5,11,0
Brad Myers,4,13,3.25,9,0
Bob Schnelker,4,34,8.5,12,0
Billy Anderson,3,33,11.0,16,0
Leo Elter,3,29,9.67,15,0
Tommy Kalmanir,3,31,10.33,22,1
Tom Keane,3,61,20.33,37,0
Bert Rechichar,3,151,50.33,66,2
Wally Triplett,3,15,5.0,6,0
Clarence Avinger,2,8,4.0,4,0
Sam Baker,2,21,10.5,11,0
Don Barton,2,51,25.5,42,1
Jim Brandt,2,15,7.5,11,0
Gene Brito,2,35,17.5,24,0
Jack Butler,2,43,21.5,33,1
Earl Girard,2,24,12.0,15,0
Norb Hecker,2,25,12.5,16,0
Merwin Hodel,2,0,0
Jim Monachino,2,9,4.5,9,0
Bill Wightkin,2,22,11.0,13,0
George Connor,1,17,17.0,17,0
Larry Coutre,1,0
Pat Harder,1,19,19.0,19,0
Doug Hogland,1,0
Billy Mixon,1,7,7.0,7,0
Johnny Papit,1,9,9.0,9,0
Joe Scott,1,10,10.0,10,0
Don Shula,1,6,6.0,6,0
Bob Smith,1,11,11.0,11,0
Jack Spinks,1,6,6.0,6,0
George Blanda,0,7,0.0,7,0
Gino Marchetti,0,19,0.0,19,0
