Player Name,Receptions,Yards,Average,Long,Touchdowns
Clifton McNeil,71,994,14.0,65,7
Roy Jefferson,58,1074,18.52,62,11
Danny Abramowicz,54,890,16.48,47,7
Lance Rentzel,54,1009,18.69,65,6
Bob Hayes,53,909,17.15,54,10
Paul Warfield,50,1067,21.34,65,12
Jackie Smith,49,789,16.1,65,2
Charley Taylor,48,650,13.54,47,5
Gene Washington,46,756,16.43,61,6
Boyd Dowler,45,668,14.84,72,6
Homer Jones,45,1057,23.49,84,7
John Mackey,45,644,14.31,45,5
Jerry Smith,45,626,13.91,56,6
Milt Morin,43,792,18.42,87,5
Dave Williams,43,682,15.86,71,6
Carroll Dale,42,818,19.48,63,8
Ben Hawkins,42,707,16.83,92,5
Pat Richter,42,533,12.69,40,9
Earl McCullouch,40,680,17.0,80,5
Charlie Sanders,40,533,13.33,25,1
J.R. Wilburn,39,514,13.18,41,3
Dick Witcher,39,531,13.62,59,1
Bobby Duhon,37,373,10.08,51,1
Joe Morrison,37,425,11.49,68,6
Willie Richardson,37,698,18.86,79,8
Ken Willard,36,232,6.44,20,0
Tom Woodeshick,36,328,9.11,55,0
Billy Truax,35,417,11.91,22,3
Bobby Joe Conrad,32,449,14.03,80,4
Bill Brown,31,329,10.61,57,3
John David Crow,31,531,17.13,54,5
Gary Ballman,30,341,11.37,55,4
Fred Hill,30,370,12.33,31,3
Craig Baynham,29,380,13.1,40,3
Bernie Casey,29,565,19.48,55,5
Dick Gordon,29,477,16.45,51,4
Jimmy Orr,29,743,25.62,84,6
Jack Snow,29,500,17.24,54,3
Aaron Thomas,29,449,15.48,49,4
Billy Gambrell,28,492,17.57,50,7
Dick Hoak,28,253,9.04,30,1
Brian Piccolo,28,291,10.39,44,0
Jerry Simmons,28,479,17.11,61,0
Bill Triplett,28,135,4.82,25,0
Dick Bass,27,195,7.22,28,2
Earl Gros,27,211,7.81,21,3
Gary Lewis,27,244,9.04,33,3
Tony Lorick,26,272,10.46,29,3
Don McCall,26,270,10.38,25,2
Donny Anderson,25,333,13.32,47,1
Marv Fleming,25,278,11.12,32,3
Tom Matte,25,275,11.0,50,1
Ray Ogden,25,452,18.08,60,2
Dave Parks,25,258,10.32,41,0
Mel Farr,24,375,15.63,86,4
John Gilliam,24,284,11.83,39,0
John Beasley,23,289,12.57,20,0
Willis Crenshaw,23,232,10.09,42,1
Austin Denney,23,247,10.74,46,2
Leroy Kelly,22,297,13.5,68,4
Bob Long,22,484,22.0,71,4
Gerry Allen,21,294,14.0,99,1
Willie Ellison,20,248,12.4,36,2
Paul Flatley,20,305,15.25,66,0
John Hilton,20,285,14.25,37,1
Tom Hall,19,268,14.11,37,1
Bob Wallace,19,281,14.79,27,2
Eppie Barney,18,189,10.5,18,1
Bob Brunet,18,160,8.89,39,1
Jim Grabowski,18,210,11.67,67,1
Jerry Hill,18,161,8.94,19,1
Dave Kopay,18,130,7.22,21,0
Pettis Norman,18,204,11.33,34,1
Ronnie Bull,17,145,8.53,24,0
Jimmy Hester,17,300,17.65,51,2
Izzy Lang,17,147,8.65,25,1
Don Perkins,17,180,10.59,24,2
Elijah Pitts,17,142,8.35,19,0
Pete Gent,16,194,12.13,22,0
Ernie Green,16,142,8.88,62,2
Cyril Pinder,16,166,10.38,48,0
Harmon Wages,16,121,7.56,55,1
Cannonball Butler,15,127,8.47,31,0
Jim Lindsey,15,148,9.87,22,0
Tommy Mason,15,144,9.6,31,0
Ray Perkins,15,227,15.13,29,1
Gale Sayers,15,117,7.8,21,0
Monty Stickles,15,206,13.73,35,2
Bill Tucker,15,197,13.13,43,4
Bobby Mitchell,14,130,9.29,18,0
Cecil Turner,14,208,14.86,80,2
Terry Cole,13,75,5.77,18,0
Mike Ditka,13,111,8.54,18,2
Brendan McCarthy,13,119,9.15,21,0
Don Shy,13,106,8.15,21,0
A.D. Whitfield,13,107,8.23,18,0
Charlie Harraway,12,162,13.5,63,1
Ernie Koy,12,59,4.92,20,1
Pete Larson,12,146,12.17,25,1
Randy Schultz,12,34,2.83,14,0
Steve Thurlow,12,151,12.58,56,0
Ronnie Blye,10,91,9.1,23,0
Tucker Frederickson,10,64,6.4,14,2
Billy Martin,10,101,10.1,15,1
Les Shy,10,105,10.5,41,0
Tom Barrington,9,33,3.67,10,1
Gary Collins,9,230,25.56,39,0
Perry Lee Dunn,9,118,13.11,43,0
Roy Shivers,9,103,11.44,40,3
Mike Dennis,8,53,6.63,17,0
Henry Dyer,8,37,4.63,15,0
Nick Eddy,8,91,11.38,28,0
Claudis James,8,148,18.5,24,2
Johnny Roland,8,97,12.13,40,0
Bob Windsor,8,146,18.25,62,2
Bob Crespino,7,130,18.57,43,0
Walt Garrison,7,111,15.86,53,0
Tommy McDonald,7,113,16.14,42,1
Dan Reeves,7,84,12.0,21,1
Pat Studstill,7,108,15.43,25,1
Wendell Tucker,7,124,17.71,60,4
Mike Donohoe,6,52,8.67,14,1
Rich Kotite,6,65,10.83,20,2
Tom Mitchell,6,117,19.5,41,4
Phil Odle,6,71,11.83,18,0
Dick Compton,5,45,9.0,14,1
Harry Jones,5,87,17.4,48,0
Garry Lyle,5,32,6.4,13,0
Kay McFarland,5,140,28.0,65,1
Travis Williams,5,48,9.6,17,0
Timmy Brown,4,53,13.25,18,0
Marshall Cropper,4,54,13.5,17,0
Jerry Daanen,4,35,8.75,15,0
John Henderson,4,42,10.5,12,0
Dennis Homan,4,92,23.0,36,1
Mike Hull,4,20,5.0,9,0
Clint Jones,4,26,6.5,14,0
Ralph Kurek,4,50,12.5,23,0
Randy Minniear,4,32,8.0,18,0
Tom Nowatzke,4,6,1.5,5,0
Sonny Randle,4,56,14.0,29,1
Butch Wilson,4,34,8.5,13,0
Willie Asbury,3,27,9.0,16,0
Rocky Bleier,3,68,22.67,54,0
Gail Cogdill,3,42,14.0,20,0
Billy Harris,3,118,39.33,55,1
Jon Henderson,3,26,8.67,13,0
Chuck Hughes,3,39,13.0,18,0
Charlie Leigh,3,4,0
Chuck Mercein,3,6,2.0,9,0
Dave Pivec,3,27,9.0,12,0
Mike Campbell,2,15,7.5,9,0
Doug Cunningham,2,25,12.5,16,0
Clem Daniels,2,23,11.5,16,0
Jim Gibbons,2,38,19.0,20,0
Alex Hawkins,2,31,15.5,18,0
Reece Morrison,2,40,20.0,29,1
Preston Pearson,2,70,35.0,61,2
Ralph Smith,2,11,5.5,7,0
Sam Baker,1,3,3.0,3,0
Gary Beban,1,12,12.0,12,0
Charlie Bryant,1,11,11.0,11,0
Cid Edwards,1,2,2.0,2,0
Roman Gabriel,1,0
Bob Goodridge,1,5,5.0,5,0
Jerry Hillebrand,1,27,27.0,27,0
Tony Jeter,1,9,9.0,9,0
Bill Malinchak,1,41,41.0,41,0
John Mallory,1,58,58.0,58,1
Ray Poage,1,11,11.0,11,0
Art Powell,1,31,31.0,31,0
Dick Smith,1,15,15.0,15,0
Ernie Wheelwright,1,0
Rayfield Wright,1,15,15.0,15,1
Greg Larson,0,1,0.0,1,0
