Player Name,Receptions,Yards,Average,Long,Touchdowns
Raymond Berry,56,794,14.18,54,9
Pete Retzlaff,56,766,13.68,49,2
Del Shofner,51,1097,21.51,92,8
Lenny Moore,50,938,18.76,77,7
Clyde Conner,49,512,10.45,26,5
Woodley Lewis,46,690,15.0,64,4
Billy Wilson,43,592,13.77,44,5
R.C. Owens,40,620,15.5,48,1
Max McGee,37,655,17.7,80,7
Billy Howton,36,507,14.08,50,2
Gern Nagler,36,469,13.03,47,5
Jon Arnett,35,494,14.11,75,1
Billy Ray Barnes,35,423,12.09,33,0
Joe Childress,35,406,11.6,26,4
Bill McColl,35,517,14.77,67,8
Red Phillips,35,524,14.97,93,2
Ollie Matson,33,465,14.09,59,3
Jimmy Orr,33,910,27.58,78,7
Rick Casares,32,290,9.06,50,1
Tom Tracy,32,535,16.72,56,4
Joe Walton,32,532,16.63,41,5
Hugh McElhenny,31,366,11.81,59,2
Preston Carpenter,29,474,16.34,74,1
Frank Gifford,29,330,11.38,41,2
Jack McClairen,29,491,16.93,35,1
Tommy McDonald,29,603,20.79,91,9
Dave Middleton,29,506,17.45,46,3
Clarence Peaks,29,248,8.55,33,2
Jim Mutscheller,28,504,18.0,54,7
Harlon Hill,27,365,13.52,40,3
Jim Gibbons,25,367,14.68,35,2
Lamar Lundy,25,396,15.84,32,3
Ray Mathews,25,525,21.0,65,4
Alex Webster,25,279,11.16,37,3
Ray Renfro,24,573,23.88,52,6
Bob Schnelker,24,460,19.17,63,5
Dick Bielski,23,234,10.17,30,1
Howard Cassady,23,406,17.65,81,7
Joe Perry,23,218,9.48,64,1
Jim Doran,22,495,22.5,65,4
Bobby Walston,21,298,14.19,71,3
John David Crow,20,362,18.1,91,3
Don McIlhenny,20,154,7.7,55,1
Bill Anderson,18,396,22.0,71,2
Leon Clarke,18,135,7.5,17,4
Darrel Brewster,16,294,18.38,38,1
Jim Brown,16,138,8.63,46,1
Bobby Mitchell,16,131,8.19,25,3
Jim Podoley,16,381,23.81,66,4
Tank Younger,16,188,11.75,51,0
Paul Hornung,15,137,9.13,39,0
Bob Jewett,15,192,12.8,26,1
Don Bosseler,14,101,7.21,28,0
John Carson,14,244,17.43,28,2
Gene Gedman,14,106,7.57,24,3
Alan Ameche,13,81,6.23,18,1
L.G. Dupre,13,111,8.54,22,0
Steve Meilinger,13,139,10.69,19,1
Jimmy Sears,13,187,14.38,55,2
Howie Ferguson,12,121,10.08,27,0
Kyle Rote,12,244,20.33,44,3
Ralph Anderson,11,177,16.09,30,1
Phil King,11,132,12.0,35,0
Johnny Morris,11,170,15.45,51,0
Johnny Olszewski,11,102,9.27,36,0
Ken Webb,11,85,7.73,34,1
Joe Johnson,10,176,17.6,61,1
Joe Marconi,10,87,8.7,15,0
Jim Pace,10,59,5.9,24,0
Fred Dugan,9,122,13.56,23,0
Tommy Wilson,9,101,11.22,38,1
Willie Galimore,8,151,18.88,79,3
Gary Knafelc,8,118,14.75,40,1
Walt Kowalczyk,8,72,9.0,15,0
Dick Christy,7,73,10.43,26,0
John Henry Johnson,7,60,8.57,18,0
Perry Richards,7,90,12.86,30,0
Gordie Soltau,7,77,11.0,22,0
Mel Triplett,7,110,15.71,32,0
Leo Elter,6,68,11.33,22,0
J.D. Smith,6,59,9.83,23,0
Ed Sutton,6,112,18.67,26,0
James Caroline,5,78,15.6,58,1
Lew Carpenter,5,47,9.4,18,0
Bill Jessup,5,66,13.2,26,1
Lenny Lyles,5,24,4.8,11,1
Ken MacAfee,5,52,10.4,22,2
Don Maynard,5,84,16.8,31,0
Sid Watson,5,38,7.6,24,1
Jack Call,4,28,7.0,12,0
Dick Lucas,4,47,11.75,17,0
Brad Myers,4,25,6.25,13,0
Dean Philpott,4,30,7.5,12,0
Bert Rechichar,4,34,8.5,12,1
Jim Taylor,4,72,18.0,31,1
Bobby Watkins,4,62,15.5,48,1
Billy Wells,4,49,12.25,21,0
Don Bishop,3,57,19.0,29,0
Max Boydston,3,42,14.0,25,1
Al Carmichael,3,26,8.67,14,1
Frank Clarke,3,91,30.33,34,0
Mal Hammack,3,11,3.67,13,0
Gene Mitcham,3,39,13.0,20,1
Billy Pricer,3,14,4.67,6,0
Jim Shanley,3,13,4.33,7,0
Ron Waller,3,75,25.0,63,0
Bert Zagers,3,50,16.67,19,0
Dick James,2,33,16.5,18,0
Andy Nacrelli,2,15,7.5,11,0
Tom Rychlec,2,21,10.5,33,0
Bob Carey,1,15,15.0,15,0
Art DeCarlo,1,10,10.0,10,0
Dick Lane,1,10,10.0,10,0
Dan Lewis,1,12,12.0,12,0
Bob Mischak,1,27,27.0,27,0
Ed Modzelewski,1,10,10.0,10,0
Bill Pellington,1,0
Billy Reynolds,1,1,1.0,1,0
Rocky Ryan,1,66,66.0,66,0
Lamar McHan,0,1,0.0,1,0
