Player Name,Receptions,Yards,Average,Long,Touchdowns
Dick Hoak,20,190,9.5,26,1
Leroy Kelly,20,267,13.35,36,1
J.R. Wilburn,20,373,18.65,53,0
Ernie Koy,19,152,8.0,41,4
Marv Fleming,18,226,12.56,23,2
Ray Poage,18,236,13.11,29,4
Dan Reeves,18,187,10.39,29,1
Jimmy Thomas,18,364,20.22,75,5
Cannonball Butler,17,297,17.47,65,2
Mike Ditka,17,268,15.76,51,3
Earl Gros,17,131,7.71,20,3
Clifton McNeil,17,255,15.0,80,3
Brian Piccolo,17,143,8.41,25,1
Gale Sayers,17,116,6.82,25,0
Dave Hampton,15,216,14.4,50,2
Donny Anderson,14,308,22.0,51,1
Ronnie Bull,14,91,6.5,17,0
Junior Coffey,14,89,6.36,28,3
Tucker Frederickson,14,95,6.79,16,1
Jerry Simmons,14,182,13.0,48,0
Bill Tucker,14,104,7.43,18,2
Mel Farr,13,94,7.23,24,0
Walt Garrison,13,131,10.08,25,0
Eddie Hinton,13,269,20.69,46,1
Pettis Norman,13,238,18.31,31,3
Altie Taylor,13,86,6.62,20,0
Bill Triplett,13,141,10.85,62,1
Larry Watkins,13,87,6.69,20,0
Jim Grabowski,12,98,8.17,25,1
Jon Henderson,12,188,15.67,45,3
John Hilton,12,231,19.25,34,0
Dennis Homan,12,240,20.0,66,0
Mike Hull,12,63,5.25,29,0
Cyril Pinder,12,77,6.42,20,0
Johnny Roland,12,136,11.33,23,1
Larry Walton,12,109,9.08,16,0
John Wright,12,130,10.83,26,2
Willis Crenshaw,11,94,8.55,31,0
Jerry Hill,11,44,4.0,12,0
Tommy Mason,11,185,16.82,67,1
Nick Eddy,10,78,7.8,14,1
Bob Grim,10,155,15.5,44,1
Butch Wilson,10,132,13.2,33,0
Terry Cole,9,65,7.22,18,1
Marshall Cropper,9,116,12.89,19,0
MacArthur Lane,9,61,6.78,14,0
Tom Mitchell,9,199,22.11,51,3
Elijah Pitts,9,47,5.22,21,1
Don Shy,9,141,15.67,70,1
Les Shy,8,124,15.5,49,1
Ernie Wheelwright,8,68,8.5,20,1
Ray Ogden,7,100,14.29,21,0
Oscar Reed,7,59,8.43,16,2
Roy Shivers,7,61,8.71,26,1
John Spilis,7,89,12.71,16,0
Bob Adams,6,80,13.33,19,0
Warren Bankston,6,6,1.0,8,0
Fred Hill,6,64,10.67,23,1
Dave Kopay,6,60,10.0,18,0
Randy Minniear,6,68,11.33,21,0
Reece Morrison,6,71,11.83,26,0
Bo Scott,6,25,4.17,14,0
Perry Lee Dunn,5,30,6.0,10,0
Tom Barrington,4,42,10.5,15,0
Bobby Joe Conrad,4,74,18.5,34,0
Willie Ellison,4,31,7.75,14,1
Paul Gipson,4,33,8.25,18,0
Chip Glass,4,91,22.75,40,2
Lee Johnson,4,42,10.5,14,0
Ralph Kurek,4,30,7.5,13,0
Preston Pearson,4,64,16.0,37,0
Walter Roberts,4,66,16.5,22,0
Perry Williams,4,63,15.75,24,0
John Fuqua,3,11,3.67,6,0
Jimmy Hester,3,44,14.67,22,1
Chuck Hughes,3,29,9.67,15,0
Clint Jones,3,23,7.67,9,0
Pat Studstill,3,28,9.33,11,0
Erwin Williams,3,14,4.67,6,1
Ronnie Blye,2,1,0
Charlie Bryant,2,15,7.5,9,0
Jerry Daanen,2,12,6.0,7,0
Dave Dunaway,2,37,18.5,25,0
Henry Dyer,2,86,43.0,69,1
Billy Harris,2,13,6.5,10,0
Fair Hooker,2,21,10.5,12,0
Rich Houston,2,69,34.5,46,0
Dave Jones,2,33,16.5,22,0
Bob Klein,2,17,8.5,16,1
Kent Kramer,2,37,18.5,24,1
Ted Kwalick,2,32,16.0,31,1
Charlie Leigh,2,0
Jim Lindsey,2,45,22.5,30,1
Bill Malinchak,2,24,12.0,21,0
Don McCall,2,2,1.0,5,0
Ross Montgomery,2,8,4.0,6,0
Gene Moore,2,28,14.0,24,0
Phil Odle,2,24,12.0,14,0
Ralph Smith,2,17,8.5,10,0
Gerry Allen,1,5,5.0,5,0
Don Alley,1,16,16.0,16,0
Greg Brezina,1,9,9.0,9,0
Fred Brown,1,20,20.0,20,0
Terry Brown,1,7,7.0,7,0
Bob Campbell,1,32,32.0,32,0
Earl Edwards,1,1,1.0,1,0
Tom Hall,1,12,12.0,12,0
Sam Havrilak,1,5,5.0,5,0
Rich Kotite,1,2,2.0,2,1
Kent Lawrence,1,10,10.0,10,0
Monte Ledbetter,1,16,16.0,16,0
Garry Lyle,1,11,11.0,11,0
Cecil Turner,1,19,19.0,19,0
Harry Wilson,1,6,6.0,6,0
Rayfield Wright,1,12,12.0,12,0
Willie Young,1,8,8.0,8,0
