Player Name,Receptions,Yards,Average,Long,Touchdowns
Danny Abramowicz,73,1015,13.9,49,7
Charley Taylor,71,883,12.44,88,8
Roy Jefferson,67,1079,16.1,63,9
Harold Jackson,65,1116,17.17,65,9
Dave Williams,56,702,12.54,61,7
Charlie Harraway,55,489,8.89,64,3
Gary Collins,54,786,14.56,48,11
Jerry Smith,54,682,12.63,28,9
John Gilliam,52,997,19.17,84,9
Doug Cunningham,51,484,9.49,58,0
Gene Washington,51,711,13.94,52,3
Jack Snow,49,734,14.98,74,6
Bob Windsor,49,597,12.18,32,2
Bob Long,48,533,11.1,52,1
Bob Wallace,47,553,11.77,45,5
Larry Smith,46,300,6.52,38,2
Carroll Dale,45,879,19.53,48,6
Paul Flatley,45,834,18.53,71,6
Joe Morrison,44,647,14.7,65,7
Ben Hawkins,43,761,17.7,58,8
Tom Matte,43,513,11.93,49,2
Lance Rentzel,43,960,22.33,75,12
Willie Richardson,43,646,15.02,39,3
Jackie Smith,43,561,13.05,34,1
Homer Jones,42,744,17.71,54,1
Charlie Sanders,42,656,15.62,47,3
Paul Warfield,42,886,21.1,82,10
Bob Hayes,40,746,18.65,67,4
Gene Washington,39,821,21.05,83,9
Wendell Tucker,38,629,16.55,93,7
Al Dodd,37,600,16.22,52,1
Milt Morin,37,495,13.38,35,0
Billy Truax,37,431,11.65,49,5
Dick Gordon,36,414,11.5,41,4
Ken Willard,36,326,9.06,36,3
Tony Baker,34,352,10.35,35,1
Larry Brown,34,302,8.88,31,0
John Henderson,34,553,16.26,47,5
John Mackey,34,443,13.03,52,2
John Beasley,33,361,10.94,32,4
Don Herrmann,33,423,12.82,62,5
Earl McCullouch,33,529,16.03,45,5
Dick Witcher,33,435,13.18,49,3
Les Josephson,32,295,9.22,51,2
Gary Ballman,31,492,15.87,80,2
Boyd Dowler,31,477,15.39,45,4
Dave Parks,31,439,14.16,40,3
Leroy Keyes,29,276,9.52,35,0
Freeman White,29,315,10.86,23,1
Andy Livingston,28,278,9.93,51,3
Ray Perkins,28,391,13.96,47,3
Travis Williams,27,275,10.19,60,3
Jimmy Orr,25,474,18.96,47,2
Gail Cogdill,24,374,15.58,52,5
Ron Johnson,24,164,6.83,18,0
Cid Edwards,23,309,13.43,37,0
Austin Denney,22,203,9.23,29,1
Jim Mitchell,22,339,15.41,42,4
Dave Osborn,22,236,10.73,31,1
Aaron Thomas,22,348,15.82,37,3
Harmon Wages,22,228,10.36,88,1
Tom Woodeshick,22,177,8.05,15,0
Bill Brown,21,183,8.71,27,0
Calvin Hill,20,232,11.6,28,0
