Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Boley Dancewicz,1,4,4.0,--,0,--,--
Ray Apolskis,1,20,20.0,--,0,--,--
Steve Bagarus,4,66,16.5,--,0,--,--
Vince Banonis,2,1,0.5,--,0,--,--
Jack Banta,2,44,22.0,--,0,--,--
Bill Blackburn,3,56,18.67,--,0,--,--
Jim Callahan,2,8,4.0,--,0,--,--
Tony Canadeo,1,23,23.0,--,0,--,--
Chuck Cherundolo,1,0,0.0,--,0,--,--
Stu Clarkson,3,79,26.33,--,1,--,--
Tony Compagno,1,40,40.0,--,0,--,--
Steve Filipowicz,4,52,13.0,--,1,--,--
Russ Craft,3,105,35.0,--,0,--,--
Ki Aldrich,3,31,10.33,--,1,--,--
Bob Davis,7,129,18.43,--,0,--,--
Al DeMao,2,18,9.0,--,0,--,--
Chuck DeShane,1,3,3.0,--,0,--,--
Babe Dimancheff,1,7,7.0,--,0,--,--
Chuck Drulis,1,8,8.0,--,0,--,--
Bill Dudley,10,242,24.2,--,1,--,--
Clyde Ehrhardt,1,38,38.0,--,0,--,--
Tom Farris,4,43,10.75,--,0,--,--
Jake Fawcett,1,5,5.0,--,0,--,--
Frank Filchock,1,19,19.0,--,0,--,--
Irv Comp,2,38,19.0,--,0,--,--
Jack Jacobs,2,56,28.0,--,0,--,--
Bob Forte,2,23,11.5,--,0,--,--
Ted Fritsch,1,15,15.0,--,0,--,--
Fred Gehrke,3,63,21.0,--,0,--,--
Jim Gillette,1,5,5.0,--,0,--,--
Marshall Goldberg,4,46,11.5,--,0,--,--
Johnny Grigas,1,0,0.0,--,0,--,--
Roger Harding,1,14,14.0,--,0,--,--
Jim Hardy,1,8,8.0,--,0,--,--
Tom Harmon,3,97,32.33,--,1,--,--
Jack Hinkle,2,37,18.5,--,0,--,--
Joe Hoague,1,8,8.0,--,0,--,--
Cliff Aberson,3,53,17.67,--,0,--,--
Baby Ray,1,2,2.0,--,0,--,--
Jack Jenkins,3,57,19.0,--,0,--,--
Jimmy Johnston,1,20,20.0,--,0,--,--
Ken Keuper,3,22,7.33,--,0,--,--
Frank Kilroy,1,0,0.0,--,0,--,--
Ben Kish,1,13,13.0,--,0,--,--
Mal Kutner,5,29,5.8,--,0,--,--
Steve Lach,1,10,10.0,--,0,--,--
Les Lear,1,0,0.0,--,0,--,--
Gene Lee,1,31,31.0,--,0,--,--
Frank Liebel,5,117,23.4,--,0,--,--
Pop Ivy,1,22,22.0,--,0,--,--
Jack Mead,1,33,33.0,--,0,--,--
Howie Livingston,4,69,17.25,--,0,--,--
Sid Luckman,1,24,24.0,--,0,--,--
Elmer Madarik,3,75,25.0,--,0,--,--
Dante Magnani,1,35,35.0,--,0,--,--
Ray Mallouf,1,15,15.0,--,0,--,--
Duke Maronic,1,7,7.0,--,0,--,--
Jack Matheson,1,8,8.0,--,0,--,--
Riley Matheson,4,11,2.75,--,0,--,--
Frank Maznicki,2,17,8.5,--,0,--,--
George McAfee,3,18,6.0,--,0,--,--
Roy McKay,1,20,20.0,--,0,--,--
Walt Rankin,2,14,7.0,--,0,--,--
Ernie Steele,3,69,23.0,--,0,--,--
Mike Micka,2,40,20.0,--,1,--,--
Charlie Mitchell,1,18,18.0,--,0,--,--
Wilbur Moore,2,45,22.5,--,0,--,--
Russ Mosley,1,20,20.0,--,0,--,--
Joe Muha,1,8,8.0,--,0,--,--
Noah Mullins,3,96,32.0,--,0,--,--
Fred Naumetz,1,1,1.0,--,0,--,--
Bob Nussbaumer,3,31,10.33,--,0,--,--
Bill Osmanski,1,13,13.0,--,0,--,--
Bosh Pritchard,3,7,2.33,--,0,--,--
Buster Ramsey,1,6,6.0,--,0,--,--
Gil Steinke,6,72,12.0,--,1,--,--
Herm Rohrig,5,134,26.8,--,0,--,--
Rudy Romboli,1,12,12.0,--,0,--,--
Dave Ryan,4,105,26.25,--,0,--,--
Eddie Saenz,1,0,0.0,--,0,--,--
Johnny Schiechl,3,26,8.67,--,0,--,--
Dick Schweidler,1,31,31.0,--,0,--,--
Charlie Seabright,1,3,3.0,--,0,--,--
Frank Seno,4,33,8.25,--,0,--,--
Hank Soar,3,35,11.67,--,0,--,--
Ed Sprinkle,1,34,34.0,--,0,--,--
Vic Lindskog,1,10,10.0,--,0,--,--
Ray McLean,2,26,13.0,--,0,--,--
Damon Tassos,1,30,30.0,--,0,--,--
Russ Thomas,1,1,1.0,--,0,--,--
Dick Todd,4,26,6.5,--,0,--,--
Bulldog Turner,1,15,15.0,--,0,--,--
Bob Waterfield,5,72,14.4,--,0,--,--
Jack Wilson,1,32,32.0,--,0,--,--
Al Wistert,1,27,27.0,--,0,--,--
Jim Youel,2,0,0.0,--,0,--,--
Len Younce,1,0,0.0,--,0,--,--
Joe Zeno,1,0,0.0,--,0,--,--
Roy Zimmerman,3,58,19.33,--,0,--,--
