Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Nate Allen,12,3,44,14.67,30,0,--,--
Dick Anderson,9,1,32,32.0,32,0,--,--
Billy Andrews,14,1,11,11.0,11,0,--,--
Mark Arneson,14,1,0,0.0,0,0,--,--
Pete Athas,13,2,22,11.0,22,0,--,--
Charlie Babb,14,2,20,10.0,20,0,--,--
Bob Babich,14,2,29,14.5,21,0,--,--
Larry Ball,13,1,2,2.0,2,0,--,--
Gary Barbaro,14,3,27,9.0,16,0,--,--
Benny Barnes,14,1,23,23.0,23,0,--,--
Lem Barney,14,2,62,31.0,26,1,--,--
Autry Beamon,14,1,41,41.0,41,0,--,--
Bill Bergey,14,2,48,24.0,37,0,--,--
Gregg Bingham,14,2,18,9.0,15,0,--,--
Matt Blair,14,2,25,12.5,20,0,--,--
Mel Blount,14,6,75,12.5,28,0,--,--
Ron Bolton,14,3,76,25.33,39,1,--,--
Bill Bradley,14,2,63,31.5,52,0,--,--
Ed Bradley,14,1,29,29.0,29,0,--,--
Robert Brazile,14,1,8,8.0,8,0,--,--
Bobby Brooks,4,1,9,9.0,9,0,--,--
Dave Brown,14,4,70,17.5,33,0,--,--
Eddie Brown,14,1,8,8.0,8,0,--,--
Ray Brown,14,3,58,19.33,21,0,--,--
Terry Brown,12,1,24,24.0,24,0,--,--
Willie Brown,14,3,25,8.33,22,0,--,--
Ross Brupbacher,14,7,49,7.0,25,0,--,--
Bobby Bryant,12,2,30,15.0,25,0,--,--
Waymond Bryant,14,2,6,3.0,3,0,--,--
Willie Buchanon,14,2,28,14.0,22,0,--,--
Greg Buttle,14,2,20,10.0,14,0,--,--
Fred Carr,14,1,10,10.0,10,1,--,--
Tommy Casanova,11,5,109,21.8,33,2,--,--
Wally Chambers,14,1,8,8.0,8,0,--,--
Al Clark,14,1,0,0.0,0,0,--,--
Mario Clark,14,2,21,10.5,21,0,--,--
Craig Clemons,14,1,28,28.0,28,0,--,--
Marvin Cobb,14,3,55,18.33,28,0,--,--
Tim Collier,13,2,10,5.0,10,0,--,--
Fred Cook,14,1,1,1.0,1,0,--,--
Mark Cotney,14,3,25,8.33,25,0,--,--
Neal Craig,14,1,8,8.0,8,0,--,--
Chuck Crist,14,1,20,20.0,20,0,--,--
Mike Curtis,14,2,40,20.0,26,0,--,--
Thom Darden,14,7,73,10.43,21,0,--,--
Chris Devlin,9,1,2,2.0,2,0,--,--
Clarence Duren,13,1,8,8.0,8,0,--,--
Brad Dusek,14,1,0,0.0,0,0,--,--
Ray Easterling,14,3,33,11.0,19,0,--,--
John Ebersole,13,1,0,0.0,0,0,--,--
Glen Edwards,14,6,95,15.83,55,0,--,--
Tom Ehlers,14,1,27,27.0,27,0,--,--
Allan Ellis,14,6,47,7.83,22,1,--,--
Ken Ellis,12,2,40,20.0,40,0,--,--
Dave Elmendorf,14,2,0,0.0,0,0,--,--
Jimbo Elrod,6,1,3,3.0,3,0,--,--
Pat Fischer,14,5,38,7.6,32,0,--,--
Steve Foley,14,4,95,23.75,34,0,--,--
Tim Fox,13,3,67,22.33,29,0,--,--
Mike Fuller,14,1,0,0.0,0,0,--,--
Dave Gallagher,14,1,7,7.0,7,0,--,--
Don Goode,14,6,82,13.67,27,0,--,--
Randy Gradishar,14,3,44,14.67,31,1,--,--
Tom Graham,10,3,55,18.33,25,0,--,--
Johnnie Gray,14,4,101,25.25,67,1,--,--
Tim Gray,12,4,19,4.75,11,0,--,--
Tony Greene,14,5,135,27.0,102,1,--,--
Charlie Hall,14,1,12,12.0,12,0,--,--
Willie Hall,14,2,17,8.5,12,0,--,--
Jack Ham,14,2,13,6.5,13,0,--,--
Chris Hanburger,14,1,20,20.0,20,0,--,--
Larry Hand,10,1,4,4.0,4,0,--,--
Bo Harris,14,2,0,0,--,--
Cliff Harris,14,3,32,10.67,29,0,--,--
Dwight Harrison,12,1,18,18.0,18,0,--,--
Mike Hartenstine,14,0,12,0.0,12,1,--,--
Tom Hayes,9,2,37,18.5,37,1,--,--
Mike Haynes,14,8,90,11.25,28,0,--,--
Ted Hendricks,14,1,9,9.0,9,0,--,--
Bob Horn,14,1,6,6.0,6,0,--,--
Ken Houston,14,4,25,6.25,12,0,--,--
Bob Howard,14,3,28,9.33,15,0,--,--
Pat Hughes,14,1,5,5.0,5,0,--,--
Randy Hughes,14,1,0,0.0,0,0,--,--
James Hunter,13,7,120,17.14,39,1,--,--
Sam Hunt,14,2,106,53.0,68,1,--,--
Gerald Irons,14,1,1,1.0,1,0,--,--
Bernard Jackson,12,1,0,0.0,0,0,--,--
Ernie Jackson,10,2,5,2.5,5,0,--,--
Monte Jackson,14,10,173,17.3,46,3,--,--
Tom Jackson,14,7,136,19.43,46,1,--,--
Dick Jauron,6,2,0,0.0,0,0,--,--
Dan Jilek,14,2,33,16.5,28,0,--,--
Curtis Johnson,13,1,14,14.0,14,0,--,--
Dennis Johnson,13,1,2,2.0,2,0,--,--
Jimmy Johnson,14,1,17,17.0,17,0,--,--
Levi Johnson,14,6,206,34.33,76,1,--,--
Monte Johnson,14,4,40,10.0,22,0,--,--
Calvin Jones,10,2,7,3.5,7,0,--,--
Doug Jones,14,3,5,1.67,5,0,--,--
Leroy Jones,14,1,11,11.0,11,0,--,--
Curtis Jordan,11,2,10,5.0,10,0,--,--
Rick Kay,3,1,0,0.0,0,0,--,--
Tim Kearney,12,1,0,0.0,0,0,--,--
Larry Keller,14,1,31,31.0,31,0,--,--
Merv Krakau,14,1,0,0.0,0,0,--,--
Paul Krause,14,2,21,10.5,19,0,--,--
Jack Lambert,14,2,32,16.0,22,0,--,--
Willie Lanier,14,3,28,9.33,14,0,--,--
Jim Laslavic,12,2,13,6.5,13,0,--,--
Joe Lavender,14,8,77,9.63,28,0,--,--
Rolland Lawrence,14,6,43,7.17,22,0,--,--
Jim LeClair,14,1,9,9.0,9,0,--,--
Virgil Livers,14,3,34,11.33,18,0,--,--
Randy Logan,14,1,38,38.0,38,0,--,--
Woodrow Lowe,14,1,8,8.0,8,0,--,--
Derrel Luce,14,2,7,3.5,7,0,--,--
Steve Luke,14,2,30,15.0,15,0,--,--
Jim Lynch,14,2,7,3.5,7,0,--,--
Larry Mallory,14,1,0,0.0,0,0,--,--
Bob Martin,13,2,15,7.5,12,0,--,--
Harvey Martin,14,1,0,0.0,0,0,--,--
Bob Matheson,13,2,34,17.0,34,0,--,--
Al Matthews,14,3,60,20.0,40,1,--,--
Dewey McClain,14,1,13,13.0,13,0,--,--
Prentice McCray,14,5,182,36.4,63,2,--,--
Harold McLinton,14,1,8,8.0,8,0,--,--
Eddie McMillan,14,1,0,0.0,0,0,--,--
John Mendenhall,14,1,3,3.0,3,0,--,--
Jim Merlo,14,4,142,35.5,83,2,--,--
Keith Moody,14,3,63,21.0,44,0,--,--
Zeke Moore,14,1,28,28.0,28,0,--,--
Lloyd Mumphord,13,1,22,22.0,22,0,--,--
Nelson Munsey,8,1,10,10.0,10,0,--,--
Tom Myers,14,1,0,0.0,0,0,--,--
Steve Nelson,10,2,32,16.0,34,0,--,--
Tommy Nobis,13,1,5,5.0,5,0,--,--
Frank Nunley,13,1,12,12.0,12,0,--,--
Ray Oldham,14,2,40,20.0,33,0,--,--
Ed O'Neil,14,1,16,16.0,16,0,--,--
John Outlaw,13,2,19,9.5,19,0,--,--
Lemar Parrish,14,2,0,0.0,0,0,--,--
Rod Perry,14,8,79,9.88,43,0,--,--
Cal Peterson,5,1,15,15.0,15,0,--,--
Charlie Phillips,14,1,11,11.0,11,0,--,--
Mel Phillips,14,2,14,7.0,14,0,--,--
Doug Plank,14,4,31,7.75,15,0,--,--
Randy Poltl,12,1,0,0.0,0,0,--,--
Clyde Powers,14,1,11,11.0,11,0,--,--
Steve Preece,14,1,6,6.0,6,0,--,--
Elex Price,14,1,23,23.0,23,1,--,--
Ron Pritchard,6,1,0,0.0,0,0,--,--
Kerry Reardon,14,5,26,5.2,22,0,--,--
Ken Reaves,14,2,41,20.5,25,0,--,--
Frank Reed,14,3,48,16.0,42,0,--,--
Mike Reinfeldt,11,1,19,19.0,19,0,--,--
Mel Renfro,9,3,23,7.67,23,0,--,--
Bruce Rhodes,14,3,42,14.0,30,0,--,--
Ken Riley,14,9,141,15.67,53,1,--,--
Joe Rizzo,12,1,8,8.0,8,0,--,--
Guy Roberts,14,1,7,7.0,7,0,--,--
Isiah Robertson,14,4,28,7.0,14,0,--,--
John Rowser,14,4,104,26.0,41,2,--,--
Andy Russell,14,1,0,0.0,0,0,--,--
Bryant Salter,12,1,0,0.0,0,0,--,--
Clarence Scott,14,4,11,2.75,5,0,--,--
Jake Scott,12,4,12,3.0,6,0,--,--
Mike Sensibaugh,14,4,60,15.0,35,1,--,--
