Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Solo Tackles,Tackle Assists,Total Tackles,Sacks,Sack Loss Yards Caused
Keith Bulluck,16,2,25,12.5,25,0,100,52,152,5.0,39.0
Donnie Edwards,16,5,49,9.8,30,1,106,46,152,1.0,2.0
Ray Lewis,15,0,0,0.0,0,0,101,46,147,1.0,9.0
Zach Thomas,13,0,0,0.0,0,0,85,60,145,2.0,15.0
London Fletcher,16,0,0,0.0,0,0,94,50,144,3.5,22.0
Rodney Harrison,16,2,12,6.0,12,0,96,45,141,3.0,33.0
Jamie Sharper,16,0,0,0.0,0,0,98,41,139,2.0,19.0
Derrick Brooks,16,1,3,3.0,3,0,109,28,137,3.0,13.0
Danny Clark,16,0,0,0.0,0,0,99,31,130,2.0,16.0
Lance Briggs,16,1,38,38.0,38,1,103,24,127,0.5,1.5
Mike Peterson,16,0,0,0.0,0,0,93,33,126,5.0,31.0
Tedy Bruschi,16,3,70,23.33,36,0,78,46,124,3.5,35.0
Nick Barnett,16,1,16,16.0,16,0,92,31,123,3.0,27.0
Robert Griffith,16,1,18,18.0,18,0,92,27,119,1.0,1.0
Antonio Pierce,16,2,94,47.0,78,1,87,27,114,1.0,4.0
D.J. Williams,16,1,10,10.0,10,0,81,33,114,2.0,13.0
Earl Holmes,16,0,0,0.0,0,0,78,33,111,0.0,0.0
Michael Green,16,2,0,0.0,0,0,86,24,110,1.5,5.5
Cato June,16,2,71,35.5,71,0,84,26,110,0.0,0.0
Derek Smith,14,0,0,0.0,0,0,80,30,110,1.5,8.5
Dat Nguyen,16,3,19,6.33,19,0,76,32,108,1.0,8.0
Jonathan Vilma,16,3,58,19.33,38,1,77,31,108,2.0,13.0
Eric Barton,16,1,7,7.0,7,0,78,30,108,2.5,9.0
Morlon Greenwood,16,0,0,0.0,0,0,65,43,108,0.0,0.0
Brian Simmons,15,2,61,30.5,50,1,76,31,107,1.0,9.0
Marcus Washington,16,0,0,0.0,0,0,87,20,107,4.5,37.5
Al Wilson,16,2,17,8.5,10,1,72,33,105,2.5,20.0
Shelton Quarles,15,0,0,0.0,0,0,71,33,104,3.5,15.0
Brad Kassell,15,0,0,0.0,0,0,76,28,104,0.0,0.0
Teddy Lehman,16,1,1,1.0,1,0,76,27,103,1.0,2.0
Madieu Williams,16,3,51,17.0,51,1,86,17,103,2.0,19.0
Will Witherspoon,16,4,48,12.0,25,0,84,19,103,3.0,21.0
Dan Morgan,12,2,20,10.0,11,0,79,23,102,2.0,17.0
Adrian Wilson,16,3,62,20.67,27,0,80,22,102,1.0,1.0
Keith Brooking,16,3,41,13.67,27,0,86,16,102,2.5,12.5
Tebucky Jones,16,1,55,55.0,55,0,79,23,102,0.0,0.0
Erik Coleman,16,4,43,10.75,37,0,73,27,100,2.0,9.0
Sammy Knight,16,4,32,8.0,32,0,54,46,100,0.0,0.0
Ronde Barber,16,3,23,7.67,23,0,84,15,99,3.0,20.0
Takeo Spikes,16,5,122,24.4,62,2,63,35,98,3.0,16.0
Troy Polamalu,16,5,58,11.6,26,1,68,29,97,1.0,7.0
Bryan Scott,16,1,22,22.0,22,0,86,11,97,2.5,21.0
Carlos Emmons,15,0,0,0.0,0,0,62,35,97,1.0,8.0
Edgerton Hartwell,16,0,0,0.0,0,0,56,41,97,0.0,0.0
Terrence Kiel,16,2,31,15.5,31,0,72,25,97,1.0,3.0
Marcus Trufant,16,5,141,28.2,58,0,86,10,96,1.0,8.0
Pisa Tinoisamoa,16,0,0,0.0,0,0,76,19,95,1.5,9.0
Roy Williams,16,2,53,26.5,33,0,74,21,95,0.0,0.0
James Darling,15,1,65,65.0,65,0,77,18,95,1.0,6.0
James Farrior,16,4,113,28.25,41,1,67,28,95,3.0,22.0
E.J. Henderson,14,0,0,0.0,0,0,66,28,94,1.0,9.0
David Thornton,16,1,5,5.0,5,0,71,23,94,0.0,0.0
Jeff Ulbrich,16,1,19,19.0,19,0,74,19,93,1.0,6.0
Akin Ayodele,16,0,0,0.0,0,0,76,17,93,2.0,16.0
Jay Bellamy,16,0,0,0.0,0,0,74,18,92,0.0,0.0
Ray Buchanan,16,1,27,27.0,27,0,66,26,92,0.0,0.0
Terrence McGee,16,3,21,7.0,21,0,75,17,92,2.0,7.0
Kevin Lewis,16,0,0,0.0,0,0,65,26,91,1.0,5.0
Scott Fujita,16,0,0,0.0,0,0,67,23,90,4.5,25.5
Chris Hope,16,1,41,41.0,41,0,59,31,90,0.0,0.0
Michael Lewis,16,1,0,0.0,0,0,76,14,90,0.0,0.0
Adam Archuleta,16,0,0,0.0,0,0,76,13,89,2.0,15.0
Sheldon Brown,16,2,33,16.5,33,0,66,23,89,3.0,25.0
Donovin Darius,16,5,80,16.0,37,0,61,28,89,0.0,0.0
Landon Johnson,16,0,0,0.0,0,0,62,27,89,2.0,14.0
Isaiah Kacyvenski,16,0,0,0.0,0,0,68,21,89,1.0,0.0
Gary Baxter,16,1,33,33.0,33,0,72,16,88,2.0,8.0
Kenoy Kennedy,16,1,21,21.0,21,0,70,18,88,2.0,15.0
Brock Marion,16,3,43,14.33,24,0,66,22,88,0.0,0.0
Tony Parrish,16,4,64,16.0,26,0,60,28,88,0.5,2.5
Dunta Robinson,16,6,146,24.33,61,0,74,14,88,3.0,26.0
Antoine Winfield,14,3,89,29.67,56,0,72,16,88,0.0,0.0
Will Demps,16,1,0,0.0,0,0,67,20,87,2.5,23.5
Randall Godfrey,15,0,0,0.0,0,0,68,19,87,2.0,14.0
Dwight Smith,16,3,13,4.33,13,0,75,11,86,0.0,0.0
Mike Minter,16,0,0,0.0,0,0,63,20,83,2.0,12.0
James Davis,16,0,0,0.0,0,0,58,25,83,3.5,24.5
Brian Russell,16,1,41,41.0,41,0,62,20,82,0.0,0.0
Will Allen,16,1,11,11.0,11,0,75,6,81,1.0,6.0
Champ Bailey,16,3,0,0.0,0,0,68,13,81,0.0,0.0
Corey Chavous,16,1,0,0.0,0,0,61,20,81,0.0,0.0
Ryan Clark,15,0,0,0.0,0,0,65,16,81,0.0,0.0
Brent Alexander,16,3,3,1.0,2,0,56,24,80,2.0,12.0
Na'il Diggs,14,0,0,0.0,0,0,61,19,80,1.0,7.0
Charles Grant,16,1,8,8.0,8,0,66,14,80,10.5,73.0
Nick Greisen,15,0,0,0.0,0,0,61,19,80,2.0,16.0
Ken Hamlin,16,4,48,12.0,24,0,64,16,80,2.0,6.0
Jerametrius Butler,16,5,15,3.0,10,0,73,6,79,0.0,0.0
Nate Clements,16,6,77,12.83,35,1,58,21,79,0.5,0.0
Jay Foreman,11,0,0,0.0,0,0,53,26,79,0.0,0.0
Tommy Polley,15,0,0,0.0,0,0,66,13,79,2.0,10.0
Orlando Ruff,14,1,0,0.0,0,0,58,21,79,0.0,0.0
Ed Reed,16,9,358,39.78,106,1,64,14,78,2.0,28.0
Sean Taylor,15,4,85,21.25,45,0,61,17,78,1.0,8.0
Bracy Walker,16,1,0,0.0,0,0,56,22,78,1.0,12.0
David Barrett,16,2,14,7.0,14,0,64,14,78,0.0,0.0
Warrick Holdman,16,0,0,0.0,0,0,49,29,78,0.5,3.5
Ted Johnson,16,0,0,0.0,0,0,56,22,78,1.0,10.0
Nick Harper,14,3,12,4.0,12,0,58,19,77,0.0,0.0
Rob Morris,15,1,17,17.0,17,0,54,23,77,3.0,18.0
Dewayne Washington,16,2,0,0.0,0,0,68,9,77,0.0,0.0
Brian Williams,16,2,14,7.0,14,0,63,13,76,0.0,0.0
Anthony Henry,15,4,83,20.75,51,0,67,9,76,0.0,0.0
Hunter Hillenmeyer,16,0,0,0.0,0,0,56,20,76,2.5,17.5
Terreal Bierria,15,1,10,10.0,10,0,52,23,75,0.0,0.0
Chris Gamble,16,6,15,2.5,13,0,69,6,75,0.0,0.0
John Henderson,16,0,0,0.0,0,0,62,13,75,5.5,25.5
Todd Johnson,16,0,0,0.0,0,0,63,12,75,0.0,0.0
David Macklin,16,4,18,4.5,16,0,63,12,75,0.5,4.0
Jerry Wilson,16,3,12,4.0,12,0,52,23,75,0.0,0.0
Ronald McKinnon,16,0,0,0.0,0,0,49,25,74,0.0,0.0
