Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Herb Adderley,4,16,4.0,12,1,--,--
Kermit Alexander,5,72,14.4,48,0,--,--
Marty Amsler,1,0,0.0,0,0,--,--
John Baker,1,0,0.0,0,0,--,--
Erich Barnes,4,47,11.75,40,0,--,--
Lem Barney,10,232,23.2,71,3,--,--
Maxie Baughan,4,69,17.25,31,0,--,--
Bobby Boyd,6,145,24.17,41,1,--,--
Johnny Brewer,2,75,37.5,70,1,--,--
Charlie Brown,1,23,23.0,23,0,--,--
Fred Brown,2,29,14.5,17,0,--,--
Tom Brown,1,51,51.0,51,0,--,--
Doug Buffone,3,39,13.0,22,0,--,--
Jackie Burkett,3,57,19.0,23,0,--,--
Jimmy Burson,2,0,0.0,0,0,--,--
Dick Butkus,1,24,24.0,24,0,--,--
Lee Roy Caffey,2,28,14.0,24,0,--,--
Lee Calland,3,106,35.33,77,1,--,--
John Campbell,2,52,26.0,30,0,--,--
Henry Carr,1,13,13.0,13,0,--,--
Jim Carroll,1,0,0.0,0,0,--,--
Ernie Clark,1,0,0.0,0,0,--,--
Phil Clark,1,6,6.0,6,0,--,--
Frank Cornish,2,10,5.0,6,0,--,--
Vince Costello,4,54,13.5,26,0,--,--
Claude Crabb,1,23,23.0,23,0,--,--
Irv Cross,2,0,0.0,0,0,--,--
Mike Curtis,1,6,6.0,6,0,--,--
Willie Daniel,2,45,22.5,35,0,--,--
Ben Davis,1,9,9.0,9,0,--,--
John Douglas,1,19,19.0,19,0,--,--
Scott Eaton,2,7,3.5,7,0,--,--
Dave Edwards,3,34,11.33,26,1,--,--
Ross Fichtner,4,113,28.25,88,0,--,--
Pat Fischer,4,85,21.25,69,1,--,--
Mike Gaechter,2,0,0.0,0,0,--,--
Dennis Gaubatz,2,10,5.0,5,0,--,--
Curtiss Gentry,4,25,6.25,17,0,--,--
Bill Glass,1,0,0.0,0,0,--,--
Austin Gonsoulin,3,9,3.0,5,0,--,--
Cornell Green,7,52,7.43,28,0,--,--
Dale Hackbart,2,45,22.5,24,1,--,--
Larry Hand,2,6,3.0,4,2,--,--
Jim Hargrove,1,3,3.0,3,0,--,--
Rickie Harris,1,0,0.0,0,0,--,--
Wendell Harris,1,0,0.0,0,0,--,--
Ben Hart,1,21,21.0,21,0,--,--
Alvin Haymond,2,33,16.5,33,0,--,--
Jimmy Heidel,1,2,2.0,2,0,--,--
Bob Hohn,2,0,0.0,0,0,--,--
Jim Houston,3,97,32.33,79,2,--,--
Mike Howell,3,20,6.67,20,0,--,--
Chuck Howley,1,28,28.0,28,1,--,--
Floyd Hudlow,2,25,12.5,21,0,--,--
Sam Huff,2,8,4.0,5,0,--,--
Don Hultz,1,16,16.0,16,1,--,--
Jim Jackson,1,22,22.0,22,0,--,--
Bob Jeter,8,78,9.75,25,0,--,--
Jimmy Johnson,2,68,34.0,38,0,--,--
Mike Johnson,5,88,17.6,49,0,--,--
Lee Roy Jordan,3,85,28.33,40,1,--,--
Karl Kassulke,2,10,5.0,10,0,--,--
Ernie Kellermann,1,9,9.0,9,0,--,--
Ike Kelley,1,18,18.0,18,0,--,--
Brady Keys,3,38,12.67,30,0,--,--
Paul Krause,8,75,9.38,32,0,--,--
Chuck Lamson,2,18,9.0,10,0,--,--
Dick LeBeau,4,29,7.25,27,0,--,--
Dale Lindsey,1,5,5.0,5,0,--,--
Dave Lloyd,1,1,1.0,1,0,--,--
Carl Lockhart,5,38,7.6,28,0,--,--
Jerry Logan,4,22,5.5,11,0,--,--
Obert Logan,3,21,7.0,18,0,--,--
Mike Lucci,2,47,23.5,31,1,--,--
Lenny Lyles,5,59,11.8,36,1,--,--
Earsell Mackbee,5,98,19.6,40,1,--,--
Bruce Maher,2,14,7.0,14,0,--,--
Paul Martha,4,41,10.25,23,0,--,--
Aaron Martin,2,8,4.0,8,0,--,--
Bob Matheson,1,0,0.0,0,0,--,--
Darris McCord,1,15,15.0,15,0,--,--
Ben McGee,1,21,21.0,21,1,--,--
Bennie McRae,5,94,18.8,34,2,--,--
Ed Meador,8,103,12.88,30,2,--,--
Ron Medved,2,23,11.5,23,0,--,--
Dale Meinert,1,5,5.0,5,0,--,--
Clark Miller,1,3,3.0,3,0,--,--
Mike Morgan,1,0,0.0,0,0,--,--
Jim Nettles,4,52,13.0,34,0,--,--
Ray Nitschke,3,35,11.67,20,1,--,--
Tommy Nobis,3,57,19.0,41,1,--,--
Jim Norton,1,0,0.0,0,0,--,--
Frank Nunley,1,7,7.0,7,0,--,--
Brig Owens,1,68,68.0,45,1,--,--
Jack Pardee,6,95,15.83,40,2,--,--
Floyd Peters,1,3,3.0,3,0,--,--
Richie Petitbon,5,73,14.6,35,0,--,--
Mel Phillips,1,0,0.0,0,0,--,--
Ron Porter,1,0,0.0,0,0,--,--
Myron Pottios,1,24,24.0,24,0,--,--
Ken Reaves,7,153,21.86,42,0,--,--
Mel Renfro,7,38,5.43,30,0,--,--
Dave Robinson,4,16,4.0,12,0,--,--
George Rose,1,15,15.0,15,0,--,--
Marion Rushing,1,2,2.0,2,0,--,--
Andy Russell,3,50,16.67,42,0,--,--
Bill Saul,1,0,0.0,0,0,--,--
Joe Scarpati,4,99,24.75,67,1,--,--
Bob Shann,1,8,8.0,8,0,--,--
Ed Sharockman,3,94,31.33,37,0,--,--
Don Shinnick,3,20,6.67,17,0,--,--
Jim Shorter,4,32,8.0,21,0,--,--
Dave Simmons,1,12,12.0,12,0,--,--
Dick Smith,3,0,0.0,0,0,--,--
Phil Spiller,2,13,6.5,13,0,--,--
Jerry Stovall,4,6,1.5,6,0,--,--
Charles Stukes,2,13,6.5,13,0,--,--
Bill Swain,1,0,0.0,0,0,--,--
Joe Taylor,1,27,27.0,27,0,--,--
Rosey Taylor,5,19,3.8,10,0,--,--
Clendon Thomas,2,39,19.5,33,0,--,--
Tom Vaughn,1,0,0.0,0,0,--,--
Rick Volk,6,145,24.17,94,1,--,--
Lloyd Voss,1,4,4.0,4,0,--,--
Carl Ward,1,0,0.0,0,0,--,--
Lonnie Warwick,2,36,18.0,19,0,--,--
Harold Wells,1,17,17.0,17,0,--,--
Freeman White,2,53,26.5,45,0,--,--
Dave Whitsell,10,178,17.8,41,2,--,--
Fred Whittingham,1,8,8.0,8,0,--,--
Dave Wilcox,2,17,8.5,17,0,--,--
Bobby Williams,2,21,10.5,19,0,--,--
Clancy Williams,4,75,18.75,29,0,--,--
Willie Williams,1,44,44.0,44,0,--,--
Larry Wilson,4,75,18.75,44,0,--,--
Doug Woodlief,2,24,12.0,15,0,--,--
Marv Woodson,7,49,7.0,24,0,--,--
Willie Wood,4,60,15.0,25,0,--,--
