Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Robert Abraham,14,1,0,0.0,0,0,1.0,--
Rick Ackerman,15,0,0,0.0,0,0,1.5,--
Julius Adams,16,0,0,0.0,0,0,8.0,--
Lyle Alzado,15,0,0,0.0,0,0,7.0,--
John Anderson,16,5,54,10.8,27,1,4.5,--
Kim Anderson,16,2,81,40.5,71,1,0.5,--
Larry Anderson,9,1,0,0.0,0,0,0.0,--
George Andrews,16,1,22,22.0,22,0,3.0,--
Hasson Arbubakrr,16,0,0,0.0,0,0,1.0,--
Harvey Armstrong,16,0,0,0.0,0,0,3.5,--
Al Baker,16,2,24,12.0,19,0,13.0,--
Jesse Baker,16,0,0,0.0,0,0,5.5,--
Keith Baldwin,16,0,0,0.0,0,0,1.0,--
Quinton Ballard,15,0,0,0.0,0,0,2.0,--
Chip Banks,16,3,95,31.67,65,1,4.0,--
Roosevelt Barnes,16,2,70,35.0,70,0,1.0,--
Bill Bates,16,1,29,29.0,29,0,4.0,--
Bob Baumhower,16,0,0,0.0,0,0,8.0,--
Tom Beasley,16,0,0,0.0,0,0,2.5,--
Mike Bell,16,0,0,0.0,0,0,10.0,--
Todd Bell,15,0,0,0.0,0,0,3.0,--
Dan Benish,16,0,0,0.0,0,0,1.0,--
Barry Bennett,13,0,0,0.0,0,0,1.0,--
Rufus Bess,14,3,38,12.67,19,0,0.0,--
Larry Bethea,14,0,0,0.0,0,0,3.0,--
Doug Betters,16,0,0,0.0,0,0,16.0,--
Gregg Bingham,16,1,4,4.0,4,0,0.0,--
Don Blackmon,15,1,39,39.0,39,0,3.5,--
Glenn Blackwood,16,3,0,0.0,0,0,1.0,--
Lyle Blackwood,16,4,77,19.25,45,0,0.0,--
Matt Blair,16,1,0,0.0,0,0,4.5,--
Mel Blount,16,4,32,8.0,21,0,0.0,--
Dwaine Board,16,0,0,0.0,0,0,13.0,--
Kim Bokamper,15,2,43,21.5,24,1,2.0,--
Keith Bostic,16,2,0,0.0,0,0,3.0,--
Charles Bowser,16,0,0,0.0,0,0,6.5,--
Walt Bowyer,14,0,0,0.0,0,0,2.0,--
Jerry Boyarsky,15,0,0,0.0,0,0,1.5,--
Greg Boyd,12,0,0,0.0,0,0,2.0,--
Greg Bracelin,16,2,19,9.5,19,0,5.5,--
Carlos Bradley,16,0,0,0.0,0,0,0.5,--
Byron Braggs,16,0,0,0.0,0,0,5.5,--
Scot Brantley,16,1,0,0.0,0,0,2.0,--
Robert Brazile,16,0,0,0.0,0,0,2.5,--
Louis Breeden,14,2,47,23.5,39,0,1.0,--
Bob Breunig,16,1,0,0.0,0,0,0.0,--
Perry Brooks,16,0,0,0.0,0,0,2.5,--
