Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Herb Adderley,5,86,17.2,39,0,--,--
Kermit Alexander,5,72,14.4,38,0,--,--
Doug Atkins,1,0,0.0,0,0,--,--
Erich Barnes,3,0,0.0,0,0,--,--
Maxie Baughan,1,9,9.0,9,0,--,--
Larry Benz,7,114,16.29,38,0,--,--
Don Bishop,5,45,9.0,31,0,--,--
Bobby Boyd,3,17,5.67,9,0,--,--
Jim Bradshaw,1,0,0.0,0,0,--,--
Rod Breedlove,1,0,0.0,0,0,--,--
Charley Britt,1,45,45.0,45,0,--,--
Roger Brown,1,20,20.0,20,0,--,--
Don Burroughs,4,36,9.0,21,0,--,--
Lee Roy Caffey,1,87,87.0,87,1,--,--
James Caroline,1,3,3.0,3,0,--,--
Jimmy Carr,1,25,25.0,15,0,--,--
Dick Compton,1,23,23.0,23,0,--,--
Vince Costello,7,118,16.86,31,0,--,--
Claude Crabb,3,82,27.33,58,1,--,--
Irv Cross,2,6,3.0,3,0,--,--
Dan Currie,1,23,23.0,23,0,--,--
Eddie Dove,2,75,37.5,75,0,--,--
Mike Dowdle,2,6,3.0,6,0,--,--
Dave Edwards,1,17,17.0,17,0,--,--
Ross Fichtner,2,75,37.5,39,1,--,--
Pat Fischer,8,169,21.13,55,0,--,--
Galen Fiss,2,8,4.0,6,0,--,--
Bill Forester,1,13,13.0,13,0,--,--
Joe Fortunato,2,30,15.0,19,0,--,--
Tom Franckhauser,2,59,29.5,32,0,--,--
Bobby Franklin,2,26,13.0,14,0,--,--
Mike Gaechter,3,140,46.67,86,0,--,--
Dennis Gaubatz,1,55,55.0,55,0,--,--
Bill George,1,4,4.0,4,0,--,--
Glenn Glass,1,29,29.0,29,0,--,--
Larry Glueck,1,14,14.0,14,0,--,--
Cornell Green,7,211,30.14,55,0,--,--
Hank Gremminger,3,25,8.33,16,0,--,--
Dale Hackbart,1,7,7.0,5,0,--,--
Dick Haley,6,65,10.83,37,1,--,--
Tom Hall,3,45,15.0,36,0,--,--
Dave Hanner,1,0,0.0,0,0,--,--
Rip Hawkins,1,6,6.0,6,0,--,--
Mike Henry,5,43,8.6,28,0,--,--
Jerry Hillebrand,5,54,10.8,34,1,--,--
Jimmy Hill,3,126,42.0,58,1,--,--
Jim Houston,1,0,0.0,0,0,--,--
Chuck Howley,2,3,1.5,3,0,--,--
Sam Huff,4,47,11.75,36,1,--,--
Don Hultz,1,35,35.0,35,1,--,--
Dick James,2,21,10.5,21,0,--,--
Jimmy Johnson,2,36,18.0,36,0,--,--
Deacon Jones,1,0,0.0,0,0,--,--
Lee Roy Jordan,3,41,13.67,23,0,--,--
Carl Kammerer,2,1,0.5,1,0,--,--
Elbert Kimbrough,1,45,45.0,45,0,--,--
Chuck Lamson,1,7,7.0,7,0,--,--
Dick Lane,5,70,14.0,33,0,--,--
Yale Lary,2,21,10.5,21,1,--,--
Dick LeBeau,5,158,31.6,70,1,--,--
Roger LeClerc,1,2,2.0,2,0,--,--
Cliff Livingston,1,13,13.0,13,0,--,--
Warren Livingston,3,31,10.33,29,0,--,--
Dave Lloyd,3,30,10.0,14,0,--,--
Jerry Logan,1,15,15.0,15,0,--,--
Gary Lowe,2,14,7.0,14,0,--,--
Lenny Lyles,2,36,18.0,36,1,--,--
Dick Lynch,9,251,27.89,82,3,--,--
Bruce Maher,1,0,0.0,0,0,--,--
Mike McClellan,1,0,0.0,0,0,--,--
Darris McCord,1,5,5.0,5,0,--,--
Bennie McRae,6,90,15.0,44,1,--,--
Ed Meador,6,38,6.33,20,0,--,--
Lou Michaels,1,0,0.0,0,0,--,--
Andy Nelson,3,37,12.33,26,1,--,--
Ray Nitschke,2,8,4.0,5,0,--,--
John Paluck,1,23,23.0,23,0,--,--
Jack Pardee,2,5,2.5,5,0,--,--
Jimmy Patton,6,46,7.67,20,0,--,--
Bob Pellegrini,2,37,18.5,37,0,--,--
Dick Pesonen,1,1,1.0,1,0,--,--
Richie Petitbon,8,161,20.13,66,1,--,--
Ed Pine,1,1,1.0,1,0,--,--
Myron Pottios,4,78,19.5,38,0,--,--
Nate Ramsey,1,0,0.0,0,0,--,--
John Reger,1,16,16.0,16,0,--,--
Andy Russell,3,20,6.67,10,0,--,--
Johnny Sample,1,0,0.0,0,0,--,--
Lonnie Sanders,3,46,15.33,38,0,--,--
Ben Scotti,1,17,17.0,17,0,--,--
Ed Sharockman,5,93,18.6,47,1,--,--
Don Shinnick,2,20,10.0,18,0,--,--
Bobby Smith,2,11,5.5,11,0,--,--
Billy Stacy,1,0,0.0,0,0,--,--
Jim Steffen,5,140,28.0,47,1,--,--
Jerry Stovall,1,0,0.0,0,0,--,--
John Symank,1,21,21.0,21,1,--,--
Rosey Taylor,9,172,19.11,46,1,--,--
Clendon Thomas,8,122,15.25,32,0,--,--
Jerry Tubbs,2,61,30.5,44,0,--,--
Larry Vargo,1,42,42.0,42,1,--,--
Wayne Walker,1,17,17.0,17,0,--,--
Allan Webb,3,34,11.33,21,0,--,--
Jim Welch,4,49,12.25,15,0,--,--
Nat Whitmyer,1,27,27.0,27,0,--,--
Dave Whitsell,6,61,10.17,39,1,--,--
Jesse Whittenton,4,90,22.5,33,0,--,--
Paul Wiggin,1,2,2.0,2,0,--,--
Larry Wilson,4,67,16.75,36,0,--,--
Roy Winston,1,0,0.0,0,0,--,--
Bill Winter,1,38,38.0,26,0,--,--
Abe Woodson,3,61,20.33,61,0,--,--
Willie Wood,5,67,13.4,22,0,--,--
