Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dave Ahrens,16,1,14,14.0,14,1,--,--
Jimmy Allen,15,9,123,13.67,34,0,--,--
Dick Ambrose,16,1,0,0.0,0,0,--,--
John Anderson,16,3,12,4.0,8,0,--,--
Kim Anderson,14,1,49,49.0,49,0,--,--
Al Baker,11,1,9,9.0,9,0,--,--
Gary Barbaro,16,5,134,26.8,34,0,--,--
Benny Barnes,16,1,24,24.0,24,0,--,--
Todd Bell,16,1,92,92.0,92,1,--,--
Don Bessillieu,16,1,0,0.0,0,0,--,--
Rufus Bess,16,1,12,12.0,12,0,--,--
Gregg Bingham,16,2,20,10.0,17,0,--,--
Glenn Blackwood,16,4,124,31.0,39,0,--,--
Lyle Blackwood,12,3,12,4.0,11,0,--,--
Richard Blackmore,16,2,43,21.5,25,0,--,--
Matt Blair,16,1,1,1.0,1,0,--,--
Stan Blinka,16,1,15,15.0,15,0,--,--
Mel Blount,16,6,106,17.67,50,1,--,--
Ron Bolton,16,1,3,3.0,3,0,--,--
Ken Bordelon,15,1,3,3.0,3,0,--,--
Luther Bradley,16,1,0,0.0,0,0,--,--
Scot Brantley,16,1,2,2.0,2,0,--,--
Larry Braziel,16,3,35,11.67,27,0,--,--
Robert Brazile,16,2,7,3.5,7,0,--,--
Louis Breeden,16,4,145,36.25,102,1,--,--
Bob Breunig,16,2,8,4.0,8,0,--,--
Cedric Brown,16,9,215,23.89,81,2,--,--
Dave Brown,10,2,2,1.0,2,0,--,--
Dave Browning,16,1,8,8.0,8,0,--,--
Guy Brown,16,1,28,28.0,28,0,--,--
Bob Brudzinski,16,2,35,17.5,19,0,--,--
Mark Buben,16,1,49,49.0,49,0,--,--
Willie Buchanon,16,5,31,6.2,18,0,--,--
Lloyd Burruss,16,4,75,18.75,46,1,--,--
Bobby Butler,16,5,86,17.2,41,0,--,--
Keith Butler,16,2,0,0.0,0,0,--,--
Greg Buttle,15,2,34,17.0,22,0,--,--
Dave Butz,16,1,26,26.0,26,0,--,--
Glenn Cameron,16,1,0,0.0,0,0,--,--
Deron Cherry,13,1,4,4.0,4,0,--,--
Al Chesley,16,2,66,33.0,35,0,--,--
Mario Clark,16,5,142,28.4,53,0,--,--
Raymond Clayborn,16,2,39,19.5,39,0,--,--
Garry Cobb,16,3,32,10.67,17,0,--,--
Monte Coleman,12,3,52,17.33,52,1,--,--
Robin Cole,14,1,29,29.0,29,0,--,--
Tim Collier,14,1,17,17.0,17,0,--,--
