Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Ray Agnew,12,0,0,0.0,0,0,2.5,--
Eric Allen,16,3,37,12.33,35,1,0.0,--
Patrick Allen,16,1,27,27.0,27,0,0.0,--
Jeff Alm,16,0,0,0.0,0,0,0.5,--
Eddie Anderson,16,3,49,16.33,31,0,0.0,--
Trace Armstrong,16,0,0,0.0,0,0,10.0,--
Gene Atkins,16,2,15,7.5,15,0,3.0,--
Steve Atwater,15,2,32,16.0,27,0,1.0,--
Carlton Bailey,16,0,0,0.0,0,0,2.0,--
Al Baker,9,0,0,0.0,0,0,3.0,--
Jerry Ball,15,0,0,0.0,0,0,2.0,--
Carl Banks,9,0,0,0.0,0,0,1.0,--
Chip Banks,16,0,0,0.0,0,0,4.5,--
Bill Bates,16,1,4,4.0,4,0,0.0,--
Martin Bayless,14,1,0,0.0,0,0,3.0,--
Anthony Bell,16,1,0,0.0,0,0,3.0,--
Mike Bell,16,0,0,0.0,0,0,1.0,--
Cornelius Bennett,16,0,0,0.0,0,0,4.0,--
Tony Bennett,14,0,0,0.0,0,0,3.0,--
Ray Bentley,16,1,13,13.0,13,0,0.0,--
George Bethune,16,0,0,0.0,0,0,2.0,--
Duane Bickett,15,1,9,9.0,9,0,4.5,--
Lewis Billups,15,3,39,13.0,29,0,0.0,--
Bennie Blades,12,2,25,12.5,21,0,1.0,--
Anthony Blaylock,16,2,45,22.5,45,0,1.0,--
Ned Bolcar,5,1,0,0.0,0,0,0.0,--
Todd Bowles,16,3,74,24.67,43,0,1.0,--
Stephen Braggs,15,2,13,6.5,11,0,2.5,--
Tyrone Braxton,3,1,10,10.0,10,0,0.0,--
Mike Brim,16,2,11,5.5,11,0,0.0,--
Matt Brock,16,0,0,0.0,0,0,4.0,--
Kevin Brooks,6,0,0,0.0,0,0,1.0,--
Michael Brooks,16,0,0,0.0,0,0,2.0,--
Dennis Brown,15,0,0,0.0,0,0,6.0,--
J.B. Brown,16,0,0,0.0,0,0,1.0,--
Jerome Brown,16,0,0,0.0,0,0,1.0,--
Joey Browner,16,7,103,14.71,31,1,3.0,--
Robert Brown,16,0,0,0.0,0,0,3.0,--
Vincent Brown,16,0,0,0.0,0,0,2.5,--
Aundray Bruce,16,0,0,0.0,0,0,4.0,--
Jeff Bryant,15,0,0,0.0,0,0,5.5,--
Rick Bryan,16,0,0,0.0,0,0,1.0,--
Jason Buck,16,0,0,0.0,0,0,0.5,--
Bob Buczkowski,15,0,0,0.0,0,0,0.5,--
Rob Burnett,16,0,0,0.0,0,0,2.0,--
Lloyd Burruss,16,1,14,14.0,14,0,0.0,--
Jim Burt,13,0,0,0.0,0,0,2.0,--
Barney Bussey,16,4,37,9.25,18,0,2.0,--
Bobby Butler,16,3,0,0.0,0,0,0.0,--
LeRoy Butler,16,3,42,14.0,28,0,0.0,--
Dennis Byrd,16,0,0,0.0,0,0,13.0,--
Gill Byrd,16,7,63,9.0,24,0,0.0,--
Ravin Caldwell,16,0,0,0.0,0,0,1.0,--
John Cannon,15,0,0,0.0,0,0,1.0,--
Mark Carrier,16,10,39,3.9,14,0,0.0,--
Michael Carter,15,0,0,0.0,0,0,1.0,--
Scott Case,16,3,38,12.67,36,1,3.0,--
Tony Casillas,9,0,0,0.0,0,0,1.0,--
Chuck Cecil,9,1,0,0.0,0,0,0.0,--
Dick Chapura,7,0,0,0.0,0,0,1.0,--
Deron Cherry,9,3,40,13.33,21,0,0.0,--
Ray Childress,16,0,0,0.0,0,0,8.0,--
Sam Clancy,16,0,0,0.0,0,0,7.5,--
Ken Clarke,12,0,0,0.0,0,0,7.0,--
Kyle Clifton,16,3,49,16.33,39,0,0.5,--
Jackie Cline,5,0,0,0.0,0,0,1.0,--
Mike Cofer,16,1,0,0.0,0,0,10.0,--
Monte Coleman,15,1,0,0.0,0,0,3.0,--
Andre Collins,16,0,0,0.0,0,0,6.0,--
Mark Collins,13,2,0,0.0,0,0,0.0,--
Darren Comeaux,9,0,0,0.0,0,0,1.0,--
Shane Conlan,16,0,0,0.0,0,0,1.0,--
Darion Conner,16,0,0,0.0,0,0,2.0,--
Johnie Cooks,14,0,0,0.0,0,0,1.0,--
Toi Cook,16,2,55,27.5,50,0,1.0,--
Louis Cooper,16,0,0,0.0,0,0,2.0,--
Ron Cox,13,0,0,0.0,0,0,3.0,--
Ray Crockett,16,3,17,5.67,9,0,1.0,--
Jeff Cross,16,0,0,0.0,0,0,11.5,--
Travis Curtis,14,2,45,22.5,23,0,0.0,--
Kenny Davidson,14,0,0,0.0,0,0,3.5,--
Darrell Davis,15,0,0,0.0,0,0,5.0,--
Eric Davis,16,1,13,13.0,13,0,0.0,--
Reuben Davis,16,0,0,0.0,0,0,1.0,--
Scott Davis,16,0,0,0.0,0,0,10.0,--
Jack Del Rio,16,0,0,0.0,0,0,1.5,--
Rick Dennison,13,0,0,0.0,0,0,1.0,--
Burnell Dent,15,0,0,0.0,0,0,1.0,--
Richard Dent,16,3,21,7.0,15,0,12.0,--
Charles Dimry,16,3,16,5.33,13,0,0.0,--
Cris Dishman,16,4,50,12.5,42,0,0.0,--
Chris Doleman,16,1,30,30.0,30,0,11.0,--
Jeff Donaldson,16,3,28,9.33,14,0,0.0,--
Mark Duckens,15,0,0,0.0,0,0,3.0,--
Dave Duerson,16,1,0,0.0,0,0,0.0,--
Brad Edwards,16,2,33,16.5,33,0,0.0,--
Donnie Elder,12,1,0,0.0,0,0,0.5,--
Riki Ellison,16,1,7,7.0,7,0,0.0,--
Tory Epps,16,0,0,0.0,0,0,3.0,--
Byron Evans,16,1,43,43.0,22,1,1.0,--
Donald Evans,16,0,0,0.0,0,0,3.0,--
Eric Everett,16,3,28,9.33,23,0,0.0,--
Thomas Everett,15,3,2,0.67,2,0,0.0,--
Kevin Fagan,16,0,0,0.0,0,0,9.5,--
Brett Faryniarz,16,0,0,0.0,0,0,2.0,--
Jeff Faulkner,7,0,0,0.0,0,0,2.0,--
Keith Ferguson,16,0,0,0.0,0,0,3.0,--
Simon Fletcher,16,0,0,0.0,0,0,11.0,--
Mike Fox,16,0,0,0.0,0,0,1.5,--
James Francis,16,1,17,17.0,17,1,8.0,--
Donald Frank,16,2,8,4.0,4,0,0.0,--
Lorenzo Freeman,11,0,0,0.0,0,0,2.0,--
William Frizzell,16,3,91,30.33,37,1,1.5,--
