Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Donnie Abraham,13,1,3,3.0,3,0,0.0,0.0
Kevin Abrams,16,0,0,0.0,0,0,3.0,23.0
Sam Adams,16,1,25,25.0,25,1,2.0,2.0
Ray Agnew,16,1,0,0.0,0,0,5.0,47.0
Allen Aldridge,16,0,0,0.0,0,0,3.0,12.0
Ink Aleaga,15,0,0,0.0,0,0,1.0,14.0
Derrick Alexander,16,0,0,0.0,0,0,7.5,45.5
Elijah Alexander,13,1,12,12.0,12,0,0.0,0.0
Eric Allen,10,5,59,11.8,22,0,0.0,0.0
Ashley Ambrose,15,2,0,0.0,0,0,0.0,0.0
Lester Archambeau,15,0,0,0.0,0,0,10.0,75.0
Jessie Armstead,16,2,4,2.0,4,0,5.0,30.0
Trace Armstrong,16,0,0,0.0,0,0,10.5,63.0
Steve Atwater,16,1,4,4.0,4,0,0.0,0.0
Michael Bankston,16,0,0,0.0,0,0,4.5,19.5
Michael Barber,12,1,0,0.0,0,0,2.0,26.0
Ronde Barber,16,2,67,33.5,56,0,3.0,21.0
Shawn Barber,16,1,0,0.0,0,0,0.0,0.0
Roy Barker,16,1,0,12.0,49.5
Tom Barndt,16,0,0,0.0,0,0,3.5,21.0
Micheal Barrow,16,1,10,10.0,10,0,4.0,29.0
Aaron Beasley,16,3,35,11.67,34,0,0.0,0.0
Jay Bellamy,16,3,40,13.33,24,0,1.0,4.0
Myron Bell,16,0,0,0.0,0,0,1.0,8.0
Jason Belser,16,1,19,19.0,19,0,1.0,13.0
Cornelius Bennett,16,0,0,0.0,0,0,1.0,6.0
Tommy Bennett,16,2,100,50.0,70,1,0.0,0.0
Bertrand Berry,16,0,0,0.0,0,0,4.0,27.0
Greg Biekert,16,0,0,0.0,0,0,3.0,13.0
Blaine Bishop,13,1,13,13.0,13,0,3.0,24.0
Robert Blackmon,15,1,14,14.0,14,0,1.0,1.0
Michael Booker,14,1,27,27.0,27,0,0.0,0.0
Vaughn Booker,16,0,0,0.0,0,0,3.0,19.0
Chris Bordano,16,0,0,0.0,0,0,1.0,2.0
Peter Boulware,16,0,0,0.0,0,0,8.5,46.0
Marc Boutte,13,0,0,0.0,0,0,2.0,11.0
Joe Bowden,16,1,1,1.0,1,1,1.5,2.0
Stephen Boyd,13,0,0,0.0,0,0,4.0,23.0
Brant Boyer,11,0,0,0.0,0,0,1.0,7.0
Tony Brackens,12,0,0,0.0,0,0,3.5,22.5
Ronnie Bradford,14,3,11,3.67,11,1,0.0,0.0
Donny Brady,13,0,0,0.0,0,0,1.0,8.0
Jeff Brady,16,4,85,21.25,43,0,4.0,24.0
Chad Bratzke,16,0,0,0.0,0,0,11.0,73.0
Tyrone Braxton,16,1,72,72.0,72,0,0.0,0.0
Lorenzo Bromell,14,0,0,0.0,0,0,8.0,62.0
Zack Bronson,11,4,34,8.5,28,0,0.0,0.0
Derrick Brooks,16,1,25,25.0,25,0,0.0,0.0
Keith Brooking,15,1,12,12.0,12,0,0.0,0.0
Chad Brown,16,1,11,11.0,11,0,7.5,31.5
Corwin Brown,16,1,0,0.0,0,0,0.0,0.0
Tedy Bruschi,16,0,0,0.0,0,0,2.0,15.0
Junior Bryant,16,0,0,0.0,0,0,5.0,34.5
Ray Buchanan,16,7,102,14.57,34,0,0.0,0.0
