Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Herb Adderley,7,132,18.86,50,1,--,--
Erich Barnes,6,61,10.17,22,0,--,--
Maxie Baughan,1,0,0.0,0,0,--,--
Don Bishop,6,134,22.33,44,0,--,--
Bobby Boyd,7,163,23.29,28,0,--,--
Rod Breedlove,3,27,9.0,12,0,--,--
Carl Brettschneider,2,15,7.5,11,0,--,--
Charley Britt,3,50,16.67,28,0,--,--
Jackie Burkett,2,21,10.5,12,0,--,--
Don Burroughs,7,96,13.71,28,0,--,--
Bill Butler,5,80,16.0,39,1,--,--
James Caroline,2,21,10.5,21,0,--,--
Jimmy Carr,3,59,19.67,25,0,--,--
Jim Christopherson,1,32,32.0,32,0,--,--
Vince Costello,3,40,13.33,22,0,--,--
Claude Crabb,6,30,5.0,13,0,--,--
Irv Cross,5,46,9.2,22,0,--,--
Lindon Crow,5,100,20.0,65,1,--,--
Willie Daniel,5,85,17.0,49,1,--,--
Dean Derby,4,0,0.0,0,0,--,--
Eddie Dove,1,0,0.0,0,0,--,--
Mike Dowdle,1,7,7.0,7,0,--,--
Doug Elmore,2,28,14.0,24,0,--,--
Ross Fichtner,7,76,10.86,31,0,--,--
Pat Fischer,3,41,13.67,25,0,--,--
Galen Fiss,4,81,20.25,40,0,--,--
Don Fleming,2,13,6.5,13,0,--,--
Joe Fortunato,3,44,14.67,36,0,--,--
Tom Franckhauser,4,27,6.75,24,0,--,--
Bobby Franklin,1,10,10.0,10,0,--,--
Bobby Freeman,3,48,16.0,40,0,--,--
Mike Gaechter,5,136,27.2,100,1,--,--
Bill George,2,26,13.0,15,0,--,--
Hank Gremminger,5,88,17.6,35,0,--,--
Dale Hackbart,3,49,16.33,23,0,--,--
Dick Haley,4,26,6.5,18,0,--,--
Alvin Hall,1,0,0.0,0,0,--,--
Dave Hanner,1,0,0.0,0,0,--,--
Bob Harrison,2,14,7.0,12,0,--,--
Wendell Harris,2,52,26.0,38,0,--,--
Rip Hawkins,1,3,3.0,3,0,--,--
Matt Hazeltine,2,24,12.0,17,0,--,--
Mike Henry,1,10,10.0,10,0,--,--
Jimmy Hill,2,15,7.5,15,0,--,--
Chuck Howley,2,33,16.5,21,0,--,--
Sam Huff,1,4,4.0,4,0,--,--
Henry Jordan,1,0,0.0,0,0,--,--
Carl Kammerer,1,13,13.0,13,0,--,--
Alex Karras,1,28,28.0,28,0,--,--
Jim Katcavage,1,4,4.0,4,0,--,--
Gorden Kelley,2,11,5.5,11,0,--,--
Jim Kerr,1,12,12.0,12,0,--,--
Brady Keys,3,16,5.33,13,0,--,--
Bill Koman,1,6,6.0,6,0,--,--
Chuck Lamson,1,0,0.0,0,0,--,--
Dick Lane,4,16,4.0,13,0,--,--
Yale Lary,8,51,6.38,32,0,--,--
Dick LeBeau,4,67,16.75,31,1,--,--
Gary Lowe,2,20,10.0,20,0,--,--
Dick Lynch,5,90,18.0,27,0,--,--
Mike McClellan,3,2,0.67,2,0,--,--
Marlin McKeever,2,1,0.5,1,0,--,--
Bennie McRae,1,47,47.0,47,0,--,--
Ed Meador,1,0,0.0,0,0,--,--
Dale Meinert,1,12,12.0,12,0,--,--
Jerry Mertens,2,0,0.0,0,0,--,--
Dale Messer,1,35,35.0,35,0,--,--
Larry Morris,2,9,4.5,9,0,--,--
Andy Nelson,4,20,5.0,10,0,--,--
Ray Nitschke,4,56,14.0,28,0,--,--
John Nocera,1,0,0.0,0,0,--,--
Jerry Norton,2,21,10.5,21,0,--,--
Merlin Olsen,1,20,20.0,20,1,--,--
Bernie Parrish,2,37,18.5,37,0,--,--
Jimmy Patton,7,125,17.86,45,0,--,--
Bob Pellegrini,4,43,10.75,16,0,--,--
Bill Pellington,2,29,14.5,21,0,--,--
Dick Pesonen,2,24,12.0,17,0,--,--
Floyd Peters,1,9,9.0,9,0,--,--
Richie Petitbon,6,212,35.33,102,1,--,--
Ed Pine,2,16,8.0,13,0,--,--
Bob Quinlan,1,4,4.0,4,0,--,--
John Reger,1,0,0.0,0,0,--,--
Jimmy Ridlon,1,8,8.0,8,0,--,--
Johnny Sample,0,21,0.0,21,0,--,--
Bob Schmitz,3,65,21.67,24,1,--,--
Joe Schmidt,1,3,3.0,3,0,--,--
Ben Scotti,4,72,18.0,39,0,--,--
Tom Scott,1,0,0.0,0,0,--,--
Carver Shannon,4,33,8.25,20,0,--,--
Ed Sharockman,6,92,15.33,32,0,--,--
Don Shinnick,5,16,3.2,7,0,--,--
Jim Shofner,4,86,21.5,35,0,--,--
Bobby Smith,1,47,47.0,47,0,--,--
Billy Stacy,6,72,12.0,53,0,--,--
Ernie Stautner,1,2,2.0,2,0,--,--
Jim Steffen,4,37,9.25,36,0,--,--
Charlie Sumner,3,46,15.33,32,0,--,--
George Tarasovic,4,55,13.75,37,0,--,--
Rosey Taylor,2,64,32.0,43,1,--,--
Clendon Thomas,7,48,6.86,15,0,--,--
Bill Triplett,1,24,24.0,24,0,--,--
Jerry Tubbs,4,35,8.75,21,0,--,--
Wayne Walker,1,47,47.0,47,0,--,--
Allan Webb,3,24,8.0,21,0,--,--
Jim Welch,1,30,30.0,30,0,--,--
Dave Whitsell,5,45,9.0,26,0,--,--
Jesse Whittenton,3,40,13.33,36,0,--,--
Sam Williams,1,22,22.0,22,1,--,--
Larry Wilson,2,59,29.5,57,1,--,--
Abe Woodson,2,31,15.5,31,0,--,--
Willie Wood,9,132,14.67,37,0,--,--
