Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Sam Adams,12,0,0,0.0,0,0,4.0,35.5
Ray Agnew,11,0,0,0.0,0,0,0.5,1.5
Chidi Ahanotu,16,0,0,0.0,0,0,1.0,1.0
Trev Alberts,5,0,0,0.0,0,0,2.0,13.0
Elijah Alexander,16,1,2,2.0,2,0,1.0,10.0
Eric Allen,16,3,61,20.33,33,0,0.0,0.0
Ashley Ambrose,16,2,50,25.0,42,0,0.0,0.0
Eddie Anderson,14,0,0,0.0,0,0,2.0,14.0
Lester Archambeau,16,0,0,0.0,0,0,2.0,9.0
Jessie Armstead,16,1,0,0.0,0,0,3.0,27.0
Trace Armstrong,15,0,0,0.0,0,0,7.5,52.0
Gene Atkins,15,3,24,8.0,18,0,1.0,1.0
Steve Atwater,14,1,24,24.0,24,0,0.0,0.0
Jerry Ball,16,0,0,0.0,0,0,3.0,23.0
Carl Banks,16,0,0,0.0,0,0,1.5,6.0
Michael Bankston,16,0,0,0.0,0,0,7.0,51.5
Kurt Barber,15,0,0,0.0,0,0,1.0,3.0
Roy Barker,16,0,0,0.0,0,0,3.5,24.0
Harlon Barnett,16,3,51,17.0,24,0,0.0,0.0
Oliver Barnett,16,0,0,0.0,0,0,1.0,7.0
Troy Barnett,14,0,0,0.0,0,0,1.0,11.0
Micheal Barrow,16,0,0,0.0,0,0,2.5,21.5
Bill Bates,15,0,0,0.0,0,0,1.0,5.0
Martin Bayless,16,3,38,12.67,19,0,0.0,0.0
Willie Beamon,15,0,0,0.0,0,0,1.0,12.0
Aubrey Beavers,16,2,0,0.0,0,0,0.0,0.0
Jason Belser,13,1,31,31.0,31,0,0.0,0.0
Cornelius Bennett,16,0,0,0.0,0,0,5.0,16.5
Tony Bennett,16,0,0,0.0,0,0,9.0,82.0
Greg Biekert,16,1,11,11.0,11,0,1.5,15.0
Blaine Bishop,16,1,21,21.0,21,0,1.5,11.0
Robert Blackmon,15,1,24,24.0,24,0,0.0,0.0
Bennie Blades,16,1,0,0.0,0,0,1.0,7.0
Issac Booth,16,1,4,4.0,4,0,0.0,0.0
John Booty,16,3,95,31.67,36,0,0.0,0.0
Tim Bowens,16,0,0,0.0,0,0,3.0,27.0
Malik Boyd,16,1,22,22.0,15,0,0.0,0.0
Ronnie Bradford,12,0,0,0.0,0,0,1.0,8.0
Tyrone Braxton,16,2,3,1.5,3,0,0.0,0.0
Mike Brim,16,2,72,36.0,49,0,0.0,0.0
Michael Brooks,16,1,10,10.0,10,0,1.0,13.0
Chad Brown,16,1,9,9.0,9,0,8.5,75.0
Dennis Brown,16,1,0,0.0,0,0,3.0,15.5
Gilbert Brown,13,0,0,0.0,0,0,3.0,17.0
J.B. Brown,16,3,82,27.33,38,0,0.0,0.0
Larry Brown,15,4,21,5.25,14,0,0.0,0.0
Vincent Brown,16,3,22,7.33,12,0,1.5,11.0
Ray Buchanan,16,8,221,27.63,90,3,1.0,6.0
Terrell Buckley,16,5,38,7.6,26,0,0.0,0.0
Brentson Buckner,13,0,0,0.0,0,0,2.0,12.0
Vince Buck,16,1,0,0.0,0,0,1.0,3.0
Rob Burnett,16,0,0,0.0,0,0,10.0,63.5
Jeff Burris,16,2,24,12.0,24,0,0.0,0.0
Barney Bussey,16,0,0,0.0,0,0,1.5,7.0
LeRoy Butler,13,3,68,22.67,51,0,1.0,8.0
Mike Caldwell,16,1,0,0.0,0,0,0.0,0.0
Jesse Campbell,14,2,3,1.5,2,0,0.0,0.0
Darren Carrington,16,3,51,17.0,32,0,0.0,0.0
Mark Carrier,16,2,10,5.0,7,0,0.0,0.0
Dale Carter,16,2,24,12.0,24,0,0.0,0.0
Marty Carter,16,0,0,0.0,0,0,1.0,9.0
Tom Carter,16,3,58,19.33,40,0,0.0,0.0
Scott Case,15,2,12,6.0,12,0,0.0,0.0
Tony Casillas,12,0,0,0.0,0,0,1.5,8.5
Ray Childress,16,0,0,0.0,0,0,6.0,30.0
Vinnie Clark,16,5,149,29.8,74,0,0.0,0.0
Willie Clay,16,3,54,18.0,28,1,0.0,0.0
Marco Coleman,16,0,0,0.0,0,0,6.0,23.0
Monte Coleman,16,0,0,0.0,0,0,0.5,3.5
Andre Collins,16,4,150,37.5,92,2,1.5,7.5
Mark Collins,14,2,83,41.5,78,1,2.0,11.0
Harry Colon,16,1,3,3.0,3,0,0.0,0.0
Shane Conlan,15,0,0,0.0,0,0,1.0,11.0
Darion Conner,16,1,56,56.0,56,0,10.5,66.0
Toi Cook,16,1,18,18.0,18,0,0.0,0.0
John Copeland,12,0,0,0.0,0,0,1.0,6.0
