Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Herb Adderley,1,9,9.0,9,0,--,--
Dave Baker,6,123,20.5,40,0,--,--
Erich Barnes,7,195,27.86,102,2,--,--
Maxie Baughan,1,22,22.0,22,0,--,--
Chuck Bednarik,2,33,16.5,33,0,--,--
Bob Bercich,3,48,16.0,28,0,--,--
Don Bishop,8,172,21.5,57,0,--,--
Bobby Boyd,2,0,0.0,0,0,--,--
Rod Breedlove,2,31,15.5,27,0,--,--
Charley Britt,5,29,5.8,13,0,--,--
Tom Brookshier,2,20,10.0,20,0,--,--
Roger Brown,1,10,10.0,10,0,--,--
Jackie Burkett,1,23,23.0,23,0,--,--
Don Burroughs,7,90,12.86,42,0,--,--
Bill Butler,3,103,34.33,71,1,--,--
James Caroline,3,48,16.0,28,0,--,--
Jimmy Carr,2,20,10.0,20,0,--,--
Irv Cross,2,36,18.0,36,0,--,--
Lindon Crow,6,117,19.5,31,0,--,--
Dan Currie,3,59,19.67,21,1,--,--
Willie Daniel,3,76,25.33,41,0,--,--
Dean Derby,3,73,24.33,30,0,--,--
Eddie Dove,3,41,13.67,28,0,--,--
Mike Dowdle,1,14,14.0,14,0,--,--
Galen Fiss,1,13,13.0,13,0,--,--
Don Fleming,3,62,20.67,41,0,--,--
Bill Forester,2,33,16.5,33,0,--,--
Joe Fortunato,3,34,11.33,16,0,--,--
Tom Franckhauser,1,23,23.0,23,0,--,--
Bobby Franklin,2,20,10.0,20,0,--,--
Ken Frost,1,0,0.0,0,0,--,--
Bill George,3,18,6.0,13,0,--,--
Gary Glick,4,18,4.5,10,0,--,--
Dick Grecni,1,16,16.0,16,0,--,--
Glynn Gregory,1,21,21.0,21,0,--,--
Hank Gremminger,5,54,10.8,41,0,--,--
Dale Hackbart,6,128,21.33,48,2,--,--
Dick Haley,1,0,0.0,0,0,--,--
Alvin Hall,0,10,0.0,10,0,--,--
Dave Hanner,1,1,1.0,1,0,--,--
Bob Harrison,2,14,7.0,9,0,--,--
Bob Harrison,3,43,14.33,27,0,--,--
Jimmy Harris,2,13,6.5,12,0,--,--
Rip Hawkins,5,70,14.0,34,0,--,--
Matt Hazeltine,1,26,26.0,26,0,--,--
Don Healy,1,11,11.0,11,0,--,--
Mike Henry,1,8,8.0,8,0,--,--
Harlon Hill,3,52,17.33,24,0,--,--
Jimmy Hill,4,92,23.0,35,1,--,--
Chuck Howley,1,5,5.0,5,0,--,--
Sam Huff,3,13,4.33,13,0,--,--
Dick James,1,28,28.0,28,0,--,--
Bill Jobko,1,16,16.0,16,0,--,--
Jimmy Johnson,5,116,23.2,63,0,--,--
Gorden Kelley,1,0,0.0,0,0,--,--
Jim Kerr,7,93,13.29,38,0,--,--
Brady Keys,2,21,10.5,12,0,--,--
Bill Koman,1,8,8.0,8,0,--,--
Joe Krakoski,4,13,3.25,11,0,--,--
Dick Lane,6,73,12.17,32,0,--,--
Yale Lary,6,95,15.83,42,0,--,--
Dick LeBeau,3,45,15.0,33,0,--,--
Monte Lee,1,7,7.0,7,0,--,--
Cliff Livingston,3,0,0.0,0,0,--,--
Warren Livingston,1,3,3.0,3,0,--,--
Bob Long,1,10,10.0,10,0,--,--
Gary Lowe,5,16,3.2,11,0,--,--
Dick Lynch,9,60,6.67,36,0,--,--
Bruce Maher,1,8,8.0,8,0,--,--
Darris McCord,1,11,11.0,11,0,--,--
Ed Meador,1,34,34.0,34,0,--,--
Dale Meinert,2,68,34.0,41,0,--,--
Lou Michaels,1,30,30.0,30,0,--,--
Walt Michaels,2,17,8.5,15,0,--,--
Dicky Moegle,2,31,15.5,25,0,--,--
Jack Morris,2,90,45.0,65,0,--,--
Joe Morrison,2,30,15.0,18,0,--,--
Larry Morris,1,25,25.0,25,0,--,--
Rich Mostardi,2,22,11.0,21,0,--,--
Ray Nitschke,2,41,20.5,27,0,--,--
John Nocera,0,3,0.0,3,0,--,--
Jerry Norton,7,136,19.43,47,2,--,--
Clancy Osborne,4,35,8.75,10,0,--,--
John Paluck,1,0,0.0,0,0,--,--
Jack Pardee,1,2,2.0,2,0,--,--
Bernie Parrish,7,40,5.71,15,0,--,--
Jimmy Patton,8,163,20.38,51,1,--,--
Bill Pellington,3,9,3.0,4,0,--,--
Dick Pesonen,1,28,28.0,28,0,--,--
Richie Petitbon,5,71,14.2,43,0,--,--
Myron Pottios,2,40,20.0,22,0,--,--
John Reger,1,17,17.0,17,0,--,--
Les Richter,4,44,11.0,17,0,--,--
Joe Robb,1,3,3.0,3,0,--,--
Justin Rowland,1,4,4.0,4,0,--,--
Karl Rubke,1,12,12.0,12,0,--,--
Johnny Sample,8,141,17.63,42,1,--,--
Joe Schmidt,4,38,9.5,26,1,--,--
Ben Scotti,1,10,10.0,10,0,--,--
Tom Scott,1,65,65.0,65,1,--,--
Don Shinnick,2,15,7.5,15,0,--,--
Jim Shofner,5,8,1.6,5,0,--,--
Jackie Simpson,2,46,23.0,27,0,--,--
Billy Stacy,4,95,23.75,39,2,--,--
Jim Steffen,1,11,11.0,11,0,--,--
George Strugar,1,4,4.0,4,0,--,--
Charlie Sumner,2,6,3.0,6,0,--,--
John Symank,5,99,19.8,41,0,--,--
George Tarasovic,1,16,16.0,16,0,--,--
Carl Taseff,1,15,15.0,15,0,--,--
Clendon Thomas,3,11,3.67,7,0,--,--
Jerry Tubbs,3,33,11.0,33,0,--,--
Wayne Walker,2,16,8.0,12,0,--,--
Chuck Weber,1,15,15.0,15,0,--,--
Willie West,1,14,14.0,14,0,--,--
Dave Whitsell,6,123,20.5,52,0,--,--
Jesse Whittenton,5,98,19.6,41,1,--,--
Larry Wilson,3,36,12.0,25,0,--,--
Abe Woodson,1,2,2.0,2,0,--,--
Willie Wood,5,52,10.4,21,0,--,--
Jim Wulff,3,11,3.67,7,0,--,--
