Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Mark Murphy,16,3,29,9.67,16,0,--,--
Tom Myers,15,7,127,18.14,52,1,--,--
Shane Nelson,16,1,13,13.0,13,0,--,--
Steve Nelson,15,1,18,18.0,18,0,--,--
Doug Nettles,15,2,30,15.0,30,0,--,--
Jeff Nixon,16,6,81,13.5,43,0,--,--
Ray Oldham,15,2,4,2.0,4,0,--,--
Neal Olkewicz,16,1,4,4.0,4,0,--,--
Dwayne O'Steen,16,4,42,10.5,36,0,--,--
Burgess Owens,16,6,41,6.83,15,0,--,--
Lemar Parrish,16,9,65,7.22,23,0,--,--
Whitney Paul,15,1,28,28.0,28,0,--,--
Robert Pennywell,16,1,39,39.0,39,1,--,--
Scott Perry,14,1,11,11.0,11,0,--,--
Vernon Perry,16,3,33,11.0,24,0,--,--
Tony Peters,16,1,0,--,--
Charlie Phillips,16,4,92,23.0,30,0,--,--
Doug Plank,16,3,33,11.0,22,0,--,--
Ray Preston,16,5,121,24.2,35,0,--,--
Tom Pridemore,16,2,20,10.0,20,0,--,--
Beasley Reece,16,1,3,3.0,3,0,--,--
Frank Reed,11,2,0,0.0,0,0,--,--
Mike Reinfeldt,16,12,205,17.08,39,0,--,--
Ray Rhodes,15,2,0,0.0,0,0,--,--
Earnest Rhone,16,2,17,8.5,10,0,--,--
Ken Riley,13,1,0,0.0,0,0,--,--
Joe Rizzo,13,2,25,12.5,25,0,--,--
Isiah Robertson,16,2,29,14.5,23,1,--,--
Charles Romes,16,1,0,0.0,0,0,--,--
Lucius Sanford,16,2,44,22.0,25,0,--,--
Rick Sanford,16,1,39,39.0,27,0,--,--
Terry Schmidt,16,6,44,7.33,20,1,--,--
Ken Schroy,16,1,4,4.0,4,0,--,--
Donald Schwartz,14,2,31,15.5,22,0,--,--
John Sciarra,16,2,47,23.5,34,0,--,--
Clarence Scott,16,3,56,18.67,29,0,--,--
Pete Shaw,16,3,54,18.0,30,0,--,--
Donnie Shell,16,5,10,2.0,8,0,--,--
Sanders Shiver,16,4,85,21.25,52,0,--,--
Rod Shoate,14,1,0,0.0,0,0,--,--
Keith Simpson,15,4,72,18.0,41,0,--,--
Gerald Small,16,5,74,14.8,40,0,--,--
Perry Smith,16,1,22,22.0,22,0,--,--
Greg Stemrick,16,2,50,25.0,50,0,--,--
Ken Stone,16,6,70,11.67,30,0,--,--
Art Stringer,8,2,21,10.5,21,0,--,--
Scott Studwell,14,1,18,18.0,18,0,--,--
Shafer Suggs,16,3,41,13.67,32,1,--,--
Bob Swenson,16,3,0,0.0,0,0,--,--
Jack Tatum,16,2,26,13.0,13,0,--,--
Norris Thomas,16,2,29,14.5,24,0,--,--
Pat Thomas,8,3,5,1.67,5,0,--,--
Billy Thompson,16,4,57,14.25,28,0,--,--
Norm Thompson,12,2,38,19.0,26,0,--,--
Bruce Thornton,16,1,3,3.0,3,0,--,--
Dennis Thurman,16,1,0,0.0,0,0,--,--
Steve Towle,16,1,0,0.0,0,0,--,--
John Turner,16,2,48,24.0,36,0,--,--
Ray Waddy,16,1,6,6.0,6,0,--,--
Mike Wagner,8,4,31,7.75,19,0,--,--
Len Walterscheid,15,1,15,15.0,15,0,--,--
Mike Washington,15,3,64,21.33,49,1,--,--
Charlie Weaver,8,1,17,17.0,17,0,--,--
Cornell Webster,15,1,0,0.0,0,0,--,--
Roger Wehrli,16,2,8,4.0,9,1,--,--
Charlie West,16,1,26,26.0,26,0,--,--
Jeris White,16,3,39,13.0,39,0,--,--
Stan White,16,1,11,11.0,11,0,--,--
Wilson Whitley,14,1,2,2.0,2,0,--,--
Reggie Wilkes,16,2,0,0.0,0,0,--,--
Eric Williams,16,1,25,25.0,25,0,--,--
Gerard Williams,15,4,38,9.5,22,0,--,--
Henry Williams,16,3,37,12.33,33,0,--,--
Mike Williams,16,4,55,13.75,50,0,--,--
Reggie Williams,12,2,5,2.5,3,0,--,--
Walt Williams,12,2,39,19.5,36,1,--,--
Brenard Wilson,14,4,70,17.5,50,0,--,--
J.C. Wilson,16,6,135,22.5,66,1,--,--
Rich Wingo,16,2,13,6.5,13,0,--,--
Dennis Winston,16,3,48,16.0,41,1,--,--
Dwayne Woodruff,16,1,31,31.0,31,0,--,--
Richard Wood,16,2,37,18.5,24,0,--,--
Louis Wright,16,2,20,10.0,15,0,--,--
Nate Wright,10,4,44,11.0,32,0,--,--
Pete Wysocki,16,1,9,9.0,9,0,--,--
Jim Youngblood,16,5,89,17.8,34,2,--,--
