Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Willie Alexander,14,2,56,28.0,29,0,--,--
Doug Allen,14,1,16,16.0,16,0,--,--
Nate Allen,12,1,52,52.0,52,0,--,--
Dick Anderson,14,1,3,3.0,3,0,--,--
Billy Andrews,11,1,18,18.0,18,0,--,--
Charles Anthony,13,1,23,23.0,23,0,--,--
Pete Athas,14,2,0,0.0,0,0,--,--
Bob Atkins,14,6,85,14.17,36,0,--,--
George Atkinson,14,4,39,9.75,26,0,--,--
Bob Babich,14,1,4,4.0,4,0,--,--
Ralph Baker,14,2,87,43.5,67,1,--,--
Lem Barney,13,4,61,15.25,39,0,--,--
Mike Bass,14,3,33,11.0,28,1,--,--
Al Beauchamp,14,1,34,34.0,34,0,--,--
Joe Beauchamp,10,1,35,35.0,35,0,--,--
Bobby Bell,14,1,28,28.0,28,1,--,--
Duane Benson,13,2,0,0.0,5,0,--,--
Bill Bergey,14,5,57,11.4,27,0,--,--
Gregg Bingham,14,4,36,9.0,18,0,--,--
Matt Blair,14,1,0,--,--
Mel Blount,13,2,74,37.0,52,1,--,--
Ron Bolton,14,7,18,2.57,10,0,--,--
Bill Bradley,14,2,19,9.5,10,0,--,--
Greg Brezina,14,1,9,9.0,9,0,--,--
Eddie Brown,13,2,24,12.0,24,0,--,--
Ray Brown,14,8,164,20.5,59,1,--,--
Terry Brown,14,2,15,7.5,11,0,--,--
Willie Brown,9,1,31,31.0,31,0,--,--
Waymond Bryant,13,2,11,5.5,11,0,--,--
Willie Buchanon,14,4,10,2.5,8,0,--,--
Doug Buffone,14,1,0,0.0,0,0,--,--
John Bunting,14,2,23,11.5,12,0,--,--
Nick Buoniconti,13,2,29,14.5,16,0,--,--
Fred Carr,14,1,0,0.0,0,0,--,--
Jim Carter,14,1,0,0.0,0,0,--,--
Tommy Casanova,14,2,26,13.0,26,0,--,--
Jim Cheyunski,14,1,6,6.0,6,0,--,--
Craig Clemons,14,4,84,21.0,37,0,--,--
Wayne Colman,14,1,17,17.0,17,0,--,--
