Player Name,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Gerry Conlee,1,2,2.0,--,0,--,--
Charlie Brock,4,61,15.25,--,0,--,--
Lou Brock,1,9,9.0,--,0,--,--
Dave Brown,6,64,10.67,--,0,--,--
Larry Cabrelli,1,24,24.0,--,1,--,--
Bill Callihan,1,7,7.0,--,0,--,--
Tony Canadeo,2,15,7.5,--,0,--,--
Harry Clarke,5,32,6.4,--,0,--,--
Irv Comp,10,149,14.9,--,1,--,--
Merl Condit,1,0,0.0,--,0,--,--
Marshall Goldberg,1,0,0.0,--,0,--,--
Jack Hinkle,4,98,24.5,--,0,--,--
Enio Conti,1,0,0.0,--,0,--,--
Ward Cuff,3,6,2.0,--,0,--,--
Walt Dubzinski,1,0,0.0,--,0,--,--
Chuck Fenenbock,1,28,28.0,--,0,--,--
Bob Flowers,1,0,0.0,--,0,--,--
Sherwood Fries,2,6,3.0,--,0,--,--
Charlie Gauer,1,0,0.0,--,0,--,--
Bill Geyer,2,0,0.0,--,0,--,--
Vern Ghersanich,1,19,19.0,--,0,--,--
Bill Conkright,1,12,12.0,--,0,--,--
Harry Hopp,2,40,20.0,--,1,--,--
Buckets Goldenberg,2,37,18.5,--,0,--,--
Ray Graves,1,15,15.0,--,0,--,--
Johnny Grigas,5,42,8.4,--,0,--,--
Elmer Hackney,2,94,47.0,--,0,--,--
Johnny Hall,2,49,24.5,--,0,--,--
Ray Hare,3,13,4.33,--,0,--,--
Ken Heineman,2,3,1.5,--,0,--,--
Mel Hein,1,31,31.0,--,0,--,--
Ben Hightower,1,9,9.0,--,0,--,--
Sammy Baugh,11,112,10.18,--,0,--,--
Bob Seymour,2,5,2.5,--,0,--,--
Don Hutson,8,197,24.63,--,1,--,--
Tony Ippolito,1,5,5.0,--,0,--,--
Harry Jacunski,1,7,7.0,--,0,--,--
Cecil Johnson,1,14,14.0,--,0,--,--
Lew Jones,1,4,4.0,--,0,--,--
Al Kaporch,1,0,0.0,--,0,--,--
Ben Kish,5,114,22.8,--,1,--,--
Andy Kowalski,1,9,9.0,--,0,--,--
Ted Laux,1,24,24.0,--,0,--,--
Wilbur Moore,2,46,23.0,--,0,--,--
Sid Luckman,4,85,21.25,--,0,--,--
Dante Magnani,2,23,11.5,--,0,--,--
Frank Martin,2,22,11.0,--,0,--,--
John Martin,1,35,35.0,--,0,--,--
Ned Mathews,4,44,11.0,--,0,--,--
John Matisi,1,13,13.0,--,0,--,--
Dean McAdams,3,34,11.33,--,0,--,--
Doug McEnulty,1,11,11.0,--,0,--,--
Ray McLean,4,20,5.0,--,0,--,--
Joe Setcavage,1,10,10.0,--,0,--,--
Augie Lio,1,--,0,--,--
Bob Morrow,2,49,24.5,--,0,--,--
Fred Mundee,1,8,8.0,--,0,--,--
Emery Nix,2,13,6.5,--,0,--,--
Ray Nolting,1,5,5.0,--,0,--,--
Alex Piasecky,1,0,0.0,--,0,--,--
Andy Puplis,1,19,19.0,--,0,--,--
Walt Rankin,3,30,10.0,--,0,--,--
Lou Rymkus,1,21,21.0,--,1,--,--
Frank Seno,1,0,0.0,--,0,--,--
Bob Thurbon,1,3,3.0,--,0,--,--
Lee Shaffer,1,18,18.0,--,0,--,--
Clyde Shugart,1,8,8.0,--,0,--,--
Frankie Sinkwich,1,39,39.0,--,1,--,--
Steve Slivinski,1,2,2.0,--,0,--,--
George Smith,2,40,20.0,--,0,--,--
Bob Snyder,1,8,8.0,--,0,--,--
Hank Soar,3,43,14.33,--,0,--,--
Ben Starret,1,4,4.0,--,0,--,--
Joe Laws,7,67,9.57,--,0,--,--
Earl Svendsen,1,20,20.0,--,0,--,--
Tom Miller,1,0,0.0,--,0,--,--
Pete Tinsley,1,8,8.0,--,0,--,--
Andy Uram,2,40,20.0,--,0,--,--
Art Van Tone,2,29,14.5,--,0,--,--
George Wilson,2,15,7.5,--,0,--,--
Alex Wojciechowicz,2,14,7.0,--,0,--,--
Al Wukits,1,7,7.0,--,0,--,--
Len Younce,1,30,30.0,--,1,--,--
Roy Zimmerman,5,19,3.8,--,0,--,--
Leo Stasica,1,0,0.0,--,0,--,--
