Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dick Absher,14,1,21,21.0,21,0,--,--
Ron Acks,14,1,0,0.0,0,0,--,--
Herb Adderley,12,6,182,30.33,46,0,--,--
Kermit Alexander,14,3,122,40.67,82,1,--,--
Willie Alexander,14,4,74,18.5,36,0,--,--
Chuck Allen,10,3,45,15.0,29,0,--,--
Dick Anderson,14,2,33,16.5,33,0,--,--
Ralph Anderson,7,1,14,14.0,14,0,--,--
Al Andrews,14,1,0,0.0,0,0,--,--
Billy Andrews,14,3,34,11.33,19,0,--,--
Pete Athas,13,2,52,26.0,37,1,--,--
Al Atkinson,10,2,19,9.5,17,0,--,--
Bob Atkins,12,1,25,25.0,25,1,--,--
George Atkinson,14,4,70,17.5,41,0,--,--
Coy Bacon,14,1,0,0.0,0,0,--,--
Lem Barney,9,3,78,26.0,28,1,--,--
Pete Barnes,14,2,57,28.5,36,1,--,--
Mike Bass,14,8,78,9.75,38,1,--,--
Al Beauchamp,14,6,53,8.83,18,1,--,--
Joe Beauchamp,13,4,95,23.75,52,0,--,--
Bobby Bell,14,1,26,26.0,26,1,--,--
Bill Bergey,14,1,16,16.0,16,0,--,--
Randy Beverly,8,2,19,9.5,19,0,--,--
Mel Blount,14,2,16,8.0,16,0,--,--
Bill Bradley,14,11,248,22.55,51,0,--,--
Greg Brezina,14,3,22,7.33,11,0,--,--
Lee Brooks,11,1,14,14.0,14,0,--,--
Aaron Brown,13,1,68,68.0,68,1,--,--
Ray Brown,10,3,32,10.67,23,0,--,--
Willie Brown,14,2,2,1.0,2,0,--,--
Ross Brupbacher,14,2,34,17.0,34,0,--,--
Bobby Bryant,13,3,51,17.0,19,0,--,--
Buck Buchanan,14,1,9,9.0,9,0,--,--
Doug Buffone,14,2,27,13.5,18,0,--,--
Nick Buoniconti,14,1,16,16.0,16,0,--,--
Dick Butkus,14,4,9,2.25,9,0,--,--
Lee Calland,13,2,0,0.0,0,0,--,--
Jim Carter,13,1,16,16.0,16,0,--,--
Larry Carwell,14,5,72,14.4,53,1,--,--
Edgar Chandler,14,1,13,13.0,13,0,--,--
John Charles,14,5,94,18.8,51,0,--,--
Jim Cheyunski,14,1,24,24.0,24,0,--,--
