Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Robert Abraham,16,1,1,1.0,1,0,0.0,--
Rick Ackerman,15,0,0,0.0,0,0,2.0,--
Fred Acorn,16,1,14,14.0,14,0,0.0,--
Julius Adams,16,0,0,0.0,0,0,4.0,--
Vince Albritton,16,0,0,0.0,0,0,1.0,--
Patrick Allen,16,1,2,2.0,2,0,0.0,--
Lyle Alzado,16,0,0,0.0,0,0,6.0,--
John Anderson,16,3,24,8.0,22,0,3.5,--
George Andrews,11,0,0,0.0,0,0,6.0,--
Hasson Arbubakrr,4,0,0,0.0,0,0,0.5,--
Harvey Armstrong,16,0,0,0.0,0,0,3.0,--
Al Baker,15,0,0,0.0,0,0,10.0,--
Jesse Baker,16,0,0,0.0,0,0,11.0,--
Keith Baldwin,16,0,0,0.0,0,0,4.5,--
Tom Baldwin,16,0,0,0.0,0,0,1.5,--
Carl Banks,16,0,0,0.0,0,0,3.0,--
Chip Banks,16,1,8,8.0,8,0,2.5,--
Bill Barnett,16,0,0,0.0,0,0,2.0,--
Jeff Barnes,16,1,15,15.0,15,0,1.0,--
Bill Bates,12,1,3,3.0,3,0,5.0,--
Bob Baumhower,15,0,0,0.0,0,0,2.0,--
Tom Beasley,13,0,0,0.0,0,0,2.0,--
Rodney Bellinger,10,1,0,0.0,0,0,0.0,--
Mike Bell,15,0,0,0.0,0,0,13.5,--
Todd Bell,16,4,46,11.5,36,1,4.5,--
Dan Benish,15,0,0,0.0,0,0,1.0,--
Barry Bennett,15,0,0,0.0,0,0,4.0,--
Charles Benson,16,0,0,0.0,0,0,1.0,--
Thomas Benson,16,0,0,0.0,0,0,2.0,--
Rufus Bess,16,3,7,2.33,7,0,1.0,--
Doug Betters,16,0,0,0.0,0,0,14.0,--
Gregg Bingham,16,0,0,0.0,0,0,2.0,--
Don Blackmon,16,1,3,3.0,3,0,5.0,--
Glenn Blackwood,16,6,169,28.17,50,0,0.0,--
Lyle Blackwood,16,3,29,9.67,15,0,0.0,--
Matt Blair,11,0,0,0.0,0,0,1.0,--
Jerry Blanton,10,1,14,14.0,14,0,0.5,--
Dwaine Board,16,0,0,0.0,0,0,10.0,--
Kim Bokamper,11,0,0,0.0,0,0,4.0,--
Keith Bostic,16,0,0,0.0,0,0,2.0,--
Charles Bowser,15,0,0,0.0,0,0,9.0,--
Walt Bowyer,16,0,0,0.0,0,0,3.0,--
Greg Bracelin,16,0,0,0.0,0,0,2.0,--
Scot Brantley,16,3,55,18.33,38,0,1.0,--
Robert Brazile,16,1,2,2.0,2,0,2.0,--
Louis Breeden,16,4,96,24.0,70,0,0.0,--
Jim Britt,16,1,10,10.0,10,0,0.0,--
Perry Brooks,16,0,0,0.0,0,0,5.5,--
Bud Brown,16,1,53,53.0,53,0,0.0,--
Cedric Brown,9,1,14,14.0,14,0,0.0,--
Chris Brown,16,1,31,31.0,31,0,0.0,--
Dave Brown,16,8,179,22.38,90,2,0.0,--
Greg Brown,16,0,0,0.0,0,0,16.0,--
Joey Browner,16,1,20,20.0,20,0,1.0,--
Keith Browner,16,0,0,0.0,0,0,2.0,--
Mark Brown,16,0,0,0.0,0,0,1.0,--
Robert Brown,16,1,5,5.0,5,1,5.0,--
Ross Browner,16,0,0,0.0,0,0,8.0,--
Steve Brown,16,1,26,26.0,26,0,0.0,--
Bob Brudzinski,16,1,0,0.0,0,0,3.0,--
Jeff Bryant,16,1,1,1.0,1,0,14.5,--
Rick Bryan,16,0,0,0.0,0,0,2.0,--
Dan Bunz,16,1,2,2.0,2,0,1.0,--
Gary Burley,12,0,0,0.0,0,0,5.0,--
James Burroughs,6,3,9,3.0,6,0,0.0,--
