Player Name,Games Played,Interceptions,Interception Yards,Average Ints per Game,Long,Touchdowns,Sacks,Sack Loss Yards Caused
Dave Ahrens,11,0,0,0.0,0,0,1.0,--
Vince Albritton,16,1,3,3.0,3,0,0.0,--
Eric Allen,15,8,38,4.75,18,0,0.0,--
O'Brien Alston,4,0,0,0.0,0,0,1.0,--
Eddie Anderson,15,5,233,46.6,87,2,0.0,--
John Anderson,14,1,1,1.0,1,0,0.0,--
Harvey Armstrong,16,0,0,0.0,0,0,1.0,--
Trace Armstrong,15,0,0,0.0,0,0,5.0,--
Walker Lee Ashley,16,1,0,0.0,0,0,0.0,--
Gene Atkins,14,1,0,0.0,--
Steve Atwater,16,3,34,11.33,30,0,0.0,--
Carlton Bailey,16,1,16,16.0,16,0,0.0,--
Al Baker,16,0,0,0.0,0,0,7.5,--
Jerry Ball,16,0,0,0.0,0,0,9.0,--
Michael Ball,16,1,5,5.0,5,0,0.0,--
Carl Banks,16,1,6,6.0,6,0,4.0,--
Chip Banks,10,2,13,6.5,11,0,1.0,--
Robert Banks,15,0,0,0.0,0,0,4.0,--
Bill Bates,16,1,18,18.0,18,0,0.0,--
Martin Bayless,16,1,0,0.0,0,0,1.0,--
Anthony Bell,16,0,0,0.0,0,0,2.0,--
Mike Bell,15,0,0,0.0,0,0,1.0,--
Todd Bell,4,1,13,13.0,13,0,0.0,--
Cornelius Bennett,12,2,5,2.5,6,0,5.5,--
Roy Bennett,16,3,4,1.33,4,0,0.0,--
Thomas Benson,16,2,36,18.0,19,0,2.0,--
Ray Berry,16,0,0,0.0,0,0,3.0,--
George Bethune,16,0,0,0.0,0,0,2.0,--
Duane Bickett,16,1,6,6.0,6,0,8.0,--
Lewis Billups,16,2,0,0.0,0,0,0.0,--
Anthony Blaylock,16,0,0,0.0,0,0,4.0,--
John Booty,9,1,13,13.0,13,0,0.0,--
John Bosa,13,0,0,0.0,0,0,2.0,--
Todd Bowles,16,3,25,8.33,25,0,1.0,--
Tyrone Braxton,16,6,103,17.17,34,1,0.0,--
Chet Brooks,15,3,31,10.33,19,0,1.0,--
Kevin Brooks,15,0,0,0.0,0,0,2.0,--
Michael Brooks,16,0,0,0.0,0,0,1.0,--
Willie Broughton,16,0,0,0.0,0,0,3.0,--
Dave Brown,16,6,12,2.0,12,0,0.0,--
Jerome Brown,16,0,0,0.0,0,0,10.5,--
Joey Browner,16,5,70,14.0,34,0,1.0,--
Robert Brown,16,0,0,0.0,0,0,3.0,--
Steve Brown,16,5,54,10.8,41,0,3.0,--
Vincent Brown,14,1,0,4.0,--
Aundray Bruce,16,1,0,0.0,0,0,6.0,--
Jeff Bryant,15,0,0,0.0,0,0,3.5,--
Rick Bryan,2,0,0,0.0,0,0,1.0,--
Jason Buck,16,0,0,0.0,0,0,6.0,--
Derrick Burroughs,3,0,0,0.0,0,0,1.0,--
Lloyd Burruss,9,1,0,0.0,0,0,0.0,--
Ron Burton,6,1,0,0.0,0,0,0.0,--
Barney Bussey,16,1,0,0.0,0,0,2.5,--
Dennis Byrd,16,0,0,0.0,0,0,7.0,--
Gill Byrd,16,7,38,5.43,22,0,0.0,--
Ravin Caldwell,15,0,0,0.0,0,0,3.5,--
John Cannon,16,0,0,0.0,0,0,1.0,--
Richard Carey,7,1,5,5.0,5,0,0.0,--
Alphonso Carreker,16,0,0,0.0,0,0,5.5,--
Darren Carrington,16,1,2,2.0,2,0,0.0,--
Carl Carter,15,1,0,0.0,0,0,0.0,--
Scott Case,14,2,13,6.5,13,0,1.0,--
Tony Casillas,16,0,0,0.0,0,0,2.0,--
Chuck Cecil,9,1,16,16.0,16,0,0.0,--
Dick Chapura,16,0,0,0.0,0,0,3.0,--
Clifford Charlton,15,0,0,0.0,0,0,1.0,--
Deron Cherry,15,2,27,13.5,27,0,1.0,--
Ray Childress,14,0,0,0.0,0,0,8.5,--
Sam Clancy,16,0,0,0.0,0,0,0.5,--
Ken Clarke,11,0,0,0.0,0,0,2.0,--
Bob Clasby,4,0,0,0.0,0,0,2.0,--
Raymond Clayborn,14,1,0,0.0,0,0,0.0,--
Kyle Clifton,16,0,0,0.0,0,0,2.0,--
Jackie Cline,15,0,0,0.0,0,0,1.0,--
Mike Cofer,15,0,0,0.0,0,0,9.0,--
Tim Cofield,5,0,0,0.0,0,0,1.0,--
Eric Coleman,8,1,1,1.0,1,0,0.0,--
Monte Coleman,15,2,24,12.0,24,1,4.0,--
Mark Collins,16,2,12,6.0,12,0,1.0,--
Darren Comeaux,16,1,0,0.0,0,0,0.0,--
Shane Conlan,10,1,0,0.0,0,0,1.0,--
Johnie Cooks,16,0,0,0.0,0,0,1.0,--
Toi Cook,16,3,81,27.0,63,1,1.0,--
Evan Cooper,16,4,54,13.5,38,0,0.0,--
Louis Cooper,16,0,0,0.0,0,0,1.0,--
Kip Corrington,16,1,8,8.0,8,0,0.0,--
Marcus Cotton,16,0,0,0.0,0,0,9.0,--
Greg Cox,16,0,0,0.0,0,0,1.0,--
Ray Crockett,16,1,5,5.0,5,0,0.0,--
Jeff Cross,16,0,0,0.0,0,0,10.0,--
Eugene Daniel,15,1,34,34.0,34,0,0.0,--
Brian Davis,15,4,40,10.0,15,0,0.0,--
Reuben Davis,16,1,13,13.0,13,1,3.0,--
Scott Davis,14,0,0,0.0,0,0,5.5,--
Wayne Davis,8,1,11,11.0,11,0,0.0,--
Keith DeLong,15,1,1,1.0,1,0,0.0,--
Rick Dennison,15,1,1,1.0,1,0,1.0,--
Burnell Dent,16,1,53,53.0,53,0,0.0,--
Richard Dent,15,1,30,30.0,30,0,9.0,--
Steve DeOssie,9,1,10,10.0,10,0,0.0,--
Charles Dimry,16,2,72,36.0,40,0,1.0,--
Cris Dishman,16,4,31,7.75,31,0,0.0,--
Hanford Dixon,15,1,2,2.0,2,0,0.0,--
Rickey Dixon,16,3,47,15.67,28,0,0.0,--
Chris Doleman,16,0,0,0.0,0,0,21.0,--
Jeff Donaldson,14,0,14,0.0,14,0,0.0,--
Maurice Douglass,10,1,0,0.0,0,0,0.0,--
Michael Downs,5,1,37,37.0,37,0,0.0,--
Dwight Drane,16,1,25,25.0,25,0,0.0,--
Dave Duerson,12,1,2,2.0,2,0,0.0,--
Mark Dusbabek,16,1,2,2.0,2,0,0.0,--
Tracey Eaton,16,3,33,11.0,20,0,0.0,--
Brad Edwards,9,1,18,18.0,18,0,0.0,--
Donnie Elder,16,1,0,0.0,0,0,0.0,--
Byron Evans,16,3,23,7.67,15,0,2.0,--
Eric Everett,16,4,64,16.0,30,1,0.0,--
Thomas Everett,16,3,68,22.67,32,0,0.0,--
Kevin Fagan,16,0,0,0.0,0,0,7.0,--
Eric Fairs,16,0,0,0.0,0,0,2.5,--
Brett Faryniarz,16,0,0,0.0,0,0,3.0,--
Howard Feggins,11,1,4,4.0,4,0,0.0,--
Cedric Figaro,16,1,2,2.0,2,0,0.0,--
Simon Fletcher,16,0,0,0.0,0,0,12.0,--
Ron Francis,15,1,2,2.0,2,0,0.0,--
Paul Frase,16,0,0,0.0,0,0,2.0,--
William Frizzell,16,4,58,14.5,27,0,1.5,--
David Frye,11,0,0,0.0,0,0,1.0,--
David Fulcher,16,8,87,10.88,22,0,0.0,--
William Fuller,15,0,0,0.0,0,0,6.5,--
Darrell Fullington,16,1,0,0.0,0,0,0.0,--
Bobby Futrell,16,1,1,1.0,1,0,0.0,--
David Galloway,12,0,0,0.0,0,0,5.5,--
Mike Gann,16,0,0,0.0,0,0,2.0,--
Thane Gash,16,3,65,21.67,36,2,2.0,--
Shaun Gayle,14,3,39,13.0,20,0,0.0,--
Jumpy Geathers,15,0,0,0.0,0,0,1.0,--
Dennis Gibson,6,1,10,10.0,10,0,0.0,--
Tom Gibson,16,0,0,0.0,0,0,2.0,--
Kerry Glenn,14,1,0,0.0,0,0,0.5,--
Vencie Glenn,16,4,52,13.0,31,0,1.0,--
Tim Goad,16,0,0,0.0,0,0,1.0,--
Robert Goff,12,0,0,0.0,0,0,4.0,--
Bob Golic,16,0,0,0.0,0,0,3.5,--
Mike Golic,16,1,23,23.0,23,0,3.0,--
Alex Gordon,16,1,2,2.0,2,0,1.0,--
Tim Gordon,14,4,60,15.0,34,0,0.0,--
Kurt Gouveia,15,1,1,1.0,1,0,0.0,--
Rick Graf,4,0,0,0.0,0,0,1.0,--
David Grant,16,0,0,0.0,0,0,0.5,--
Darryl Grant,16,2,0,0.0,0,0,3.5,--
Jerry Gray,16,6,48,8.0,27,1,0.0,--
David Grayson,10,2,25,12.5,14,1,1.0,--
Darrell Green,7,2,0,0.0,0,0,0.0,--
George Greene,16,1,0,0.0,0,0,2.0,--
Hugh Green,16,0,0,0.0,0,0,7.5,--
Jacob Green,15,0,0,0.0,0,0,3.0,--
Kevin Greene,16,0,0,0.0,0,0,16.5,--
Tim Green,16,0,0,0.0,0,0,5.0,--
Don Griffin,16,2,6,3.0,3,0,0.0,--
James Griffin,16,0,0,0.0,0,0,0.5,--
Larry Griffin,16,1,15,15.0,15,0,0.0,--
Leonard Griffin,16,0,0,0.0,0,0,6.5,--
Burt Grossman,16,0,0,0.0,0,0,10.0,--
Myron Guyton,16,2,27,13.5,14,0,0.0,--
Carl Hairston,16,0,0,0.0,0,0,6.5,--
Charles Haley,16,0,0,0.0,0,0,10.5,--
Delton Hall,16,1,6,6.0,6,0,0.0,--
Mark Hall,7,0,0,0.0,0,0,1.0,--
Dean Hamel,16,0,0,0.0,0,0,3.5,--
Harry Hamilton,13,6,70,11.67,30,0,0.0,--
Mike Hammerstein,15,0,0,0.0,0,0,1.5,--
Dan Hampton,4,0,0,0.0,0,0,2.0,--
Jon Hand,16,0,0,0.0,0,0,10.0,--
Mike Harden,15,2,1,0.5,1,0,0.0,--
Dwayne Harper,16,2,15,7.5,15,0,0.0,--
Mark Harper,16,3,8,2.67,8,0,1.0,--
Al Harris,16,2,18,9.0,11,0,2.0,--
Odie Harris,16,1,19,19.0,19,0,0.0,--
Tim Harris,16,0,0,0.0,0,0,19.5,--
Roy Hart,16,0,0,0.0,0,0,2.0,--
Ken Harvey,16,0,0,0.0,0,0,7.0,--
James Hasty,16,5,62,12.4,34,1,0.0,--
Wymon Henderson,16,3,58,19.33,25,0,0.0,--
Manny Hendrix,16,0,0,0.0,0,0,0.5,--
Darryl Henley,15,1,10,10.0,10,0,0.0,--
Jeff Herrod,15,0,0,0.0,0,0,2.0,--
Clifford Hicks,15,2,27,13.5,27,0,0.0,--
Eric Hill,15,0,0,0.0,0,0,1.0,--
Kenny Hill,8,1,3,3.0,3,0,0.0,--
Bryan Hinkle,13,1,4,4.0,4,0,0.0,--
George Hinkle,14,0,0,0.0,0,0,2.5,--
Liffort Hobley,16,1,22,22.0,22,0,1.0,--
Johnny Holland,16,1,26,26.0,26,0,0.0,--
Jerry Holmes,16,6,77,12.83,36,1,0.0,--
