PLAYER NAME,YEAR,INTS,INT YARDS,LONG,TOUCHDOWNS,SOLO TACKLES,TACKLE ASSISTS,SACKS,SACK LOSS YARDS CAUSED,FORCED FUMBLES,FUMBLE RECOVERIES,FUMBLE RECOVERY TDS,HOWGOOD RAW SCORE,PERCENTILE
A.J. Bouye,2013,0.0,0.0,0.0,0.0,0.0155038759689922,0.0,0.0,0.0,0.0,0.0,0.0,0.0155038759689922,0.1677651288196525
A.J. Bouye,2014,0.75,0.49382716049382713,0.37222222222222223,0.3333333333333333,0.4331745586999159,0.11382113821138207,0.0,0.0,0.0,0.0,0.0,2.4963784129606807,0.7954680977936792
A.J. Bouye,2015,1.25,0.5295414462081128,0.4239463601532567,0.3333333333333333,0.5597568371809286,0.13048780487804873,0.0,0.0,0.0,0.0,0.0,3.22706578175368,0.8356083086053413
A.J. Bouye,2016,1.5,0.5295414462081128,0.4239463601532567,0.3333333333333333,0.9163459844677503,0.3868980612883051,0.09999999999999999,0.030769230769230767,0.0,0.0,0.0,4.220834416219989,0.8920821114369502
A.J. Bouye,2017,2.25,0.3102240896358543,0.3215654077723043,0.0,0.9459326857030715,0.32570850202429147,0.09999999999999999,0.030769230769230767,0.0,0.0,0.0,4.284199915904752,0.9024532710280374
A.J. Bouye,2018,2.0,0.31450980392156863,0.3298412698412698,0.0,1.197951230267326,0.4493927125506072,0.09999999999999999,0.030769230769230767,0.0,0.0,0.0,4.422464247350002,0.9011834319526627
A.J. Bouye,2019,2.0,0.43355742296918764,0.48135642135642137,0.0,1.2373808407563682,0.4202551834130781,0.0,0.0,0.0,0.0,0.0,4.572549868495056,0.9093619558735838
A.J. Bouye,2020,0.5,0.15904761904761902,0.21151515151515152,0.0,0.9696106362773028,0.39660911171208646,0.0,0.0,0.0,0.0,0.0,2.23678251855216,0.7797202797202797
A.J. Bouye,2021,0.25,0.11904761904761903,0.1515151515151515,0.0,0.7803102247546692,0.3229249011857707,0.0,0.0,0.0,0.0,0.0,1.6237978965032103,0.7205290396779759
A.J. Cann,2016,0.0,0.0,0.0,0.0,0.0387596899224806,0.0,0.0,0.0,0.0,0.0,0.0,0.0387596899224806,0.3090909090909091
A.J. Cann,2017,0.0,0.0,0.0,0.0,0.0387596899224806,0.0,0.0,0.0,0.0,0.0,0.0,0.0387596899224806,0.2996495327102804
A.J. Cann,2018,0.0,0.0,0.0,0.0,0.04699014259737767,0.0,0.0,0.0,0.0,0.0,0.0,0.04699014259737767,0.3384615384615385
A.J. Cann,2019,0.0,0.0,0.0,0.0,0.008230452674897066,0.015151515151515133,0.0,0.0,0.0,0.0,0.0,0.023381967826412203,0.20155038759689922
A.J. Cann,2020,0.0,0.0,0.0,0.0,0.0167774612219056,0.015151515151515133,0.0,0.0,0.0,0.0,0.0,0.03192897637342073,0.25990675990675993
A.J. Cann,2021,0.0,0.0,0.0,0.0,0.008547008547008532,0.015151515151515133,0.0,0.0,0.0,0.0,0.0,0.023698523698523665,0.20011500862564693
A.J. Cann,2022,0.0,0.0,0.0,0.0,0.0244200244200244,0.0,0.0,0.0,0.0,0.0,0.0,0.0244200244200244,0.20286396181384247
A.J. Cole,2019,0.0,0.0,0.0,0.0,0.008230452674897066,0.0,0.0,0.0,0.0,0.0,0.0,0.008230452674897066,0.10673822301729279
A.J. Cole,2020,0.0,0.0,0.0,0.0,0.008230452674897066,0.0,0.0,0.0,0.0,0.0,0.0,0.008230452674897066,0.05710955710955711
