Player Name,Games Played,Extra Points Kicks,Field Goals,0-19,20-29,30-39,40-49,50+,Long,Points
Younghoe Koo,15,33/36,37/39,0/0,10/10,11/12,8/9,8/8,54,144
Jason Sanders,16,36/36,36/39,1/1,8/8,7/7,12/14,8/9,56,144
Daniel Carlson,16,45/47,33/35,0/0,18/18,8/8,3/5,4/4,54,144
Tyler Bass,16,57/59,28/34,1/1,9/9,6/9,8/9,4/6,58,141
Rodrigo Blankenship,16,43/45,32/37,0/0,10/10,12/13,9/11,1/3,53,139
Ryan Succop,16,52/57,28/31,1/1,10/10,9/9,7/9,1/2,50,136
Greg Zuerlein,16,33/36,34/41,1/1,5/5,13/13,12/13,3/9,59,135
Justin Tucker,16,52/53,26/29,0/0,8/8,6/7,9/9,3/5,55,130
Wil Lutz,16,57/58,23/28,0/0,5/6,10/10,7/9,1/3,53,126
Cairo Santos,16,36/37,30/32,0/0,9/9,10/10,9/10,2/3,55,126
Harrison Butker,16,48/54,25/27,2/2,7/7,9/9,3/5,4/4,58,123
Jason Myers,16,49/53,24/24,0/0,2/2,7/7,13/13,2/2,61,121
Joey Slye,16,33/36,29/36,0/0,11/12,10/10,7/8,1/6,56,120
Ka'imi Fairbairn,16,37/40,27/31,0/0,8/8,9/9,6/8,4/6,54,118
Graham Gano,16,21/23,31/32,0/0,4/4,13/13,9/9,5/6,55,114
Dustin Hopkins,16,30/32,27/34,0/0,5/5,7/8,13/17,2/4,51,111
Brandon McManus,15,24/27,28/34,0/0,6/6,4/5,8/8,10/15,58,108
Nick Folk,16,30/33,26/28,0/0,6/6,7/7,11/12,2/3,51,108
Michael Badgley,16,36/39,24/33,0/0,8/8,6/6,8/13,2/6,53,108
Mason Crosby,16,59/63,16/16,1/1,1/1,5/5,5/5,4/4,57,107
Matt Prater,16,38/41,21/28,0/0,4/4,7/7,4/7,6/10,59,101
Cody Parkey,15,43/47,19/22,0/0,5/5,4/6,10/11,0/0,46,100
Stephen Gostkowski,15,46/48,18/26,0/0,2/3,4/5,5/10,7/8,55,100
Robbie Gould,15,36/38,19/23,0/0,3/3,5/6,9/10,2/4,52,93
Chris Boswell,13,34/38,19/20,0/0,5/5,6/6,7/8,1/1,59,91
Randy Bullock,12,24/25,21/26,0/0,3/3,8/10,7/8,3/5,55,87
Zane Gonzalez,12,38/39,16/22,0/0,4/4,2/2,8/13,2/3,56,86
Dan Bailey,16,37/43,15/22,0/0,6/6,3/4,4/7,2/5,53,82
Jake Elliott,16,24/26,14/19,0/0,1/3,6/6,5/5,2/5,54,66
Matt Gay,7,16/16,14/16,0/0,2/2,5/6,6/7,1/1,51,58
Samuel Sloman,8,23/26,10/13,0/0,2/3,6/6,2/3,0/1,47,53
Sam Ficken,9,12/15,13/15,0/0,5/5,6/6,1/1,1/3,54,51
Aldrick Rosas,6,9/9,8/11,0/0,3/3,2/2,0/1,3/5,54,33
Sergio Castillo,6,6/7,8/13,0/0,1/2,3/4,2/5,2/2,55,30
Mike Nugent,4,7/7,7/8,0/0,1/1,4/5,2/2,0/0,43,28
Austin Seibert,5,8/9,6/9,0/0,0/0,5/5,1/3,0/1,48,26
Josh Lambo,4,8/10,5/5,0/0,0/0,2/2,1/1,2/2,59,23
Matthew Wright,3,7/7,4/4,0/0,1/1,1/1,2/2,0/0,46,19
Chase McLaughlin,4,5/6,4/5,0/0,1/1,1/1,1/1,1/2,52,17
Tristan Vizcaino,1,2/2,3/3,0/0,0/0,2/2,1/1,0/0,47,11
Kai Forbath,2,4/5,2/3,0/0,2/2,0/0,0/1,0/0,23,10
Elliott Fry,1,1/2,1/1,0/0,1/1,0/0,0/0,0/0,23,4
Jonathan Brown,1,1/1,1/2,0/0,0/0,1/2,0/0,0/0,31,4
Stephen Hauschka,1,2/2,0/2,0/0,0/1,0/0,0/1,0/0,0,2
Taylor Russolino,1,1/3,0/1,0/0,0/0,0/0,0/0,0/1,0,1
Brandon Wright,1,1/2,0/0,0/0,0/0,0/0,0/0,0/0,0,1
Jamie Gillan,16,0/0,0/1,0/0,0/0,0/0,0/0,0/1,0,0
