Player Name,Receptions,Yards,Average,Long,Touchdowns
Elroy Hirsch,66,1495,22.65,91,17
Gordie Soltau,59,826,14.0,48,7
Fran Polsfoot,57,796,13.96,80,4
Bob Mann,50,696,13.92,52,8
Dante Lavelli,43,586,13.63,47,6
Dan Edwards,39,509,13.05,53,3
Ray Pelfrey,38,462,12.16,49,5
Carl Elliott,35,317,9.06,33,5
Leon Hart,35,544,15.54,33,12
Henry Minarik,35,459,13.11,37,1
Pete Pihos,35,536,15.31,38,5
Mac Speedie,34,589,17.32,51,3
Tom Fears,32,528,16.5,54,3
Dan Garza,31,470,15.16,69,4
Bobby Walston,31,512,16.52,43,8
Buddy Young,31,508,16.39,48,3
Dorne Dibble,30,613,20.43,47,6
Dub Jones,30,570,19.0,81,5
Hugh Taylor,29,444,15.31,47,3
Lynn Chandnois,28,440,15.71,55,4
Fred Cone,28,315,11.25,49,0
John Hoffman,28,394,14.07,78,2
Elbie Nickel,28,447,15.96,77,3
Don Stonesifer,27,343,12.7,48,2
Gene Brito,24,313,13.04,38,0
Gene Schroeder,24,461,19.21,75,3
Bob Hoernschemeyer,23,263,11.43,48,3
Don Paul,23,398,17.3,53,3
Joe Scott,23,356,15.48,57,2
Tony Canadeo,22,226,10.27,46,2
Bill Dudley,22,303,13.77,40,1
Doak Walker,22,421,19.14,63,4
Sherman Howard,21,447,21.29,75,3
Billy Cross,18,322,17.89,80,3
Joe Perry,18,167,9.28,35,1
Billy Stone,18,320,17.78,62,1
Bill Stribling,18,226,12.56,42,2
Billy Wilson,18,268,14.89,38,3
Pat Harder,17,193,11.35,26,2
Val Jansante,16,200,12.5,46,1
Vitamin Smith,16,278,17.38,67,1
Bill Swiacki,16,188,11.75,24,0
George Taliaferro,16,230,14.38,47,2
Dan Towler,16,257,16.06,46,0
Billy Grimes,15,170,11.33,38,1
Jim Keane,15,247,16.47,37,1
John Dottley,14,225,16.07,77,1
Bob McChesney,14,230,16.43,40,2
Dom Moselle,14,233,16.64,85,2
Bill O'Connor,14,192,13.71,33,0
George Gulyanics,13,146,11.23,32,0
Jim Parmer,13,80,6.15,16,0
Al Beals,12,126,10.5,22,0
Ken Carpenter,12,183,15.25,45,2
Tom Keane,12,133,11.08,21,0
Johnny Strzykalski,12,105,8.75,13,0
Horace Gillom,11,164,14.91,24,0
Verl Lillywhite,11,125,11.36,29,1
Kelley Mote,11,187,17.0,39,4
Bob Wilkinson,11,182,16.55,69,1
Jim Doran,10,225,22.5,48,2
Earl Girard,10,220,22.0,75,2
