Player Name,Receptions,Yards,Average,Long,Touchdowns
Marion Motley,10,52,5.2,34,0
Fran Rogel,10,59,5.9,24,0
Pete Schabarum,10,162,16.2,47,0
Clyde Scott,10,212,21.2,53,3
Zollie Toth,10,100,10.0,23,0
Elmer Angsman,9,195,21.67,80,1
Bob Boyd,9,128,14.22,28,1
Breezy Reid,9,115,12.78,29,0
Glenn Davis,8,90,11.25,21,1
Dick Hoerner,8,102,12.75,21,1
Bosh Pritchard,8,103,12.88,38,0
Ray Ramsey,8,135,16.88,35,0
Kyle Rote,8,62,7.75,18,0
Frank Ziegler,8,59,7.38,19,0
Bill Jessup,7,99,14.14,31,1
George Thomas,7,193,27.57,53,2
J.R. Boone,6,117,19.5,24,0
Chuck Hunsinger,6,59,9.83,19,1
Tommy Kalmanir,6,91,15.17,38,1
Julie Rykovich,6,133,22.17,51,0
Bill Svoboda,6,3,0
Joe Tereshinski,6,74,12.33,21,2
Rex Bumgardner,5,61,12.2,19,1
Lindy Pearson,5,43,8.6,14,0
Eddie Price,5,19,3.8,8,0
Jerry Williams,5,49,9.8,13,0
Tank Younger,5,72,14.4,52,0
Bruce Alford,4,65,16.25,59,0
Emerson Cole,4,30,7.5,17,0
Jerry Davis,4,24,6.0,15,0
Norb Hecker,4,35,8.75,20,1
Bob Hudson,4,122,30.5,50,0
Don Kindt,4,39,9.75,12,1
Chuck Ortmann,4,62,15.5,22,0
Emil Sitko,4,28,7.0,15,0
Truett Smith,4,71,17.75,24,0
Joe Sulaitis,4,25,6.25,10,0
Steve Van Buren,4,28,7.0,18,0
Wilford White,4,45,11.25,22,1
Neill Armstrong,3,44,14.67,18,0
Jack Cloud,3,16,5.33,6,1
Paul Crowe,3,20,6.67,10,0
Joe Geri,3,59,19.67,49,1
Rob Goode,3,45,15.0,26,0
Johnny O'Quinn,3,58,19.33,34,0
Johnny Papit,3,43,14.33,24,0
Al Pollard,3,35,11.67,18,0
Bob White,3,36,12.0,22,0
Bob Celeri,2,71,35.5,51,1
Harry Dowda,2,54,27.0,48,0
Forrest Griffith,2,19,9.5,22,0
Marvin Johnson,2,38,19.0,28,0
Jerry Nuzum,2,43,21.5,39,0
Ralph Pasquariello,2,0
Dan Sandifer,2,36,18.0,30,1
Ed Sprinkle,2,11,5.5,7,1
Joe Arenas,1,12,12.0,12,1
Rex Berry,1,12,12.0,12,0
Tom Bienemann,1,8,8.0,8,0
Jim Cason,1,8,8.0,8,0
Rip Collins,1,5,5.0,5,0
Harper Davis,1,15,15.0,15,0
Chuck Drazenovich,1,27,27.0,27,0
Leon Heath,1,3,3.0,3,0
Tom Jelley,1,8,8.0,8,0
Ace Loomis,1,9,9.0,9,0
Dick Moje,1,11,11.0,11,0
Jim Monachino,1,6,6.0,6,0
Fred Morrison,1,0
Bill Murray,1,0
Bob Oristaglio,1,20,20.0,20,1
Dan Orlich,1,9,9.0,9,0
John Panelli,1,5,5.0,5,0
Brad Rowland,1,0
Eddie Saenz,1,9,9.0,9,0
Carl Taseff,1,18,18.0,18,0
Bill Wightkin,1,47,47.0,47,0
Ab Wimberly,1,10,10.0,10,0
John Wozniak,1,4,4.0,4,0
Vinnie Yablonski,1,8,8.0,8,0
Herb Hannah,0,8,0.0,8,0
Bill Johnson,0,3,0.0,3,0
Vic Lindskog,0,21,0.0,21,0
John Magee,0,7,0.0,7,0
Jim Martin,0,10,0.0,10,0
Tobin Rote,0,11,0.0,11,0
