Player Name,Receptions,Yards,Average,Long,Touchdowns
Tom Fears,51,698,13.69,80,4
Pete Pihos,46,766,16.65,48,11
Mal Kutner,41,943,23.0,71,14
Val Jansante,39,623,15.97,66,3
Bill Swiacki,39,550,14.1,65,10
Dick Todd,37,550,14.86,78,6
Joe Margucci,36,450,12.5,55,2
Ray Poole,35,492,14.06,51,3
Harold Crisler,33,599,18.15,79,6
Billy Dewell,33,442,13.39,48,2
Bob Mann,33,560,16.97,45,3
Red Hickey,30,509,16.97,69,7
Jim Keane,30,414,13.8,53,3
Jack Ferrante,28,444,15.86,66,7
Clyde Goodnight,28,448,16.0,57,3
Bosh Pritchard,27,252,9.33,34,2
Joe Sulaitis,26,298,11.46,26,1
John Greene,25,595,23.8,83,5
Neill Armstrong,24,325,13.54,33,3
Elbie Nickel,22,324,14.73,35,1
Charlie Trippi,22,228,10.36,33,2
Bill Dudley,20,210,10.5,22,6
Hugh Taylor,20,341,17.05,66,3
Joe Johnson,19,217,11.42,23,2
Bob Nussbaumer,19,252,13.26,37,1
Dick Hoerner,18,227,12.61,45,2
Ken Kavanaugh,18,352,19.56,64,6
Ralph Earhart,17,194,11.41,64,2
Nolan Luhn,17,285,16.76,40,2
George McAfee,17,227,13.35,50,2
Joe Scott,17,235,13.82,43,2
Fred Gehrke,16,173,10.81,34,1
Steve Bagarus,15,100,6.67,14,1
Ralph Heywood,14,208,14.86,42,1
Paul McKee,14,171,12.21,22,0
Gene Roberts,14,222,15.86,49,3
Bill Chipley,13,131,10.08,22,1
Ted Cook,13,156,12.0,23,0
Babe Dimancheff,13,260,20.0,52,3
Pat Harder,13,93,7.15,26,0
Tony Minisi,13,123,9.46,23,1
Kelley Mote,13,212,16.31,28,0
Frank Seno,13,322,24.77,69,3
Jim Tyree,13,106,8.15,32,0
Jack Zilly,13,169,13.0,30,4
Don Currivan,12,218,18.17,58,3
Tom Farmer,12,148,12.33,48,2
Ed Smith,12,121,10.08,49,0
Tom Keane,11,195,17.73,57,2
Don Kindt,11,137,12.45,49,0
Johnny Atwood,10,141,14.1,54,1
J.R. Boone,10,143,14.3,38,2
Frank Hubbell,10,134,13.4,48,1
John Poto,10,101,10.1,29,0
Jerry Shipkey,10,106,10.6,43,0
Ed Sprinkle,10,132,13.2,34,3
Steve Van Buren,10,96,9.6,34,0
Elmer Angsman,9,142,15.78,38,1
Tony Canadeo,9,81,9.0,32,0
Bruce Gehrke,9,109,12.11,27,1
Joe Glamp,9,138,15.33,39,2
Joe Golding,9,159,17.67,34,4
Noah Mullins,9,127,14.11,26,4
Joe Osmanski,9,43,4.78,19,0
Dick Poillon,9,105,11.67,21,1
Ed Quirk,9,40,4.44,11,0
Dan Sandifer,9,181,20.11,86,1
Noble Doss,8,96,12.0,30,0
George Gulyanics,8,130,16.25,36,1
Clyde LeForce,8,122,15.25,44,3
Bill Paschal,8,93,11.63,22,4
Rudy Romboli,8,77,9.63,33,0
Charlie Seabright,8,63,7.88,16,1
Doug Turley,8,111,13.88,33,0
Jim Castiglia,7,73,10.43,32,2
Ray Evans,7,93,13.29,36,0
Jack Myers,7,57,8.14,31,0
Bob Forte,6,63,10.5,19,1
Bill Smyth,6,66,11.0,21,1
Kenny Washington,6,104,17.33,43,1
Joe Abbey,5,67,13.4,35,0
Jack Banta,4,34,8.5,14,0
Larry Brink,4,36,9.0,18,0
Bob Cifers,4,55,13.75,29,0
Russ Craft,4,138,34.5,70,2
Mike Holovak,4,30,7.5,15,0
Les Horvath,4,42,10.5,19,0
George Papach,4,72,18.0,31,1
Fred Provo,4,3,0
Eddie Saenz,4,62,15.5,28,0
Bruce Smith,4,29,7.25,10,0
Joe Tereshinski,4,98,24.5,76,1
Emlen Tunnell,4,32,8.0,14,0
Jerry Cowhig,3,18,6.0,9,0
Bob Hoffman,3,28,9.33,13,1
Al Lawler,3,40,13.33,26,0
Dante Magnani,3,28,9.33,16,1
Gene Malinowski,3,1,0
Frank Muehlheuser,3,19,6.33,12,0
Steve Pritko,3,42,14.0,29,0
Allen Smith,3,29,9.67,18,0
Pat West,3,37,12.33,17,0
Bob Davis,2,14,7.0,11,0
Bill deCorrevont,2,7,3.5,6,0
Mel Groomes,2,18,9.0,10,0
Joe Muha,2,22,11.0,20,1
Jerry Nuzum,2,37,18.5,32,0
Joyce Pipkin,2,28,14.0,17,0
Vic Schwall,2,13,6.5,7,0
Nick Scollard,2,23,11.5,13,0
Phil Slosburg,2,29,14.5,16,0
Cecil Souders,2,19,9.5,11,0
Ernie Steele,2,43,21.5,32,1
Joe Watt,2,29,14.5,24,0
Camp Wilson,2,9,4.5,6,0
Gene Wilson,2,23,11.5,14,0
Gil Bouley,1,15,15.0,15,0
George Cheverko,1,41,41.0,41,0
Tony Compagno,1,4,4.0,4,0
Fred Enke,1,6,6.0,6,0
Fred Evans,1,0
Jim Gillette,1,8,8.0,8,0
Earl Girard,1,2,2.0,2,0
George Grimes,1,17,17.0,17,1
Howard Hartley,1,10,10.0,10,0
Dick Humbert,1,2,2.0,2,0
Jim Mello,1,17,17.0,17,0
Frank Minini,1,14,14.0,14,1
Frank Nelson,1,10,10.0,10,0
Hank Norberg,1,4,4.0,4,0
Charley Sarratt,1,3,3.0,3,0
Paul Sarringhaus,1,0
Paul Walker,1,11,11.0,11,0
Frank Williams,1,5,5.0,5,0
Vinnie Yablonski,1,13,13.0,13,0
Jim Youel,1,20,20.0,20,0
