Player Name,Receptions,Yards,Average,Long,Touchdowns
Don Hutson,47,834,17.74,75,9
Jim Benton,45,1067,23.71,84,8
Steve Bagarus,34,617,18.15,70,5
George Wilson,28,259,9.25,18,3
Billy Dewell,26,370,14.23,70,1
John Greene,26,550,21.15,63,5
Ken Kavanaugh,25,543,21.72,64,6
Bob Margarita,23,394,17.13,47,2
Eddie Rucinski,23,400,17.39,62,2
Frank Liebel,22,593,26.95,54,10
Jack Ferrante,21,464,22.1,74,7
Jack Matheson,19,241,12.68,34,1
Steve Pritko,19,255,13.42,35,4
Doug Turley,17,185,10.88,29,1
Joe Aguirre,16,189,11.81,28,0
Don Currivan,16,397,24.81,80,4
Tony Bova,15,215,14.33,52,0
Larry Cabrelli,15,140,9.33,19,0
Leo Cantor,15,159,10.6,33,0
Bob Masterson,15,186,12.4,21,0
Howie Livingston,14,250,17.86,47,2
Wayne Millner,13,130,10.0,27,2
Wilbur Moore,13,115,8.85,32,1
Connie Mack Berry,12,202,16.83,51,0
Ward Cuff,12,172,14.33,34,0
Bob Westfall,12,209,17.42,43,3
Johnny Lucente,11,45,4.09,23,0
Fred Meyer,11,135,12.27,27,1
Tom Miller,11,84,7.64,11,0
Sam Fox,10,120,12.0,28,2
Nolan Luhn,10,151,15.1,44,1
Morgan Tiller,10,146,14.6,35,0
Steve Van Buren,10,123,12.3,44,2
Bob Davis,9,56,6.22,29,0
Andy Farkas,9,132,14.67,29,2
Frank Akins,8,57,7.13,18,0
Dick Dolly,8,122,15.25,47,0
Les Dye,8,84,10.5,25,2
Fred Gehrke,8,90,11.25,23,1
Ben Kish,8,78,9.75,18,0
Flip McDonald,8,75,9.38,21,1
Ray McLean,8,117,14.63,43,0
Keith Ranspot,8,117,14.63,30,0
Bob Seymour,8,91,11.38,27,1
Tommy Colella,7,64,9.14,20,2
Hugh Gallarneau,7,58,8.29,36,1
Clyde Goodnight,7,283,40.43,75,3
Frank Seno,7,129,18.43,36,0
Jack Doolan,6,50,8.33,23,0
Al Drulis,6,49,8.17,17,0
Jim Gillette,6,48,8.0,15,0
Dick Humbert,6,53,8.83,12,0
Jim Poole,6,82,13.67,29,2
Johnny Grigas,5,59,11.8,29,0
Al Grygo,5,68,13.6,33,1
Art Jones,5,8,1.6,6,0
Abe Karnofsky,5,113,22.6,38,0
Lou Brock,4,87,21.75,46,0
Bill Callihan,4,88,22.0,29,1
Bill deCorrevont,4,36,9.0,0,0
Gary Famiglietti,4,42,10.5,13,0
Steve Filipowicz,4,49,12.25,26,1
Jim Fordham,4,34,8.5,19,0
Ray Hamilton,4,50,12.5,14,0
Red Hickey,4,76,19.0,33,0
Frank Martin,4,67,16.75,53,1
Ned Mathews,4,56,14.0,23,1
Hal Springer,4,63,15.75,36,0
John Weiss,4,82,20.5,39,1
Mel Bleeker,3,32,10.67,15,0
Ernie Bonelli,3,9,3.0,7,0
Dick Booth,3,90,30.0,54,1
Joe Carter,3,17,5.67,10,0
Merl Condit,3,16,5.33,12,0
Frank Filchock,3,33,11.0,17,0
George Franck,3,39,13.0,18,0
Ted Fritsch,3,13,4.33,9,0
Don Greenwood,3,72,24.0,42,0
Cece Hare,3,83,27.67,66,0
George McAfee,3,85,28.33,65,1
Carl Mulleneaux,3,31,10.33,13,0
Walt Rankin,3,25,8.33,9,0
Ernie Steele,3,42,14.0,31,0
Art Van Tone,3,67,22.33,41,0
Bob Brumley,2,27,13.5,29,0
Johnny Butler,2,14,7.0,9,0
George Cafego,2,20,10.0,15,0
Abe Croft,2,12,6.0,10,0
Chuck DeShane,2,29,14.5,17,0
Ed Frutig,2,5,2.5,3,1
Harvey Jones,2,36,18.0,44,1
Frank Kimble,2,16,8.0,13,0
Joe Laws,2,11,5.5,7,0
John Martin,2,20,10.0,17,0
Bus Mertes,2,1,0.5,1,0
Mike Micka,2,74,37.0,64,0
Tipp Mooney,2,10,5.0,6,0
John Naioti,2,14,7.0,8,0
Al Olszewski,2,28,14.0,22,0
Bill Paschal,2,11,5.5,6,0
Don Perkins,2,11,5.5,10,0
John Petchel,2,25,12.5,21,0
John Rogalla,2,22,11.0,17,0
Dave Ryan,2,67,33.5,63,1
Ed Shedlosky,2,15,7.5,9,0
Gil Steinke,2,12,6.0,9,0
Joe Sulaitis,2,12,6.0,6,0
Bob Swisher,2,4,2.0,4,0
Harry Wynne,2,25,12.5,20,0
Frank Balasz,1,15,15.0,15,0
Jack Banta,1,10,10.0,10,0
Irv Comp,1,50,50.0,50,1
Joe Crowley,1,12,12.0,12,0
Bob DeFruiter,1,19,19.0,19,0
Dave Diehl,1,9,9.0,9,0
Babe Dimancheff,1,15,15.0,15,0
Chuck Fenenbock,1,24,24.0,24,0
Scott Gudmundson,1,0
Jack Hinkle,1,8,8.0,8,0
Jack Itzel,1,4,4.0,4,0
Edgar Jones,1,0,0.0,0,0
George Kiick,1,0
Mike Klotovich,1,7,7.0,7,0
Johnny Knolla,1,15,15.0,15,0
Virgil Lindahl,1,32,32.0,32,0
Hugh McCullough,1,17,17.0,17,0
Jack Morton,1,18,18.0,18,0
Russ Mosley,1,10,10.0,10,0
Leon Pense,1,32,32.0,32,0
Alex Piasecky,1,18,18.0,18,0
Albie Reisz,1,11,11.0,11,0
Sal Rosato,1,7,7.0,7,0
Rudy Smeja,1,11,11.0,11,0
Jim Thomason,1,6,6.0,6,0
Alex Urban,1,55,55.0,55,0
Joe Vodicka,1,3,3.0,3,0
Clint Wager,1,32,32.0,32,0
Buss Warren,1,0
Walt Watt,1,22,22.0,22,0
Pat West,1,0
