Player Name,Receptions,Yards,Average,Long,Touchdowns
Ed Cifers,3,48,16.0,22,1
George Gulyanics,3,22,7.33,16,0
Les Horvath,3,29,9.67,14,0
Jim Lee Howell,3,41,13.67,21,0
Art Macioszczyk,3,20,6.67,8,0
Charley Mehelich,3,38,12.67,13,0
Nick Scollard,3,19,6.33,11,0
Bill Smyth,3,26,8.67,11,0
Kenny Washington,3,40,13.33,21,0
Gene Wilson,3,34,11.33,15,0
Jeff Burkett,2,44,22.0,27,1
Russ Craft,2,66,33.0,34,1
Noble Doss,2,17,8.5,19,0
Bob Hoffman,2,22,11.0,12,0
Frank Hubbell,2,60,30.0,45,2
Mike Jarmoluk,2,33,16.5,24,1
Ken Keuper,2,37,18.5,26,0
Don Kindt,2,24,12.0,14,0
Pat McHugh,2,16,8.0,10,0
Jim Mello,2,26,13.0,23,0
Mike Micka,2,11,5.5,6,0
Frank Minini,2,23,11.5,12,0
Tommy Mont,2,14,7.0,7,0
Walt Schlinkman,2,0
Bob Waterfield,2,14,7.0,18,0
Bob Westfall,2,19,9.5,14,0
Paul White,2,55,27.5,55,0
Gil Bouley,1,15,15.0,15,0
Dave Brown,1,5,5.0,5,0
Greg Browning,1,12,12.0,12,0
Johnny Clement,1,6,6.0,6,0
Red Cochran,1,7,7.0,7,1
Ed Cody,1,2,2.0,2,0
Larry Craig,1,14,14.0,14,0
Jack Doolan,1,17,17.0,17,0
Sam Goldman,1,9,9.0,9,0
Johnny Grigas,1,1,1.0,1,0
Bill Hillman,1,25,25.0,25,0
Dick Hoerner,1,20,20.0,20,0
Duke Iverson,1,11,11.0,11,0
Ben Kish,1,12,12.0,12,0
Sid Luckman,1,15,15.0,15,0
Jack Matheson,1,8,8.0,8,0
Bill Miklich,1,0
Joe Muha,1,10,10.0,10,0
Noah Mullins,1,4,4.0,4,0
Elbie Nickel,1,10,10.0,10,0
Gordon Paschka,1,0
Hal Prescott,1,15,15.0,15,0
Charles Smith,1,0
Steve Sucic,1,20,20.0,20,0
Walt Williams,1,2,2.0,2,0
Jack Wilson,1,0
