Player Name,Receptions,Yards,Average,Long,Touchdowns
Tom Fears,84,1116,13.29,53,7
Dan Edwards,52,775,14.9,82,6
Cloyce Box,50,1009,20.18,82,11
Paul Salata,50,618,12.36,57,4
Bob Shaw,48,971,20.23,65,12
Glenn Davis,42,592,14.1,50,4
Elroy Hirsch,42,687,16.36,58,7
Mac Speedie,42,548,13.05,45,1
Hugh Taylor,39,833,21.36,70,9
Pete Pihos,38,447,11.76,43,6
Fran Polsfoot,38,653,17.18,81,6
Dante Lavelli,37,565,15.27,43,5
Jim Keane,36,433,12.03,70,0
Chet Mutryn,36,379,10.53,30,2
Jack Ferrante,35,588,16.8,58,3
Doak Walker,35,534,15.26,43,6
Art Weiner,35,722,20.63,58,6
Alex Loyd,32,402,12.56,38,0
Charlie Trippi,32,270,8.44,28,1
Leon Hart,31,505,16.29,66,1
Dub Jones,31,458,14.77,80,5
Jim Cason,30,374,12.47,43,3
Al Baldwin,28,555,19.82,85,3
Dick Hoerner,26,446,17.15,48,1
Val Jansante,26,353,13.58,40,0
Fran Rogel,24,304,12.67,64,1
Johnny Strzykalski,24,187,7.79,28,1
Al Beals,22,315,14.32,38,3
Bill Dudley,22,172,7.82,17,1
John Greene,22,368,16.73,46,2
Elbie Nickel,22,527,23.95,65,4
Julie Rykovich,21,344,16.38,39,0
Jim Spavital,21,238,11.33,45,1
George Taliaferro,21,299,14.24,43,5
Bill Swiacki,20,280,14.0,38,3
Buddy Young,20,302,15.1,69,1
Rip Collins,19,295,15.53,63,0
Harold Crisler,19,307,16.16,62,5
Rob Goode,19,160,8.42,56,1
Charlie Justice,19,180,9.47,37,2
Bob McChesney,19,380,20.0,43,6
Jim Owens,19,188,9.89,43,0
Larry Coutre,17,206,12.12,77,2
Billy Grimes,17,261,15.35,96,1
Ken Kavanaugh,17,331,19.47,67,2
Steve Pritko,17,125,7.35,14,2
Joe Tereshinski,17,148,8.71,17,0
Ted Cook,16,182,11.38,21,3
Vitamin Smith,16,279,17.44,67,4
Pat Harder,15,111,7.4,35,0
Zollie Toth,15,189,12.6,60,3
Bob Oristaglio,14,134,9.57,16,0
Gordie Soltau,14,170,12.14,28,1
Fred Morrison,13,86,6.62,15,0
Joe Perry,13,69,5.31,16,1
Frank Ziegler,13,216,16.62,48,2
Clyde Goodnight,12,185,15.42,33,2
George Gulyanics,12,137,11.42,42,0
Sherman Howard,12,278,23.17,40,5
Jack Myers,12,204,17.0,39,0
Billy Stone,12,324,27.0,69,4
Marion Motley,11,151,13.73,41,1
Breezy Reid,11,120,10.91,44,2
Gene Roberts,11,144,13.09,47,1
Tony Canadeo,10,54,5.4,20,0
Dick Rifenburg,10,96,9.6,19,1
Jack Russell,10,177,17.7,49,2
Eddie Saenz,10,165,16.5,36,1
Bob Boyd,9,220,24.44,72,4
Rex Bumgardner,9,112,12.44,25,1
Jack Nix,9,114,12.67,50,0
Joe Scott,9,240,26.67,61,1
Neill Armstrong,8,124,15.5,36,1
J.R. Boone,8,139,17.38,31,0
Bob Hoernschemeyer,8,78,9.75,41,1
John Hoffman,8,161,20.13,44,2
Dan Towler,8,63,7.88,17,0
Elmer Angsman,7,56,8.0,20,1
Paul Barry,7,122,17.43,39,0
Sam Cathcart,7,99,14.14,24,0
Lynn Chandnois,7,158,22.57,51,0
Randy Clay,7,69,9.86,16,0
Ollie Cline,7,18,2.57,25,0
Vinnie Yablonski,7,71,10.14,31,0
Bobby Gage,6,127,21.17,48,2
Bob Mann,6,89,14.83,40,1
Jerry Nuzum,6,142,23.67,68,1
Jim Parmer,6,103,17.17,59,1
Wally Triplett,6,70,11.67,18,0
Al Campana,5,58,11.6,30,0
Ken Carpenter,5,45,9.0,16,0
Babe Dimancheff,5,53,10.6,17,0
Fred Gehrke,5,26,5.2,13,1
Tommy Kalmanir,5,58,11.6,41,1
Howie Livingston,5,156,31.2,74,2
Willie Manley,5,66,13.2,18,0
John North,5,90,18.0,39,0
Don Paul,5,93,18.6,35,1
Frank Spaniel,5,84,16.8,35,0
Bennie Aldridge,4,56,14.0,28,0
Ed Champagne,4,52,13.0,21,1
Earl Girard,4,89,22.25,55,0
Mal Kutner,4,74,18.5,51,0
Toy Ledbetter,4,81,20.25,29,2
Kelley Mote,4,72,18.0,41,1
Barney Poole,4,82,20.5,52,1
Eddie Price,4,30,7.5,21,0
Ed Sprinkle,4,70,17.5,27,0
Ellery Williams,4,78,19.5,34,0
Jerry Williams,4,21,5.25,11,1
Jack Cloud,3,19,6.33,13,0
Chuck Drazenovich,3,38,12.67,23,0
Don Kindt,3,72,24.0,42,1
Charlie Seabright,3,37,12.33,13,1
Emil Sitko,3,43,14.33,28,1
Bill Wightkin,3,24,8.0,17,0
George Buksar,2,2,1.0,2,0
Harper Davis,2,15,7.5,8,0
Harry Dowda,2,16,8.0,10,0
Arthur Fletcher,2,18,9.0,10,0
Bob Forte,2,9,4.5,10,0
Horace Gillom,2,54,27.0,38,1
Howard Hartley,2,27,13.5,24,0
Billy Hix,2,25,12.5,20,0
Jerry Krall,2,61,30.5,41,0
Charley Mehelich,2,18,9.0,10,0
John Panelli,2,9,4.5,7,0
Bill Smyth,2,10,5.0,6,0
Art Spinney,2,19,9.5,12,0
Pete Stout,2,15,7.5,8,0
George Thomas,2,7,3.5,4,0
Steve Van Buren,2,34,17.0,29,0
Ab Wimberly,2,18,9.0,10,0
Bruce Alford,1,14,14.0,14,0
Eddie Bagdon,1,19,19.0,19,0
Ed Berrang,1,14,14.0,14,0
Ernie Blandin,1,16,16.0,16,0
Bill Boedeker,1,10,10.0,10,0
Gil Bouley,1,11,11.0,11,0
Gail Bruce,1,10,10.0,10,0
Jim Cain,1,8,8.0,8,0
Leon Campbell,1,5,5.0,5,0
Tony Cannava,1,28,28.0,28,0
George Connor,1,21,21.0,21,0
Russ Craft,1,14,14.0,14,0
Al DeMao,1,4,4.0,4,0
Joe Gasparella,1,3,3.0,3,0
Joe Geri,1,33,33.0,33,1
Forrest Griffith,1,26,26.0,26,0
Rex Grossman,1,4,4.0,4,0
Lou Groza,1,23,23.0,23,1
Chuck Hunsinger,1,20,20.0,20,0
Tom Keane,1,19,19.0,19,0
Verl Lillywhite,1,6,6.0,6,0
Johnny Lujack,1,16,16.0,16,0
Geno Mazzanti,1,11,11.0,11,0
Ralph Pasquariello,1,2,2.0,2,0
Lindy Pearson,1,4,4.0,4,0
Don Phelps,1,28,28.0,28,0
Bob Reinhard,1,11,11.0,11,1
Vic Schwall,1,7,7.0,7,0
Clarence Self,1,12,12.0,12,0
Joe Sulaitis,1,3,3.0,3,0
Arnie Weinmeister,1,16,16.0,16,0
Ernie Zalejski,1,1,1.0,1,0
Bruno Banducci,0,11,0.0,11,1
