Player Name,Receptions,Yards,Average,Long,Touchdowns
Frank Clair,2,12,6.0,9,0
Harry Clarke,2,61,30.5,38,0
Larry Craig,2,13,6.5,12,0
Al Donelli,2,25,12.5,14,0
Jack Ferrante,2,22,11.0,12,0
Ed Frutig,2,40,20.0,34,0
Fred Gloden,2,13,6.5,11,0
Joe Hoague,2,21,10.5,14,1
Harry Hopp,2,7,3.5,5,0
Len Janiak,2,5,2.5,3,0
Billy Jefferson,2,14,7.0,11,0
George Kracum,2,17,8.5,13,0
Joe Maniaci,2,21,10.5,19,0
Wilbur Moore,2,6,3.0,5,0
Rocco Pirro,2,31,15.5,19,0
George Platukis,2,15,7.5,11,0
Dick Riffle,2,24,12.0,14,1
Norm Standlee,2,3,0
Alex Urban,2,26,13.0,14,1
Fred Vanzo,2,20,10.0,12,0
Don Wemple,2,37,18.5,29,1
Jay Arnold,1,5,5.0,5,0
Bill Bailey,1,14,14.0,14,0
Len Barnum,1,11,11.0,11,0
Dick Bassi,1,6,6.0,6,0
Steve Belichick,1,13,13.0,13,0
Maury Britt,1,45,45.0,45,1
Boyd Brumbaugh,1,1,1.0,1,0
Victor Carroll,1,31,31.0,31,0
Ed Danowski,1,12,12.0,12,0
Vince Dennery,1,65,65.0,65,1
Len Eshmont,1,4,4.0,4,0
Nello Falaschi,1,3,3.0,3,0
Elmer Hackney,1,10,10.0,10,0
Cece Hare,1,25,25.0,25,0
Kirk Hershey,1,11,11.0,11,0
Cecil Isbell,1,0
Elmer Kolberg,1,2,2.0,2,0
Bill Leckonby,1,9,9.0,9,1
Joe Lokanc,1,2,2.0,2,0
Jack Lummus,1,5,5.0,5,0
Andy Marefos,1,5,5.0,5,0
Jack Mattiford,1,21,21.0,21,0
Rudy Mucha,1,3,3.0,3,0
Dave Parker,1,10,10.0,10,0
Lloyd Parsons,1,3,3.0,3,0
John Patrick,1,12,12.0,12,0
Cotton Price,1,6,6.0,6,0
Seymour,1,3,3.0,3,0
Lee Shaffer,1,5,5.0,5,0
Hal Van Every,1,3,3.0,3,0
Lou Zontini,1,22,22.0,22,0
