Player Name,Receptions,Yards,Average,Long,Touchdowns
Don Hutson,58,738,12.72,45,10
Dick Humbert,29,332,11.45,33,3
Billy Dewell,27,362,13.41,30,1
Perry Schwartz,25,362,14.48,36,2
Lou Brock,22,307,13.95,36,2
Red Hickey,21,294,14.0,39,4
Pop Ivy,20,183,9.15,16,0
Wayne Millner,20,262,13.1,55,0
Ward Cuff,19,317,16.68,41,2
Bob Krieger,19,240,12.63,33,2
Bob McChesney,19,213,11.21,26,2
Maury Patt,17,163,9.59,25,1
Eddie Rucinski,17,204,12.0,33,1
Johnny Drake,16,211,13.19,48,1
Marshall Goldberg,16,313,19.56,76,1
Johnny Hall,16,302,18.88,80,2
Dante Magnani,14,189,13.5,61,1
Paul McDonough,14,198,14.14,26,2
Dick Plasman,14,283,20.21,42,0
Corby Davis,13,64,4.92,12,0
Andy Farkas,12,77,6.42,44,0
Ray Hare,12,87,7.25,18,0
Herman Hodges,12,128,10.67,32,0
Bob Nowaskey,12,199,16.58,40,1
Hugh Gallarneau,11,204,18.55,46,2
Ken Kavanaugh,11,314,28.55,48,6
Bob Masterson,11,135,12.27,25,1
Herm Rohrig,11,58,5.27,19,0
Howie Yeager,11,220,20.0,65,3
Joe Aguirre,10,103,10.3,17,2
Ed Cifers,10,94,9.4,19,1
Don Looney,10,186,18.6,66,1
Hank Piro,10,141,14.1,26,1
Bill Fisk,9,140,15.56,32,2
George Morris,9,17,1.89,6,0
Carl Mulleneaux,9,216,24.0,56,2
Johnny Siegal,9,220,24.44,65,3
Al Coppage,8,117,14.63,40,0
George Franck,8,95,11.88,44,1
Clarke Hinkle,8,78,9.75,28,1
Ed Justice,8,149,18.63,36,1
Dick Todd,8,125,15.63,35,1
Stan Andersen,7,79,11.29,24,0
Dick Booth,7,103,14.71,36,0
Al Krueger,7,123,17.57,35,1
Dean McAdams,7,94,13.43,47,0
George McAfee,7,144,20.57,39,3
Buddy Parker,7,122,17.43,44,0
Joe Wendlick,7,84,12.0,19,0
Terry Fox,6,71,11.83,21,0
Pug Manders,6,67,11.17,27,0
Ned Mathews,6,56,9.33,18,0
Jim Poole,6,74,12.33,16,2
Bob Seymour,6,85,14.17,41,2
Bob Swisher,6,179,29.83,53,2
Andy Uram,6,124,20.67,44,0
Merl Condit,5,32,6.4,21,0
Bill Daddio,5,39,7.8,14,0
Kay Eakin,5,81,16.2,38,1
Walt Kichefski,5,111,22.2,72,1
Mort Landsberg,5,51,10.2,19,0
Ray McLean,5,84,16.8,40,1
Hamp Pool,5,101,20.2,56,1
Charlie Seabright,5,44,8.8,14,0
John Shonk,5,52,10.4,14,0
Lou Tomasetti,5,54,10.8,40,1
Whizzer White,5,158,31.6,71,1
Johnny Wilson,5,115,23.0,57,1
Roy Zimmerman,5,36,7.2,11,0
Larry Cabrelli,4,90,22.5,50,1
Bill Callihan,4,34,8.5,22,0
Jim Castiglia,4,24,6.0,11,0
Dan DeSantis,4,53,13.25,19,0
Chuck Hanneman,4,48,12.0,46,1
Jim Lee Howell,4,62,15.5,42,1
Harry Jacunski,4,48,12.0,27,0
John Jett,4,50,12.5,18,0
Bert Johnson,4,90,22.5,29,1
Art Jones,4,121,30.25,59,1
Ben Kish,4,50,12.5,27,0
Joe Laws,4,48,12.0,18,1
John Martin,4,53,13.25,27,1
Ray Nolting,4,68,17.0,25,0
Bill Osmanski,4,52,13.0,27,0
Dom Principe,4,54,13.5,28,0
Ray Prochaska,4,29,7.25,11,0
Rhoten Shetley,4,41,10.25,9,0
Tommy Thompson,4,30,7.5,0,1
Will Walls,4,76,19.0,36,0
Foster Watkins,4,36,9.0,16,0
George Wilson,4,75,18.75,21,0
Sam Bartholomew,3,15,5.0,7,0
Dick Evans,3,34,11.33,22,0
Wes McAfee,3,30,10.0,13,1
Ace Parker,3,66,22.0,36,0
Ray Riddick,3,33,11.0,45,0
Paul Szakash,3,77,25.67,47,0
Frank Balasz,2,17,8.5,9,0
Jack Banta,2,42,21.0,37,0
Nick Basca,2,45,22.5,25,0
